"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
785857	20110930	James Polk Stone Community Bank, The	2244	Portales	NM	88130	
785923	20110930	LCNB National Bank	6623	Lebanon	OH	45036	
785932	20110930	COMMUNITY NATIONAL BANK	19272	DAYTON	TN	37321	
785950	20110930	Legacy Bank	17676	Colwich	KS	670300068	
786210	20110930	Traditional Bank, Inc.	2711	Mt. Sterling	KY	40353	
786256	20110930	The State Bank	15751	RICHMOND	MO	64085	
786340	20110930	First American National Bank	19226	Iuka	MS	38852	
786443	20110930	The Necedah Bank	15188	Necedah	WI	54646	
786555	20110930	Peoples State Bank of Plainview	1100	Plainview	MN	55694	
786612	20110930	Mid Penn Bank	9889	Millersburg	PA	17061	
786733	20110930	Jefferson Security Bank	9997	Shepherdstown	WV	25443	
786742	20110930	FIRST CITIZENS BANK	19304	ELIZABEHTOWN	KY	42701	
786948	20110930	FIRST NATIONAL BANK OF HAMPTON	4464	HAMPTON	IA	50441	
787141	20110930	Exchange State Bank	18838	Adair	IA	50002-0098	
787253	20110930	First National Bank of Santa Fe	2239	Santa Fe	NM	87504	
787459	20110930	PRINSBANK	10191	PRINSBURG	MN	56281	
787842	20110930	First Iowa State Bank	14930	Albia	IA	52531	
788559	20110930	FARMERS AND DROVERS BANK	12602	COUNCIL GROVE	KS	66846	
788652	20110930	WOODLAND BANK	8863	DEER RIVER	MN	56636	
789051	20110930	The First National Bank of Cunningham	4652	Cunningham	KS	670350097	
790150	20110930	BANK OF IBERIA	8584	IBERIA	MO	65486	
790271	20110930	Washington Savings Bank	29227	Effingham	IL	62401	
790534	20110930	TotalBank	21468	Miami	FL	33145	
790543	20110930	Community State Bank, National Association	18272	Ankeny	IA	500210127	
790703	20110930	Lee Bank	33645	Lee	MA	01238	
790721	20110930	EVB	11584	Tappahannock	VA	22560	
790851	20110930	Minnwest Bank Metro	17898	Eagan	MN	55121	
790918	20110930	FIRST KEYSTONE COMMUNITY BANK	7404	BERWICK	PA	18603	
791072	20110930	Interstate Bank, ssb	31043	Perryton	TX	79070	
791205	20110930	The Lenox National Bank	2598	Lenox	MA	012401632	
791353	20110930	BANKWEST	16704	ROCKFORD	MN	55373	
791746	20110930	FIRST TRUST AND SAVINGS BANK	15431	MARCUS	IA	51035	
791821	20110930	National Capital Bank of Washington	2093	Washington	DC	20003	
791942	20110930	Nekoosa Port Edwards State Bank	02482	Nekoosa	WI	54457	
792248	20110930	FARMERS   TRADERS SAVINGS BANK	16717	BANCROFT	IA	50517	
792453	20110930	State Bank of Downs	9659	Downs	KS	67437	
792640	20110930	State Savings Bank	14773	Creston	IA	508010635	
792659	20110930	National Bank & Trust	3289	La Grange	TX	78945	
792743	20110930	Farmers Deposit Bank	9686	Eminence	KY	40019	
793571	20110930	Millington Savings Bank	30022	Millington	NJ	07946	
794149	20110930	Commercial National Bank of Texarkana	19024	Texarkana	TX	75503	
794336	20110930	First National Bank of South Miami	17093	South Miami	FL	33143	
794345	20110930	BLUE GRASS SAVINGS BANK	13753	BLUE GRASS	IA	52726	
794608	20110930	Chicopee Savings Bank	90179	Chicopee	MA	010140300	
794653	20110930	First National Bank at St. James	14853	ST JAMES	MN	56081	
795249	20110930	First State Bank	8522	Britt	IA	50423	
795548	20110930	CITIZENS STATE BANK	9047	MONTICELLO	IA	52310	
795959	20110930	Kennett National Bank	18879	Kennett	MO	63857	
795968	20110930	Bank of Hawaii	18053	Honolulu	HI	968466000	
796125	20110930	The Talbot Bank of Easton, Maryland	1893	Easton	MD	21601	
796152	20110930	First State Bank	17950	Clute	TX	77531	
796451	20110930	Bank of Kirksville	1635	Kirksville	MO	63501	
796657	20110930	THE LYON COUNTY STATE BANK	14952	EMPORIA	KS	668010488	
796769	20110930	Wood County National Bank	23739	Quitman	TX	75783	
797140	20110930	The Bank of New Glarus	10378	New Glarus	WI	53574	
797319	20110930	The First National Bank of Minersville	7621	Minersville	PA	17954	
797467	20110930	Heritage Oaks Bank	24229	Paso Robles	CA	93446	
797775	20110930	BOILING SPRINGS SAVINGS BANK	30052	RUTHERFORD	NJ	7070	
798512	20110930	First National Bank Of Brooksville, The	2682	Brooksville	KY	41004	
798857	20110930	PARK MIDWAY BANK N.A	1904	ST. PAUL	MN	55108	
799359	20110930	Mills Resolute Bank	1386	Sanborn	MN	560830158	
799612	20110930	The Suffolk County National Bank	7278	Riverhead	NY	119019000	
799751	20110930	MINNESOTA NATIONAL BANK	5249	SAUK CENTRE	MN	56378	
799854	20110930	The City National Bank of Colorado City	3144	Colorado City	TX	795121031	
799939	20110930	HARTSBURG STATE BANK	11716	HARTSBURG	IL	62643	
799948	20110930	FIRST NATIONAL BANK OF LAWRENCE COUNTY	3896	WALNUT RIDGE	AR	72476	
800134	20110930	THE HARVARD STATE BANK	9079	HARVARD	IL	600330040	
800442	20110930	BANK OF WINONA	12207	WINONA	MS	38967	
800479	20110930	TARBORO SAVINGS BANK, SSB	29061	TARBORO	NC	27886	
800657	20110930	Bremer Bank, N.A. South St. Paul	12923	South St. Paul	MN	55075	
800853	20110930	Centinel Bank of Taos	19904	Taos	NM	87571	
801047	20110930	First State Bank	15271	New London	WI	549610268	
801056	20110930	Farmers State Bank	13883	McPherson	KS	67460	
801654	20110930	The First State Bank	12315	Columbus	TX	78934	
802110	20110930	National Penn Bank	7414	Boyertown	PA	19512	
802174	20110930	Anson Bank & Trust	30079	Wadesboro	NC	28170	
802866	20110930	Silicon Valley Bank	24735	Santa Clara	CA	95054	
803144	20110930	The First National Bank of Niagara	5313	NIAGARA	WI	54151	
803256	20110930	TRIUMPH STATE BANK	1906	TRIMONT	MN	561760329	
803265	20110930	Robert Lee State Bank	15442	Robert Lee	TX	76945	
803461	20110930	Finance and Thrift Company	25870	Porterville	CA	932570311	
803649	20110930	GREEN BELT BANK & TRUST	26760	Iowa Falls	IA	50126	
803658	20110930	Farmers State Bank of Trimont	01929	Trimont	MN	56176-0388	
803957	20110930	KODABANK	8386	DRAYTON	ND	582250369	
804150	20110930	Vergas State Bank	9747	Vergas	MN	56587	
804338	20110930	FIRST BANK OF HIGHLAND PARK	17470	HIGHLAND PARK	IL	60035	
804422	20110930	THE FARMERS & MERCHANTS BANK OF CRAIG COUNTY	9986	NEW CASTLE	VA	24127	
804758	20110930	BANK VI	17883	Salina	KS	674020077	
804815	20110930	Edon State Bank Company	13206	Edon	OH	43518	
804860	20110930	CITIZENS STATE BANK	22657	ROMA	TX	785840988	
804963	20110930	Bank of the West	3514	San Francisco	CA	94126	
805045	20110930	Exchange State Bank	10132	Collins	IA	500550340	
805250	20110930	FIRST NATIONAL BANK	14420	GOODLAND	KS	677350570	
805335	20110930	BANK OF MONTICELLO	2145	MONTICELLO	GA	31064	
805447	20110930	First State Bank	4440	Colfax	IA	50054	
805670	20110930	Gunnison Valley Bank	1250	Gunnison	UT	84634	
805755	20110930	The First National Bank of Walker	5269	Walker	MN	56484	
805858	20110930	Signature Bank	3148	Dallas	TX	75248	
805876	20110930	C&G SAVINGS BANK	30119	ALTOONA	PA	16601	
806154	20110930	Valley Bank & Trust	25651	Brighton	CO	80601	
806220	20110930	Sandhills Bank	17953	North Myrtle Beach	SC	29582	
806846	20110930	First Bank Financial Centre	12517	Oconomowoc	WI	53066	
806958	20110930	Midwest Bank	9737	Detroit Lakes	MN	56501	
807348	20110930	BANK OF OAKFIELD	9523	OAKFIELD	WI	53065	
807432	20110930	Mount Vernon Bank	8028	Vidalia	GA	30475	
807656	20110930	Citizens Bank of Ada	19679	Ada	OK	748211468	
807946	20110930	BELLERIVE BANK	17690	PLYMOUTH	IL	623670269	
807955	20110930	American Bank, N.A.	20241	Corpus Christi	TX	784666469	
808167	20110930	NORTH VALLEY BANK	20959	REDDING	CA	96001	
808176	20110930	IBERIABANK	28100	LAFAYETTE	LA	70501	
808260	20110930	FARMERS & MERCHANTS BANK OF CENTRAL CALIFORNIA	1331	Lodi	CA	95240	
808345	20110930	State Central Bank	5820	Keokuk	IA	526326006	
808354	20110930	State Bank of Wheaton	8827	Wheaton	MN	562960395	
808448	20110930	Poplar Grove State Bank, The	16483	Poplar Grove	IL	61065	
808653	20110930	Garrison State Bank and Trust	15306	Garrison	ND	585400339	
809379	20110930	Investors National Bank, NA	29093	Chillicothe	MO	64601	
809539	20110930	THE CITIZENS BANK	15934	NASHVILLE	GA	31639	
809650	20110930	Texana Bank, National Association	3302	Linden	TX	75563	
809856	20110930	The Bank of Burlington	15759	Burlington	CO	80807	
809940	20110930	Kingsley State Bank	19447	Kingsley	IA	51028	
810151	20110930	Flagship Bank Winsted	10170	Winsted	MN	55395	
810544	20110930	Crawford County Trust & Savings Bank	8511	Denison	IA	51442	
810553	20110930	Martinsburg Bank And Trust	8270	Mexico	MO	65265	
810900	20110930	ASIA BANK, N.A.	25745	FLUSHING	NY	11354	
810919	20110930	Beneficial Mutual Savings Bank	15697	Philadelphia	PA	19106	
811046	20110930	Bankers Trust Company	953	Des Moines	IA	503093702	
811279	20110930	Standard Bank PaSB	27757	Export	PA	15632	
811457	20110930	First National Bank of Lipan	3303	Lipan	TX	76462	
811541	20110930	Auburn Banking Company	284	Auburn	KY	42206	
811550	20110930	AMERICAN EXCHANGE BANK	428	HENRYETTA	OK	74437	
811747	20110930	SECURITY SAVINGS BANK	15734	LARCHWOOD	IA	51241	
811756	20110930	Flathead Bank of Bigfork	20382	Bigfork	MT	59911	
812164	20110930	State Street Bank and Trust Company of California, N.A.	26474	Los Angeles	CA	90071	
812379	20110930	FIRST COMMUNITY BANK OF CULLMAN	30166	CULLMAN	AL	35055	
812436	20110930	ITASCA BANK & TRUST CO	16666	ITASCA	IL	60143	
812557	20110930	Bank Forward	8941	Hannaford	ND	58448	
812614	20110930	Commercial Bank Of Grayson, The	10137	Grayson	KY	41143	
813059	20110930	HARWOOD STATE BANK	9128	HARWOOD	ND	580420005	
813572	20110930	Cecil  Bank	31121	Elkton	MD	219220469	
813853	20110930	Community Resource Bank	5219	Northfield	MN	55057	
813947	20110930	ALPINE BANK & TRUST CO.	18545	ROCKFORD	IL	611071450	
814216	20110930	Alliance Bank, N.A.	7237	Syracuse	NY	13202	
814355	20110930	Security State Bank of Oklee	10982	Oklee	MN	567420069	
814430	20110930	CITY NATIONAL BANK OF FLORIDA	20234	MIAMI	FL	33130	
814458	20110930	CHARTER BANK	18660	CORPUS CHRISTI	TX	78410-0000	
814551	20110930	Kearney Trust Comapny	9794	Kearney	MO	64060	
814711	20110930	PEOPLES BANK AND TRUST COMPANY	8117	HAZARD	KY	417020989	
814953	20110930	First National Bank	4692	Howard	KS	67349	
815053	20110930	GOPPERT FINANCIAL BANK	8569	LATHROP	MO	64465	
815147	20110930	Honor Bank	8165	Honor	MI	49640	
815156	20110930	Dakota Community Bank   Trust, National Association	15728	Hebron	ND	58638-0431	
815277	20110930	QUAINT OAK BANK	35497	SOUTHAMPTON	PA	18966	
815754	20110930	Bank of Cherokee County	2327	Hulbert	OK	74441	
816210	20110930	Banco Santander Puerto Rico	20828	San Juan	PR	00917	
816256	20110930	FIRST NATIONAL BANK OF HOOKER,THE	4123	HOOKER	OK	73945	
816304	20110930	Marblehead Bank	90234	Marblehead	MA	01945	
816603	20110930	The Washington Trust Company of Westerly	23623	Westerly	RI	028911879	
816751	20110930	Kindred State Bank	8946	Kindred	ND	58051	
816948	20110930	Bank of Birch Tree	8278	Birch Tree	MO	65438	
817356	20110930	Napoleon Bank	9384	Napoleon	MO	64074	
817477	20110930	UNION Savings BANK	29121	Freeport	IL	61032	
817824	20110930	PNC Bank, National Association .	6384	Wilmington	DE	19899	
818401	20110930	Marlborough Savings Bank	90235	Marlborough	MA	01752	
818540	20110930	FIRST NATIONAL BANK OF MANNING	4477	MANNING	IA	51455	
818559	20110930	FIRST STATE BANK OF RED WING	8191	RED WING	MN	550661821	
818652	20110930	STOCKMENS NATIONAL BANK IN COTULLA	14864	COTULLA	TX	780141490	
819154	20110930	FIRST SECURITY STATE BANK	11932	CRANFILLS GAP	TX	76637	
819172	20110930	THE PEOPLES SAVINGS BANK	29975	URBANA	OH	43078	
819453	20110930	Bank of Odessa	9803	Odessa	MO	64076	
819556	20110930	CONCORDIA BANK & TRUST COMPANY	8527	VIDALIA	LA	71373	
819855	20110930	Peoples Bank	19788	Lubbock	TX	79424	
820048	20110930	First National Bank	1545	Ames	IA	50010	
820178	20110930	Audubon Savings Bank	28191	Audubon	NJ	08106	
820301	20110930	Jewett City Savings Bank	18237	Jewett City	CT	6351	
820655	20110930	First National Bank	3948	Milnor	ND	58060	
820842	20110930	BANK OF BLOOMSDALE	9788	BLOOMSDALE	MO	63627	
821036	20110930	PEOPLES BANK OF KANKAKEE COUNTY	18566	BOURBONNAIS,	IL	60914	
821157	20110930	THE GOOSE RIVER BANK	10236	MAYVILLE	ND	58257	
821278	20110930	Chelten Hills Savings Bank	57125	Abington	PA	19001	
821456	20110930	Exchange National Bank	4650	Cottonwood Falls	KS	66845	
821559	20110930	Minnesota First Credit and Savings, Inc.	26755	Rochester	MN	55901	
821643	20110930	ASHTON STATE BANK	11343	ASHTON	IA	512320278	
821652	20110930	Texas Star Bank, S.S.B.	16218	Lott	TX	76656	
821906	20110930	Salisbury Bank and Trust Company	18467	Lakeville	CT	60391868	
822042	20110930	Southern Michigan Bank and Trust	5019	Coldwater	MI	49036	
822051	20110930	Citizens State Bank of Roseau	10167	Roseau	MN	56751	
822154	20110930	AMERICAN STATE BANK	16701	LUBBOCK	TX	79408	
822257	20110930	BANK OF THE LAKES NA	22353	OWASSO	OK	74055	
822408	20110930	LITCHFIELD BANCORP	18209	LITCHFIELD	CT	6759	
822556	20110930	Texas Exchange Bank, SSB	20099	Crowley	TX	76036	
822631	20110930	Midland Community Bank	19796	Kincaid	IL	62540	
822846	20110930	First State Bank	8500	Ida Grove	IA	51445	
823133	20110930	PEOPLES NATIONAL BANK OF KEWANEE	926	KEWANEE	IL	61443	
823142	20110930	DU QUOIN STATE BANK	10804	DU QUOIN	IL	62832	
823450	20110930	FIRST NATIONAL BANK IN ALAMOGORDO, INC.	17643	ALAMOGORDO	NM	88310	
823553	20110930	The Bank of Denton	17569	Denton	KS	66017	
823638	20110930	First Bank of Coastal Georgia	15580	Pembroke	GA	31321	
823656	20110930	First State Bank Southwest	9770	Pipestone	MN	56164	
824000	20110930	Commerce Bank & Trust Company	17484	Worcester	MA	1608	
824242	20110930	BENTON COUNTY STATE BANK	13774	BLAIRSTOWN	IA	52209	
824550	20110930	Bremer Bank, N.A. St. Cloud	5241	St. Cloud	MN	56301	
824653	20110930	Texas Heritage National Bank	3161	Daingerfield	TX	75638	
824738	20110930	THE FIRST NATIONAL BANK OF LACON	3688	LACON	IL	61540	
825146	20110930	Morton Community Bank	18429	Morton	IL	61550	
825454	20110930	First Missouri State Bank	8282	Poplar Bluff	MO	63901	
825548	20110930	COMMUNITY STATE BANK OF MISSOURI	1936	BOWLING GREEN	MO	63334	
825753	20110930	CITIZENS INDEPENDENT BANK	16863	ST. LOUIS PARK	MN	554162630	
825847	20110930	Farmers Trust and Savings Bank	14195	Buffalo Center	IA	50424	
825940	20110930	Bank Of Buffalo	2733	Buffalo	KY	42716	
825977	20110930	Waukegan Savings Bank	28243	Waukegan	IL	60087	
826255	20110930	Capital Bank	17640	Saint Paul	MN	55117	
826451	20110930	American Exchange Bank	2328	Lindsay, OK 73052	OK	730520128	
826648	20110930	Mediapolis Savings Bank	15772	Mediapolis	IA	52637	
826956	20110930	CHOICE FINANCIAL GROUP	9423	GRAFTON	ND	58237	
827346	20110930	ELKVILLE STATE BANK	10810	ELKVILLE	IL	629320187	
827355	20110930	First National Bank Of Nevada, The	4598	Nevada	MO	64772	
827458	20110930	Dakota Western Bank, The	8637	Bowman	ND	58623	
827560	20110930	Finance Factors, Limited	25158	Honolulu	HI	96813	
827953	20110930	West Side Bank and Trust	18915	Fort Worth	TX	76102	
828053	20110930	Security Bank and Trust Company	10620	Scott City	MO	63780	
828110	20110930	Pennsville National Bank	19978	Pennsville	NJ	08070	
828651	20110930	American National Bank	19220	Denver	CO	80206	
828745	20110930	MONROE STATE BANK	14693	MONROE	IA	50170	
829032	20110930	BCBank, Inc.	20215	Philippi	WV	26416	
829041	20110930	Citizens Bank & Trust Company	15675	Campbellsville	KY	42718	
829050	20110930	The Bank National Associaiton	4146	McAlester	OK	74502	
829256	20110930	Western Bank	10203	St Paul	MN	55104	
829452	20110930	COMMERCIAL BANK	9811	OAK GROVE	MO	64075	
830113	20110930	THE FORT JENNINGS STATE BANK	13209	FORT JENNINGS	OH	458440186	
830168	20110930	FIRST STATE BANK	9014	OVERTON	TX	75684	
830252	20110930	The Lytle State Bank of Lytle, Texas	15501	Lytle	TX	78052	
830355	20110930	First National Bank & Trust Co.	4145	McAlester	OK	74501	
830542	20110930	Central State Bank	1552	Muscatine	IA	52761	
830645	20110930	The Farmers Bank of Mt. Pulaski	11319	Mt. Pulaski	IL	625480170	
830748	20110930	Germantown Trust & Savings Bank	12113	Breese	IL	622300220	
831008	20110930	The Guilford Savings Bank	18194	Guilford	CT	6437	
831044	20110930	FIRST TRUST AND SAVINGS BANK	8092	MOVILLE	IA	510390506	
831352	20110930	BANK OF TURTLE LAKE	19480	TURTLE LAKE	ND	58575	
831549	20110930	Flowers National Bank	4527	Cainsville	MO	64632	
831576	20110930	BankTennessee	29177	Collierville	TN	38017	
831642	20110930	First Citizens State Bank	11228	Whitewater WI	WI	531900177	
831857	20110930	Border Capital Bank, National Association	24935	McAllen	TX	785025555	
831941	20110930	Taylor County Bank	15590	Campbellsville	KY	42719	
832470	20110930	Indiana Bank & Trust Company	28285	Columbus	IN	472017293	
832528	20110930	CLAY COUNTY BANK	2444	CLAY	WV	25043	
832546	20110930	WEST SHORE BANK	14929	LUDINGTON	MI	494310627	
833271	20110930	Conestoga Bank	27013	Chester Springs	PA	19425	
833404	20110930	Fall River Five Cents Savings Bank d/b/a BankFive	23286	Fall River	MA	2722	
833646	20110930	Bank Of Cairo And Moberly	8254	Moberly	MO	65270	
833749	20110930	WOODTRUST BANK N.A.	5335	WISCONSIN RAPIDS	WI	544958000	
833758	20110930	FIRST NATIONAL BANK OF EKLHART	25851	ELKHART	KS	67950	
833851	20110930	FIRST STATE BANK OF SWANVILLE	8218	SWANVILLE	MN	563820128	
834045	20110930	VALLEY BANK & TRUST	25866	CHEROKEE	IA	51012	
834755	20110930	THE LAKE BANK	12195	TWO HARBORS	MN	55616	
834979	20110930	Advantage Bank	29864	Cambridge	OH	43725	
835257	20110930	Community Bank Mankato	9760	Vernon Center	MN	56090	
835378	20110930	Beardstown Savings s.b.	30043	Beardstown	IL	62618	
835444	20110930	Bank of Herrin	11310	Herrin	Il	62948	
835613	20110930	SECURITY BANK & TRUST CO.	8121	MAYSVILLE	KY	41056	
835659	20110930	Tri-County Trust Company	11465	Glasgow	MO	65254	
835743	20110930	Bank of Holly Springs	8232	Holly Springs	MS	38635	
835958	20110930	FIRST STATE BANK OF WABASHA	15804	WABASHA	MN	559810028	
836151	20110930	Glasgow Savings Bank	1056	Glasgow	MO	65254	
836544	20110930	Columbus Junction State Bank	249	Columbus Junction	IA	52738	
836656	20110930	FARMERS & MERCHANTS BANK	4144	MAYSVILLE	OK	73057	
836843	20110930	MIDWESTONE BANK	14843	IOWA CITY	IA	52240	
836852	20110930	Roundbank	5271	Waseca	MN	56093	
837000	20110930	The First National Bank of Long Island	7072	Glen Head	NY	11545	
837037	20110930	CONTINENTAL NATIONAL BANK OF MIAMI	21578	MIAMI	FL	33135	
837046	20110930	Corydon State Bank	13616	Corydon	IA	50060	
837149	20110930	First Community Bank of Western Kentucky, Inc.	14735	Clinton	KY	42031	
837158	20110930	FIRST NATIONAL BANK & TRUST COMPANY	4148	MIAMI	OK	74355	
837260	20110930	California Bank & Trust	20852	San Diego	CA	92130	
837354	20110930	First National Bank of Waseca	5270	Waseca	MN	56093	
837448	20110930	Warren-Boynton State Bank	11674	New Berlin	IL	62670	
837541	20110930	Farmers State Bank of Hoffman	9259	Hoffman	IL	62250	
837550	20110930	SECURITY BANK	9806	RICH HILL	MO	64779	
837653	20110930	Heartland State Bank	3919	Edgeley	ND	584330068	
837840	20110930	MERCHANTS AND FARMERS BANK	11446	HOLLY SPRINGS	MS	38635	
837952	20110930	Flint Hills Bank Of Eskridge	26340	Eskridge	KS	66423	
838155	20110930	PEOPLES STATE BANK	17174	FAIRMOUNT	ND	58030	
838632	20110930	JGB Bank	17715	Miami	FL	33122	
839068	20110930	Security State Bank	1497	Pearsall	TX	78061	
839246	20110930	Bank of Columbia	8775	Columbia	KY	42728	
839255	20110930	First National Bank	16127	Midwest City	OK	73110	
839817	20110930	Farmers and Traders Bank of Campton	288	Campton	KY	41301	
839974	20110930	Graham Savings and Loan Association, FA	29206	Graham	TX	76450	
840019	20110930	Citizens Bank	262	Mount Vernon	KY	40456	
840251	20110930	Home Bank & Trust Co.	4664	Eureka	KS	67045	
840354	20110930	First Financial Bank in Winnebago	5278	Winnebago	MN	56098	
840363	20110930	FirstBank Southwest	3387	Amarillo	TX	79109	
840578	20110930	NELSONVILLE HOME AND SAVINGS	28085	NELSONVILLE	OH	45764	
840747	20110930	Farmers State Bank	12855	Waterloo	IA	50702	
841436	20110930	American National Bank of DeKalb County	21272	Sycamore	IL	60115	
841472	20110930	Mutual Savings Bank	27742	Franklin	IN	46131	
841539	20110930	St. Martin Bank & Trust Company	12610	St. Martinville	LA	705820199	
841753	20110930	City Bank   Trust Company	12608	Natchitoches	LA	71457	
841838	20110930	The Citizens Bank of East Tennessee	9499	Rogersville	TN	37857	
841865	20110930	LOS ANGELES NATIONAL BANK	21352	BUENA PARK	CA	90621	
842031	20110930	First Louisiana National Bank	24679	Breaux Bridge	LA	70517	
842116	20110930	DEPOSIT BANK OF CARLISLE	266	CARLISLE	KY	40311	
842358	20110930	Citizens Bank, N. A.	4667	Fort Scott	KS	667010899	
842376	20110930	WEST VIEW SAVINGS BANK	27760	PITTSBURGH	PA	15237	
842460	20110930	Lone Star National Bank	24347	Pharr	TX	78577	
842853	20110930	United Minnesota Bank	10567	New London	MN	56273	
843159	20110930	CITIZENS STATE BANK	2330	MORRISON	OK	73061	
843542	20110930	First State Bank	94	Warren	AR	71671	
843953	20110930	Fowler State Bank, The	13450	Fowler	KS	67844	
844053	20110930	Security National Bank of Omaha	19213	Omaha	NE	68124	
844138	20110930	Simmesport State Bank	17587	Simmesport	LA	71369	
844343	20110930	Merchants and Farmers Bank	9361	Kosciusko	MS	39090	
844455	20110930	First National Bank in Fredonia	13798	Fredonia	KS	66736	
844567	20110930	POINTBANK	3389	PILOT POINT	TX	76258	
845247	20110930	EDMONTON STATE BANK	9678	GLASGOW	KY	42141	
845443	20110930	Community First Bank	11348	Keosauqua	IA	52565	
845452	20110930	ORMSBY STATE BANK	1388	ORMSBY	MN	56162	
846132	20110930	Dewey Bank	10803	Dewey	IL	618400009	
846356	20110930	Eagle Bank and Trust Company of Missouri	17691	Hillsboro	MO	63050	
846619	20110930	Cortland Savings and Banking Co	2281	Cortland	OH	44410	
846945	20110930	Badger Bank	2469	Fort Atkinson	WI	53538	
847157	20110930	United Community Bank	8544	Perham	MN	565730249	
847540	20110930	FARMERS SAVINGS BANK	08086	KEOTA	IA	52248	
848248	20110930	FIDELITY NATIONAL BANK	19644	WEST MEMPHIS	AR	72301	
848453	20110930	Bank Of Houston, The	13960	Houston	MO	65483	
848752	20110930	Prior Lake State Bank	10166	Prior Lake	MN	553720369	
849348	20110930	Community State Bank	230	Spencer	IA	51301	
849357	20110930	The First National Bank of Hughes Springs	3268	Hughes Springs	TX	75656	
849432	20110930	The Bank of Monroe	6180	Union	WV	24983	
849450	20110930	THE EASTMAN NATIONAL BANK OF NEWKIRK	4156	NEWKIRK	OK	74647	
849647	20110930	IOWA STATE SAVINGS BANK	11349	KNOXVILLE	IA	50138	
849665	20110930	Siuslaw Bank	19006	Florence	OR	97439	
849777	20110930	METUCHEN SAVINGS BANK	30099	METUCHEN	NJ	08840	
850036	20110930	First American Bank	3657	Elk Grove Village	IL	60007	
850054	20110930	First National Bank in Ord	5460	Ord	NE	688620248	
850456	20110930	Garnett State Savings Bank	17317	Garnett	KS	66032	
850616	20110930	UNION BANK AND TRUST COMPANY	9893	Pottsville	PA	179010119	
851060	20110930	Atascosa National Bank	24064	Pleasanton	TX	78064	
851239	20110930	The Poca Valley Bank, Inc.	11952	Walton	WV	25286	
851631	20110930	BETTER BANKS	1808	PEORIA	IL	61615	
852133	20110930	NATIONAL BANK OF EARLVILLE	15630	EARLVILLE	IL	605180547	
852218	20110930	JPMorgan Chase Bank, National Association	628	Columbus	OH	43240	
852254	20110930	THE UNION BANK	9420	BEULAH	ND	585230789	
852263	20110930	Scott Valley Bank	10781	Yreka	CA	96097	
852320	20110930	Branch Banking and Trust Company	9846	Winston-Salem	NC	271021290	
852357	20110930	Home Exchange Bank	8884	Jamesport	MO	64648	
852544	20110930	Southern Bancorp Bank	1528	ARKADELPHIA	AR	71923	
852704	20110930	Genesee Regional Bank	26333	Rochester	NY	14618	
852713	20110930	QNB Bank	7714	Quakertown	PA	189519005	
852870	20110930	Cresson Community Bank	28134	Cresson	PA	166300000	
852973	20110930	PIONEER TRUST BANK, N.A.	19827	SALEM	OR	97301	
853112	20110930	Heartland Bank	9443	Gahanna	OH	43230	
853251	20110930	UNITY NATIONAL BANK	26351	HOUSTON	TX	772888277	
853372	20110930	SECURITY SAVINGS BANK, SSB	28139	SOUTHPORT	NC	28461	
853644	20110930	First National Bank Of Ogden, The	3718	Ogden	IL	61859	
853747	20110930	Citizens National Bank of Albion	15760	Albion	IL	62806	
853804	20110930	The Bank of Canton	90175	Canton	MA	02021	
853934	20110930	Community State Bank	17734	Starke	FL	32091	
853952	20110930	The Central Trust Bank	12633	Jefferson City	MO	65101	
853970	20110930	FIRST SAFETY BANK	26263	St. Bernard	OH	45217	
854052	20110930	Unity Bank	8545	Rush City	MN	55069	
854173	20110930	Investment Savings Bank	30121	Altoona	PA	166022403	
854258	20110930	Pender State Bank	8329	Pender	NE	68047	
854351	20110930	Bank of Hamilton	9127	Hamilton	ND	582380108	
854418	20110930	The Farmers National Bank of Cynthiana	2689	Cynthiana	KY	41031	
854454	20110930	Jefferson Bank of Missouri Inc.	19762	Jefferson City	MO	65109	
854520	20110930	Carrollton Bank	12433	Columbia	MD	210462139	
854548	20110930	OmniBank	8871	Jackson	MS	392252624	
854753	20110930	St. Clair State Bank	1903	St. Clair	MN	56080	
854847	20110930	First State Bank	5791	Belmond	IA	504210039	
855143	20110930	THE BANK OF AUGUSTA	15035	AUGUSTA	AR	72006	
855264	20110930	FIRST NATIONAL BANK IN PORT LAVACA	17811	PORT LAVACA	TX	77979	
855303	20110930	The Citizens National Bank of Hammond	14820	Hammond	NY	13646	
855563	20110930	MURPHY BANK	25726	FRESNO	CA	937042230	
855648	20110930	Laurens State Bank	15320	Laurens	IA	50554	
855741	20110930	BankORION	11739	ORION	IL	61273	
855844	20110930	Anna-Jonesboro National Bank	3759	Anna	IL	62906	
855956	20110930	Union State Bank	13195	Hazen	ND	58545	
856140	20110930	State Bank of Ledyard	14411	Ledyard	IA	50556	
856159	20110930	ST. MARTIN NATIONAL BANK	18937	ST. MARTIN	MN	56376	
856243	20110930	First National Bank of Ottawa	3719	Ottawa	IL	61350	
856346	20110930	Farmers State Bank	11299	Harrisburg	IL	62946	
856458	20110930	Bank of Hazelton	17813	Hazelton	ND	585440407	
856542	20110930	Breda Savings Bank	5792	Breda	IA	51436	
856748	20110930	The Citizens Bank	17211	Batesville	AR	725032156	
856869	20110930	Powell State Bank	18302	Powell	TX	75153	
856944	20110930	State Bank of Brooks	25260	Corning	IA	50841	
