"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD3123	RCFD3128	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA222	RCFDA223	RCFDA250	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC869	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON3123	RCON3128	RCON3411	RCON3429	RCON3433	RCON3545	RCON3809	RCON3812	RCON3821	RCON3833	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA222	RCONA223	RCONA250	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	
541754																																																																																																																																																													3811	0	0	14332	109324	1323	0	0	0	0	0	0	0	32	5440	2930	18441	6770	7256	79846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	89600	0	0	82512	0	0	0	146	146	0	0	0	146	1588	2223	0	0	0	0	0	0	81	1109	12768	374	0	0	0	0	0	0	0	233	3292	6396	72590	0	0	0	0	0	9992	2578	0	
541857																																																																																																																																																													14396	0	0	42950	272931	1012	0	0	0	0	0	0	0	0	2676	15441	51688	74520	25259	131893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183838	0	0	181154	0	0	0	3009	3009	0	0	0	3009	4521	9875	0	0	0	0	0	0	401	10889	31660	0	0	0	0	0	0	0	0	0	0	74520	106634	0	0	0	0	0	26058	0	31	
542153																																																																																																																																																													19640	0	0	57686	285372	2270	0	0	0	0	0	882	0	0	55122	3553	51929	37336	10431	194198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252271	0	0	199065	13	163	163	1691	1691	0	0	0	1691	3553	16087	0	0	0	0	0	0	626	0	32622	24438	0	0	0	0	0	0	0	0	2597	12701	183767	0	0	0	0	0	11251	0	0	
542340																																																																																																																																																													8084	0	0	12020	127772	1268	0	0	0	0	0	0	0	0	3934	4787	15469	23322	6196	81648	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	98656	0	0	98495	0	0	0	320	320	0	0	0	320	3400	4684	0	0	0	0	0	0	40	1383	9977	620	0	0	0	0	106	0	0	0	509	22534	75452	0	0	0	0	0	10335	3774	4	
542528																																																																																																																																																													29858	0	0	197365	1211212	14268	0	0	0	0	1721	0	0	0	0	33958	179468	242612	41366	737346	2410	1721	0	58119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2593	3057	893862	0	0	914857	0	0	0	1207	1207	0	0	0	1207	10580	19278	0	0	0	0	0	0	5594	19876	150986	20909	0	0	0	0	2410	0	0	0	0	218877	695980	1721	0	0	0	0	79269	24782	3502	
542649																																																																																																																																																													183020	0	316413	748864	7312796	75683	0	0	0	0	0	33011	0	21245	542234	140753	1071561	1569273	203265	4395025	9128	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20981	3781	4435	5695412	0	0	5688230	0	0	0	19685	19685	0	0	0	19685	99615	83405	0	0	0	269418	35920	11075	-323	32742	660625	9502	46318	0	0	0	9128	0	0	0	39140	1514723	4134367	0	0	0	0	0	442824	212190	8396	
542667																																																																																																																																																													18662	0	131959	47673	353939	1745	0	79	0	0	0	0	0	0	0	20552	162658	38993	24017	133403	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185448	0	0	129931	0	0	0	0	0	0	0	0	0	15076	3586	0	0	0	117988	13302	669	78	5476	39990	2129	0	0	0	0	2600	0	0	0	252	20962	108717	0	0	0	0	0	24859	0	0	
542854																																																																																																																																																													15826	0	0	4998	30309	229	0	0	0	0	0	0	0	0	0	9153	10601	306	368	10383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	12585	0	0	9303	0	0	0	0	0	0	0	0	0	8909	6916	0	0	0	0	0	0	95	200	3685	306	712	0	0	0	0	0	0	0	0	0	9303	0	0	0	0	0	412	0	44	
543262																																																																																																																																																													135514	0	0	282876	1206213	14635	0	0	0	0	0	3802	0	2467	21408	206121	246810	67516	71288	696125	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5095	786880	0	0	723887	0	0	0	793	793	0	0	0	793	116035	19479	0	0	0	0	0	0	4276	89670	171193	17733	4	0	0	0	1981	6	0	0	51258	47802	624827	0	0	0	0	0	75890	0	416	
543459																																																																																																																																																													25058	0	1038	55834	264876	1398	0	0	0	0	0	0	0	0	9061	20783	60468	22013	6837	160190	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188272	0	0	174074	0	0	0	342	342	0	0	0	342	2192	22866	0	0	0	0	0	1038	830	17209	29954	5743	2098	0	0	0	103	0	0	612	7129	16117	150217	0	0	0	0	0	10167	1991	770	
543570																																																																																																																																																													24272	0	17919	118699	708565	7107	0	0	0	0	0	0	0	41	70424	26733	161810	269245	38204	259893	7219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1476	448971	0	0	487950	0	0	0	0	0	0	0	0	0	23226	1046	0	0	0	17919	0	0	-2009	72	120636	0	0	0	0	857	620	5742	0	3377	0	268625	215947	0	0	0	0	0	59614	0	58	
543945																																																																																																																																																													9988	0	0	100361	323608	2698	0	0	0	0	0	0	0	0	14131	20468	85176	48505	4808	171616	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220296	0	0	210240	0	0	0	436	436	0	0	0	436	7201	2787	0	0	0	0	0	0	541	13267	81766	4541	246	0	0	0	136	0	0	0	0	43678	166562	0	0	0	0	0	5581	0	0	
544335																																																																																																																																																													23427	0	18349	56811	362761	1553	0	0	0	0	0	0	0	729	11099	17909	67685	63879	14152	213199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265324	0	0	247031	0	0	0	733	733	0	0	0	733	10088	13339	0	0	0	2490	15859	0	31	7798	48982	0	0	0	0	0	0	0	0	0	0	47983	199047	0	0	0	0	0	16096	1610	23	
544447																																																																																																																																																													1669	0	0	53491	100934	724	0	0	0	0	0	0	0	0	5320	490	29541	20741	1111	49318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69707	0	0	44390	0	0	0	1450	1450	0	0	0	1450	490	1179	0	0	0	0	0	0	1568	0	27212	17387	7324	0	0	0	0	0	0	0	417	3090	40883	0	0	0	0	0	2108	0	0	
544577																																																																																																																																																													10282	0	0	32	63951	383	0	0	0	0	0	0	0	0	1872	9409	1060	30092	1301	23773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39982	0	0	52532	0	0	0	15	15	0	0	0	15	9400	882	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	30092	22440	0	0	0	0	0	1388	0	9	
544652																																																																																																																																																													18645	0	62889	27542	450768	6132	0	0	0	0	0	0	0	0	0	13487	81960	79790	14816	281209	3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653	346841	0	0	328229	1627	10505	10505	493	493	0	0	0	493	7371	11274	0	0	0	47240	15649	0	292	5455	19184	0	2611	0	0	0	3017	0	0	0	3323	61124	263782	0	0	0	0	0	16578	162	661	
544951																																																																																																																																																													7493	0	0	8256	42066	521	0	0	0	0	0	0	0	0	0	1960	13011	9806	2566	17768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	25095	0	0	23964	0	0	0	25	25	0	0	0	25	1329	6164	0	0	0	0	0	0	42	419	5949	440	1406	0	0	0	0	0	0	100	786	9282	13796	0	0	0	0	0	2874	0	112	
545042																																																																																																																																																													43468	0	16305	121368	421702	6541	0	0	0	0	0	0	0	290	8772	78477	96853	62863	26433	190964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3462	242836	0	0	219049	0	0	0	0	0	0	0	0	0	39742	3668	58	0	0	10222	2726	3357	-914	38735	81457	659	1431	0	0	0	0	0	0	0	0	59364	159685	0	0	0	0	0	28053	0	0	
545154																																																																																																																																																													3369	0	65	14678	96576	622	0	0	0	0	0	0	0	0	0	2735	12071	14155	4376	66567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76359	0	0	72974	0	0	0	300	300	0	0	0	300	1450	0	1919	0	0	65	0	0	81	869	11442	2286	0	0	0	0	0	0	0	416	416	11869	60272	0	0	0	0	0	6112	1588	0	
545604																																																																																																																																																													12363	0	7762	67580	322427	1954	0	0	0	0	0	0	0	482	11079	20664	78682	123665	17769	98865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182340	0	0	213536	10	125	125	0	0	0	0	0	0	6043	6320	0	0	0	7762	0	0	395	5434	60122	1377	252	0	0	0	0	0	0	9187	1218	122288	80844	0	0	0	0	0	23140	2111	0	
545846																																																																																																																																																													6535	0	0	30475	275154	3803	0	0	0	0	0	0	0	1158	0	20853	19925	90136	23149	146314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	194586	0	0	211970	0	0	0	0	0	0	0	0	0	4368	2166	0	0	0	0	0	0	90	16450	10631	3304	0	0	0	0	0	0	0	0	2261	86544	123165	0	0	0	0	0	26505	1638	35	
546003																																																																																																																																																													21576	0	2	185839	1309297	8262	3	0	0	0	0	10066	0	635	155863	22334	150015	513389	53407	622747	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990955	0	0	1036186	0	0	0	3263	3263	0	0	0	3263	13339	8237	0	0	0	2	0	0	2318	8995	122625	1984	49918	0	0	0	2188	0	0	0	10020	506744	519422	0	0	0	0	0	71768	6757	0	
546320																																																																																																																																																													1095	0	0	12658	54752	374	0	0	0	0	0	0	0	0	2337	937	12456	15007	2084	26530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37394	0	0	38062	0	0	0	0	0	0	0	0	0	430	0	665	0	0	0	0	0	196	507	11229	726	0	0	0	0	0	0	0	0	0	14281	23781	0	0	0	0	0	2449	0	0	
546384																																																																																																																																																													4827	0	0	7086	109076	640	0	0	0	0	0	0	0	0	6869	7102	5509	51663	5576	44459	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74740	0	0	89624	0	0	0	0	0	0	0	0	0	4662	165	0	0	0	0	0	0	68	2440	4578	0	0	0	0	0	927	0	0	0	5	50736	38883	0	0	0	0	0	7252	915	0	
546432																																																																																																																																																													8675	0	9129	37164	157053	1189	0	0	0	0	0	0	0	0	339	8749	36844	31621	7823	93339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116744	0	0	88595	0	0	0	55	55	0	0	0	55	6890	1785	0	-13460	10	331	0	22248	1149	1849	27872	3031	3263	0	0	0	0	0	0	0	0	28590	60005	0	0	0	0	0	7929	0	0	
546535																																																																																																																																																													24585	0	0	31587	194222	1753	0	699	0	0	0	0	0	0	1339	48622	6923	37398	9297	102953	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	123642	0	0	130099	0	0	0	0	0	0	0	0	0	20203	4382	0	0	0	0	0	0	78	28419	1265	1825	0	0	0	0	0	241	0	0	1110	35573	93415	0	0	0	0	0	9463	0	0	
546544																																																																																																																																																													30322	0	2998	28321	655141	6778	0	0	0	0	0	0	0	0	35507	31241	48709	88325	26537	491700	9254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594051	0	0	556290	961	12013	12013	3237	3237	0	0	0	3237	20230	10092	0	0	0	1320	1603	75	180	6931	19794	1416	0	0	0	0	9254	0	0	2922	12641	75639	465088	0	0	0	0	0	34729	1764	1158	
546647																																																																																																																																																													26007	0	28113	0	82407	282	0	0	0	0	0	0	0	0	0	5604	48516	9179	658	19390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33687	0	0	27911	0	0	0	20	20	0	20	0	0	5604	20403	0	0	0	28113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9179	18732	0	0	0	0	0	658	0	0	
547251																																																																																																																																																													13712	0	10313	0	108789	1349	0	0	0	0	0	0	0	0	5578	11012	13461	24256	1769	61409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	80485	0	0	83976	0	0	0	1806	1806	0	0	0	1806	11012	2700	0	0	0	10313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	24256	59640	0	0	0	0	0	2137	0	0	
547550																																																																																																																																																													10937	0	0	55987	127127	1099	0	79	0	0	0	0	0	0	6244	19673	43718	17689	4438	46438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	66906	0	0	56566	0	0	0	0	0	0	0	0	0	8460	2477	0	0	0	0	0	0	708	10458	40964	2635	1222	0	0	0	0	0	0	665	69	15054	40778	0	0	0	0	0	4736	0	90	
547840																																																																																																																																																													154589	0	0	300725	1749201	20691	0	0	0	0	0	2334	0	1768	201362	166926	269431	268019	102405	1131891	580	0	88361	30842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	3081	1405718	0	0	1203012	0	0	0	8684	8684	0	30	0	8654	132311	22278	0	0	0	0	0	0	-69275	34523	229925	19300	86252	0	0	0	580	0	0	0	12316	247463	943234	0	0	0	0	0	110986	2901	92	
548052																																																																																																																																																													48979	0	0	38309	165206	1169	0	0	0	0	0	0	0	238	0	50795	34739	11922	6646	68760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	81626	0	0	71627	0	0	0	0	0	0	0	0	0	47563	1416	0	0	0	0	0	0	159	3077	31353	3720	0	0	0	0	0	0	0	0	1311	8202	62114	0	0	0	0	0	7460	0	155	
548203																																																																																																																																																													4109	0	11713	36724	373647	4415	0	0	0	0	0	0	0	109	32316	2952	46260	182053	11965	146104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	261006	0	0	311986	0	0	0	219	219	0	0	0	219	1181	620	2307	0	0	11713	0	0	665	1771	32689	0	1599	0	0	0	0	0	0	0	0	181753	130233	0	0	0	0	0	12494	27	0	
548267																																																																																																																																																													12438	0	0	90513	272990	4399	0	0	0	0	0	0	0	579	15299	21452	70019	28841	21242	156553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1988	190930	0	0	153882	0	0	0	0	0	0	0	0	0	2579	9859	0	0	0	0	0	0	1652	14132	58857	8287	7585	0	0	0	0	0	0	4407	1195	20554	127726	0	0	0	0	0	20556	-1128	334	
548351																																																																																																																																																													142223	0	54711	145603	1532354	12737	0	0	0	0	0	831	0	0	96317	130910	217231	398341	76843	786965	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079245	0	0	1111679	0	0	0	1967	1967	0	0	0	1967	91836	50374	13	0	0	22887	31824	0	538	2238	133211	9616	0	0	0	0	831	0	0	35665	9835	356070	710109	0	0	0	0	0	90044	11106	1171	
548472																																																																																																																																																													6899	0	74	0	65385	213	0	0	0	0	0	0	0	0	26	6746	315	41100	207	15107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35733	0	0	55926	0	0	0	0	0	0	0	0	0	6746	153	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	41100	14826	0	0	0	0	0	2699	2330	0	
548641																																																																																																																																																													5729	0	0	37853	104830	398	0	0	0	0	0	0	0	75	2260	8075	30332	19195	6228	45359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	63234	0	0	50813	57	713	713	0	0	0	0	0	0	5054	675	0	0	0	0	0	0	1035	2421	26114	7783	500	0	0	0	0	0	0	600	170	11412	38631	0	0	0	0	0	8133	1232	0	
548771																																																																																																																																																													7864	0	47495	9003	524529	2939	0	0	0	0	0	0	0	1134	0	12888	60742	187961	49895	265929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372172	0	0	410711	0	0	0	0	0	0	0	0	0	4048	3816	0	0	7912	39583	0	0	-52	0	9055	0	0	0	0	0	0	0	0	913	6220	187544	216034	0	0	0	0	0	52395	0	15	
548829																																																																																																																																																													3436	0	0	27863	81786	404	0	0	0	0	0	0	0	45	0	3645	30028	23680	6455	24795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42663	0	0	41607	0	0	0	0	0	0	0	0	0	720	2716	0	0	0	0	0	0	42	2918	24624	279	0	0	0	0	0	0	0	0	0	23267	18340	0	0	0	0	0	7751	0	7	
548856																																																																																																																																																													10348	0	183	68339	143384	1072	0	0	0	0	0	0	0	0	4364	1406	47587	14606	8504	80716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100356	0	0	53585	0	0	0	638	638	0	0	0	638	1279	9069	0	0	0	0	183	0	141	7	35141	11481	21569	0	0	0	0	0	0	0	0	2942	50643	0	0	0	0	0	8901	0	120	
549545																																																																																																																																																													17545	0	1805	15755	63289	424	0	205	0	0	0	0	0	0	2920	10665	22969	14316	1036	15956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	29150	0	0	27431	0	0	0	0	0	0	0	0	0	10665	6880	0	0	0	0	1805	0	-193	0	15948	0	0	0	0	0	0	0	0	0	0	12511	14920	0	0	0	0	0	1177	0	0	
549862																																																																																																																																																													14522	0	32042	69535	400444	6033	0	0	0	0	0	0	0	0	12940	15807	103364	91655	8518	195552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2663	266915	0	0	278029	0	0	0	1055	1055	0	0	0	1055	4636	9886	0	0	0	31382	660	0	98	11120	58317	0	0	0	0	0	0	0	0	0	0	90995	187034	0	0	0	0	0	8734	0	51	
550279																																																																																																																																																													19986	0	0	107147	548137	942	0	0	0	0	0	0	0	0	24594	31213	98113	308905	40420	112073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298446	0	0	376613	0	0	0	0	0	0	0	0	0	18224	1763	0	0	0	0	0	0	-1226	12925	92657	2790	0	0	0	0	0	0	0	0	0	304960	71653	0	0	0	0	0	45333	0	64	
550354																																																																																																																																																														0	500	48961	118974	1280	0	70	0	0	0	0	0	0	0	10452	56390	14547	3206	39518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	57491	0	0	46781	0	0	0	0	0	0	0	0	0	7908	3285	0	0	0	500	0	0	-653	2544	42992	4078	0	0	0	0	0	0	0	0	0	10469	36312	0	0	0	0	0	3319	0	0	
550448																																																																																																																																																													1201	0	0	26205	69643	1035	0	0	0	0	0	0	0	20	62	1835	25494	8863	3691	34630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	43720	0	0	39265	0	0	0	0	0	0	0	0	0	847	354	0	0	0	0	0	0	-144	986	24827	536	0	0	0	0	0	0	0	0	49	8277	30939	0	0	0	0	0	4007	0	2	
550635																																																																																																																																																													48612	0	94920	84879	643592	3409	0	0	0	0	0	22	0	0	53744	88911	134879	104557	20079	315292	2813	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	421822	0	0	389080	0	0	0	3750	3750	0	0	0	3750	44820	3792	0	0	13388	81532	0	0	-75	30535	33288	0	21131	0	0	0	2813	0	0	0	13373	101625	274082	0	0	0	0	0	26697	3437	168	
550653																																																																																																																																																													3361	0	0	1804	51140	1171	0	155	0	0	0	0	0	0	721	267	6364	7083	1164	38583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	48063	0	0	45734	387	4838	4838	0	0	0	0	0	0	247	3114	0	0	0	0	0	0	14	20	1735	35	0	0	0	0	0	0	0	0	1267	7048	37419	0	0	0	0	0	1412	0	0	
550756																																																																																																																																																													46497	0	15451	39843	696775	6261	0	0	0	0	0	1097	0	0	17055	36522	61073	75586	29617	514467	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579507	0	0	542640	183	1594	1594	4251	4251	0	0	0	4251	35453	11044	0	0	0	7148	7054	1249	580	1069	29922	7682	590	0	0	0	4795	0	0	0	3574	56055	483011	0	0	0	0	0	45471	14808	0	
550952																																																																																																																																																													6339	0	0	269975	377032	750	0	0	0	0	0	0	0	55	5486	27008	249453	27203	19767	71271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137070	0	0	70815	0	0	0	0	0	0	0	0	0	4195	2144	0	0	0	0	0	0	2934	22061	236506	8474	0	0	0	0	0	0	0	435	259	18617	51504	0	0	0	0	0	22952	-87	317	
551016																																																																																																																																																													8897	0	42328	25097	226840	1377	0	0	0	0	0	0	0	3970	0	6642	69894	80095	13720	71810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131828	0	0	137758	0	0	0	0	0	0	0	0	0	3929	4968	0	0	1413	40667	248	0	-224	1269	23873	179	0	0	0	0	0	0	0	0	0	79668	58090	0	0	0	0	0	14137	0	31	
551070																																																																																																																																																													48731	0	0	191995	978362	9507	0	0	0	0	0	0	0	400	100142	44515	278562	209664	68110	481429	2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	705661	0	0	638170	0	0	0	940	940	0	0	0	940	42922	5809	0	0	0	0	0	0	-30628	1585	179526	32388	9124	0	0	2201	0	0	0	0	56707	177268	404195	0	0	0	0	0	106772	4325	8	
552059																																																																																																																																																													6109	0	0	33779	159197	2047	0	0	0	0	0	0	0	50	3156	6018	35194	23918	7051	95519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	118614	0	0	112603	229	2863	2863	188	188	0	0	0	188	4594	1515	0	0	0	0	0	0	595	1359	31109	716	0	0	0	0	0	0	0	0	933	23202	88468	0	0	0	0	0	7982	0	65	
552161																																																																																																																																																													65144	0	16902	8123	645773	4218	0	0	0	0	0	0	0	1796	44647	57587	43066	61377	42160	484118	0	1785	0	18558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063	0	536470	0	0	512718	0	0	0	0	0	0	0	0	0	57338	7806	0	0	0	16902	0	0	-9	0	8132	0	0	0	0	0	0	0	0	0	9383	61377	441958	0	0	0	0	0	46671	3852	249	
552545																																																																																																																																																													4071	0	2370	171438	284884	1123	0	0	0	0	735	0	0	0	19079	25841	106137	28028	19452	116231	0	0	12469	32350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	166709	0	0	78576	401	5013	5013	410	410	0	0	0	410	2917	1154	0	0	0	0	288	2082	9767	16230	94052	21483	29906	0	0	0	0	0	0	6610	1114	6061	64791	0	0	735	0	0	21313	3	84	
552657																																																																																																																																																													2986	0	459	15172	38807	156	0	0	0	0	0	0	0	65	14	3291	21810	2444	1003	11616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17207	0	0	13647	0	0	0	0	0	0	0	0	0	635	2351	0	0	0	459	0	0	-198	2620	12577	173	0	0	0	0	0	0	0	0	763	2271	10613	0	0	0	0	0	1039	0	36	
552732																																																																																																																																																													3285	0	16616	76388	291623	1531	0	0	0	0	0	1662	0	604	28735	35137	58504	45810	8755	156835	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206458	0	0	183304	0	0	0	335	335	0	0	0	335	880	2405	0	-2653	0	8011	5951	5307	-610	34257	41077	1664	0	0	0	0	485	0	0	0	2821	37710	142773	0	0	0	0	0	13076	131	0	
552956																																																																																																																																																													8462	0	25674	8500	72813	631	0	0	0	0	0	0	0	0	925	9486	21515	19100	841	23342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	37901	0	0	29967	0	0	0	398	398	0	0	0	398	0	8462	0	0	987	13053	11634	0	1	8499	0	0	0	0	0	0	0	0	0	0	0	7466	22501	0	0	0	0	0	841	0	0	
552974																																																																																																																																																													29319	0	0	39576	262203	2893	0	262	0	0	0	0	0	0	112	36367	36534	41136	10966	150768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	178315	0	0	184203	0	0	0	220	220	0	0	0	220	22559	6760	0	0	0	0	0	0	291	13808	25477	0	0	0	0	0	0	0	0	0	3265	41136	139802	0	0	0	0	0	11998	0	0	
553038																																																																																																																																																													15466	0	7952	8558	131782	1837	0	0	0	0	0	0	0	0	0	15761	20358	30177	6331	65502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772	84432	0	0	85746	0	0	0	1082	1082	0	0	1082	0	10553	4913	0	0	2552	3363	2037	0	153	2656	4184	1565	0	0	0	0	0	0	0	0	0	26575	59171	0	0	0	0	0	8115	1668	0	
553926																																																																																																																																																													1897	0	0	58190	118288	684	0	0	0	0	0	0	0	0	3354	4761	52274	23150	3045	36575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60293	0	0	52957	0	0	0	11	11	0	0	0	11	1795	102	0	0	0	0	0	0	654	925	50968	4936	707	0	0	0	0	0	0	1969	2	18163	32823	0	0	0	0	0	5377	1558	72	
