"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
602150																																																																																																																																																																																																	13899	0	0	0	54023	106347	0	220	0	16641	104213	0	0	0	0	15085	0	0	0	1304	0	0	220	220	2988	63545	4092	9892	33696	0	0	0.1438	0.3072	0.3027	0.0000	0.0000	0.0000	14865	220	914	0	0	0	0	0	0	0	0	
602356																																																																																																																																																																																																	18267	0	0	0	24347	179212	0	2525	0	18589	170703	0	0	0	0	18098	141829	0	300	39	0	0	1317	1317	24627	46175	26401	19079	82671	42920	1121	0.0991	0.1740	0.1614	0.0000	0.0000	0.0000	16781	1317	435	53	0	0	0	0	0	0	0	
602543																																																																																																																																																																																																	10774	0	0	3565	52145	177458	0	1045	0	21586	178704	0	0	0	0	17363	0	0	0	2118	0	0	1045	1045	2640	28838	59077	5555	82680	0	0	0.0931	0.1451	0.1364	0.0000	0.0000	0.0000	16318	1045	1892	0	0	0	0	0	0	0	0	
602842																																																																																																																																																																																																	7773	0	0	667	0	13554	0	8	0	1133	12818	0	0	0	0	1141	0	0	0	0	0	0	8	8	130	7848	462	970	5122	0	0	0.0884	0.1647	0.1635	0.0000	0.0000	0.0000	1133	8	0	0	0	0	0	0	0	0	0	
603232																																																																																																																																																																																																	3976	0	0	53880	0	81748	0	476	0	15806	81994	2	0	0	0	16246	0	0	0	0	0	0	440	440	974	49303	13243	932	18704	0	0	0.1928	0.4622	0.4497	0.0000	0.0000	0.0000	15806	440	0	0	0	0	0	0	0	0	0	
603540																																																																																																																																																																																																	4592	0	0	0	7100	70029	0	751	0	9082	70676	0	0	0	0	9551	0	0	0	0	0	0	629	629	852	9816	27114	2007	32838	0	0	0.1262	0.1903	0.1777	0.0000	0.0000	0.0000	8922	629	160	0	0	0	0	0	0	0	0	
603559																																																																																																																																																																																																	2523	0	0	0	9631	32360	0	302	0	3266	32979	0	0	0	0	3278	0	0	30	30	0	0	251	251	2968	9344	3828	1641	16272	0	0	0.0918	0.1636	0.1511	0.0000	0.0000	0.0000	3027	251	234	0	0	0	0	0	0	0	0	
603755																																																																																																																																																																																																	1110	0	0	0	15913	37522	0	248	0	4041	36939	35	0	0	0	3996	0	0	0	0	0	0	248	248	2090	10945	11585	1987	12857	0	0	0.1015	0.1917	0.1798	0.0000	0.0000	0.0000	3748	248	293	0	0	0	0	0	0	0	0	
604024																																																																																																																																																																																																	62089	0	0	0	66025	324792	0	3149	0	27399	319922	0	0	0	0	28239	0	0	0	22616	0	0	2439	2439	60644	69107	52389	11908	143380	3651	0	0.0806	0.1453	0.1327	0.0000	0.0000	0.0000	25800	2439	1599	0	0	0	0	0	0	0	0	
604033																																																																																																																																																																																																	2771	0	0	2656	5585	21614	0	65	0	2132	19455	0	0	0	0	2164	0	0	0	0	0	0	65	65	6	7045	3136	421	11454	0	0	0.107890	0.149955	0.145451	0.000000	0.000000	0.000000	2099	65	-25	0	0	0	0	0	0	0	0	
604547																																																																																																																																																																																																	3575	0	0	600	31066	103635	0	864	0	14455	100358	0	0	0	0	13635	0	0	0	9366	0	0	864	864	7640	23385	10190	2970	61546	0	0	0.1281	0.1778	0.1665	0.0000	0.0000	0.0000	12771	864	1023	0	0	0	0	0	0	0	0	
604556																																																																																																																																																																																																	20626	0	0	1298	39972	186970	0	3524	0	20426	182436	0	0	0	0	21321	0	0	141	7958	0	0	1441	1441	25793	37067	46908	17031	79847	0	0	0.108977	0.188371	0.175640	0.000000	0.000000	0.000000	19880	1441	533	0	0	0	0	0	0	0	0	
604640																																																																																																																																																																																																	678	0	0	0	20201	48568	0	510	0	4379	46970	0	0	0	0	4395	0	0	0	2259	0	0	352	352	7552	13657	6730	3138	20803	0	0	0.0861	0.1571	0.1445	0.0000	0.0000	0.0000	4043	352	336	0	0	0	0	0	0	0	0	
605610																																																																																																																																																																																																	3616	0	0	0	58561	187288	0	1997	0	19429	187107	0	0	0	1931	19749	0	0	0	3160	0	0	1174	1174	24514	39270	77993	4199	46131	0	0	0.099275	0.212204	0.199590	0.000000	0.000000	0.000000	18575	1174	853	0	0	0	0	0	0	0	0	
605656																																																																																																																																																																																																	17969	0	0	0	20188	237208	0	4299	0	21865	240065	0	0	0	0	24174	0	0	0	4139	0	3200	2245	5445	18234	17132	62003	35892	143129	146	2495	0.0788	0.1361	0.1055	0	0	0	18729	5445	627	0	0	0	0	0	0	0	0	
606046	500126	0	0	0	2472655	13198983	227	199686	0	1398172	13116999	0	0	0	0	1215838	1153749	0	21451	2100284	-26501	0	123674	123901	530073	2137982	2179181	930008	8193553	100687	0	0.085139	0.123849	0.111228	0.000000	0.000000	0.000000	1091937	123901	41097	60474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60474	0	76782	9817099	12825360	0	0	0	0	0	9061139	0	0	0	137831	137831	0	0	0	137831	0	0	288723	2916	0	0	0	0	0	140085	360041	0	0	0	0	0	0	66288	373428	1758361	274252	326	0	0	0	0	100687	0	0	0	1898607	7162532	0	0	0	0	0	1264062	291592	16560	19580	6322	158194	10726	0	0	0	10726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4347	4347	0	0	0	4347	0	0	0	0	0	0	1050142	1050142	0	0	0	0	0	60474	1580215	2137982	2239655	8346457	0	427596	1119828	8346457	9893881	0	0	0	1094853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500126			0	2472655	13198983																																											
606073																																																																																																																																																																																																	14168	0	0	0	5620	88519	0	1858	0	6924	88290	0	0	0	0	7434	0	0	0	3033	0	0	633	633	882	16073	54857	3822	18449	0	0	0.0770	0.1505	0.1377	0.0000	0.0000	0.0000	6801	633	123	0	0	0	0	0	0	0	0	
606653																																																																																																																																																																																																	24302	0	0	0	60031	438070	0	5203	0	51031	432973	0	0	0	0	53444	0	0	2045	25346	0	0	4612	4612	36417	49121	20974	12086	334328	0	0	0.1133	0.1451	0.1326	0.0000	0.0000	0.0000	48832	4612	375	0	0	0	0	0	0	0	0	
607146																																																																																																																																																																																																	19229	0	0	8137	55420	174544	0	2240	0	20667	163524	0	0	0	0	22042	0	0	1002	0	0	0	1653	1653	185	33262	35911	3450	107132	0	0	0.124685	0.167424	0.154868	0	0	0	20389	1653	278	0	0	0	0	0	0	0	0	
607333																																																																																																																																																																																																	12422	0	0	0	1379	196393	0	2270	0	22157	212931	0	0	0	0	23742	0	0	371	8934	0	0	1879	1879	5750	9531	79738	17336	103350	3557	0	0.102818	0.158349	0.145817	0.000000	0.000000	0.000000	21863	1879	0	1096	0	0	0	0	0	0	0	
608358																																																																																																																																																																																																	864	0	0	0	2248	44649	0	663	0	5676	44886	0	0	0	0	6179	0	0	0	1603	0	0	520	520	242	4030	2195	2835	38816	0	0	0.126075	0.148985	0.136447	0	0	0	5659	520	17	0	0	0	0	0	0	0	0	
608367																																																																																																																																																																																																	6400	0	0	0	3696	42806	0	322	0	6783	43067	0	0	0	0	7046	0	0	0	0	0	0	320	320	4169	6754	15808	887	16310	0	0	0.1562	0.2750	0.2625	0.0000	0.0000	0.0000	6726	320	57	0	0	0	0	0	0	0	0	
608451																																																																																																																																																																																																	7379	0	0	100	12742	54414	0	500	0	6003	53971	0	0	0	0	5962	0	0	0	0	0	0	369	369	4973	20031	7922	7714	21580	0	0	0.1036	0.2027	0.1901	0.0000	0.0000	0.0000	5593	369	410	0	0	0	0	0	0	0	0	
608844																																																																																																																																																																																																	20945	0	0	0	39527	201461	0	2064	0	19683	200007	0	0	0	0	19396	0	0	883	9712	0	0	1620	1620	21336	38083	51188	15287	91010	0	0	0.089480	0.150175	0.137632	0.000000	0.000000	0.000000	17776	1620	559	0	0	0	0	0	0	0	0	
609010																																																																																																																																																																																																	23871	0	0	8037	3279	215916	0	2045	0	20882	214431	0	0	0	0	22921	0	0	1244	9942	-3	0	2036	2036	24296	10906	56559	7460	126200	0	0	0.0974	0.1408	0.1283	0.0000	0.0000	0.0000	20885	2036	0	0	0	0	0	0	0	0	0	
609373																																																																																																																																																																																																	3488	0	0	0	0	107457	0	836	0	10229	108332	0	0	0	0	11065	0	0	0	7056	0	0	836	836	737	5567	53148	4389	48841	0	0	0.0944	0.1382	0.1278	0.0000	0.0000	0.0000	10229	836	0	0	0	0	0	0	0	0	0	
609467																																																																																																																																																																																																	28624	0	0	0	3905	130484	0	2960	0	16013	133299	0	0	0	0	17273	0	0	0	335	0	0	1261	1261	804	31768	13241	2542	87630	0	0	0.1201	0.1741	0.1614	0.0000	0.0000	0.0000	16012	1261	1	0	0	0	0	0	0	0	0	
609609																																																																																																																																																																																																	39121	0	0	0	62630	367955	0	6319	0	43689	367894	0	0	0	0	43964	0	0	0	1663	0	0	3089	3089	39985	97281	15664	18594	218053	0	2023	0.1118	0.1803	0.1676	0.0000	0.0000	0.0000	40875	3089	586	0	0	0	0	0	0	0	0	
609645																																																																																																																																																																																																	664	0	0	798	8614	20984	0	120	0	1896	21649	0	0	0	0	1944	0	0	0	0	0	0	120	120	193	9647	1681	483	9507	0	0	0.084253	0.158345	0.148570	0	0	0	1824	120	72	0	0	0	0	0	0	0	0	
609832																																																																																																																																																																																																	2982	0	0	0	55770	180593	0	1231	0	20568	180410	0	0	0	0	16976	0	0	0	0	0	0	1231	1231	15592	42364	33009	9190	85703	145	0	0.0894	0.1529	0.1418	0.0000	0.0000	0.0000	15745	1231	520	0	0	0	0	0	0	0	0	
610128																																																																																																																																																																																																	110934	0	0	40	99871	536420	0	5872	0	76464	531072	0	0	0	0	75854	0	0	1476	7242	1046	0	4256	4256	98493	72015	103334	33778	261394	0	0	0.135509	0.223851	0.211291	0.000000	0.000000	0.000000	71598	4256	2158	0	0	0	0	0	0	0	0	
610164																																																																																																																																																																																																	144106	0	0	0	95396	603422	0	4900	0	57447	579589	0	0	0	0	58657	124	0	0	7085	-1464	0	4306	4306	153398	111512	40602	26152	297736	455	0	0.094062	0.170571	0.158049	0.000000	0.000000	0.000000	54351	4306	4420	0	0	0	0	0	0	0	0	
610539																																																																																																																																																																																																	3574	0	0	0	17871	43565	0	279	0	4403	42185	0	0	0	0	4443	0	0	0	102	0	0	279	279	6629	10758	9134	1030	17084	0	0	0.0987	0.1863	0.1746	0	0	0	4164	279	239	0	5000	0	0	0	0	0	0	
610557																																																																																																																																																																																																	9730	0	0	0	30758	112066	0	1137	0	13157	110366	0	0	0	0	13614	0	0	924	4512	0	0	842	842	8886	36004	21101	3863	46587	1605	0	0.1157	0.2030	0.1904	0	0	0	12772	842	385	0	0	0	0	0	0	0	0	
610913																																																																																																																																																																																																	20309	0	0	0	74807	222350	0	1462	0	20125	222072	0	0	0	0	20948	0	0	0	0	0	0	1456	1456	16091	79571	54572	4923	72736	0	0	0.0879	0.1798	0.1673	0.0000	0.0000	0.0000	19492	1456	404	0	0	0	0	0	0	0	0	
611031																																																																																																																																																																																																	34934	0	0	0	7831	139814	0	1666	0	11924	140854	0	0	0	0	12709	0	0	0	0	0	0	1085	1085	30018	10962	31228	14013	68855	0	0	0.082525	0.147429	0.134843	0	0	0	11624	1085	300	0	0	0	0	0	0	0	0	
611246																																																																																																																																																																																																	1577	0	0	0	27287	49597	0	173	0	6705	48986	0	0	0	0	4729	0	0	25	850	0	0	173	173	3580	23509	3111	1503	17074	0	0	0.0961	0.1975	0.1903	0.0000	0.0000	0.0000	4556	173	549	0	0	0	0	0	0	0	0	
611451																																																																																																																																																																																																	29747	0	0	0	95778	325043	0	3924	0	38173	321939	0	0	2755	0	38474	4164	0	0	3688	0	0	2605	2605	15593	107085	44831	6106	158417	939	0	0.111806	0.185847	0.173263	0.000000	0.000000	0.000000	35869	2605	1181	77	0	0	0	0	0	0	0	
612159																																																																																																																																																																																																	4605	0	0	0	18161	56540	0	629	0	5963	57504	0	0	0	0	6166	0	0	0	614	0	0	394	394	159	28243	5413	596	23171	0	0	0.100390	0.195133	0.182664	0	0	0	5772	394	183	0	0	0	0	0	0	0	0	
612364																																																																																																																																																																																																	266111	0	0	0	3770	278429	0	0	0	266207	281371	0	0	0	0	266029	0	0	0	0	0	0	0	0	266029	5693	0	6403	6403	0	0	0.945474	35.273005	35.273005	0.000000	0.000000	0.000000	266029	0	178	0	0	0	0	0	0	0	0	
612551																																																																																																																																																																																																	4452	0	0	828	33181	150279	0	3022	0	14142	155270	0	0	0	0	14393	0	0	656	6912	0	0	1334	1334	15787	24639	27566	15465	83933	0	587	0.084424	0.137416	0.124680	0	0	0	13059	1334	496	0	0	0	0	0	0	0	0	
613008																																																																																																																																																																																																	234173	0	0	220552	293073	4904757	0	47278	0	505915	4771507	0	0	0	32846	454517	43274	29778	1049	76275	-5115	30000	46913	76913	310814	466756	894115	240842	3137795	22156	0	0.0813	0.1211	0.1006	0.0000	0.0000	0.0000	377604	76913	6532	34629	606934	385476	0	0	0	0	0	
613156																																																																																																																																																																																																	10385	0	0	495	80677	297778	0	3571	0	27426	294955	0	0	0	0	27621	0	0	2195	7975	0	0	2460	2460	76358	23192	23222	21685	175565	1620	0	0.0856	0.1413	0.1287	0	0	0	25161	2460	1196	0	0	0	0	0	0	0	0	
613334																																																																																																																																																																																																	3263	0	0	926	5267	42067	0	268	0	4530	41717	0	0	0	0	3073	0	0	0	1612	0	0	268	268	10283	939	2554	1064	26834	0	0	0.080213	0.105583	0.111424	0	0	0	3243	268	0	0	0	0	0	0	0	0	0	
613343																																																																																																																																																																																																	28980	0	0	0	150622	681417	0	4827	467	60230	682011	0	0	0	0	55342	0	0	0	14215	0	0	4827	4827	55307	128486	70799	32894	420429	0	0	0.0748	0.1114	0.1017	0	0	0	50515	4827	2927	0	0	0	0	0	0	0	0	
613400																																																																																																																																																																																																	21031	0	0	0	570348	1650294	0	9787	0	160591	1663936	0	0	0	0	160886	0	0	0	67852	0	0	9787	9787	49030	483716	333485	88638	773812	2923	0	0.090817	0.150112	0.140981	0	0	0	151099	9787	9327	0	0	0	0	0	0	0	0	
613558																																																																																																																																																																																																	45913	0	0	0	40660	883024	0	8491	0	74255	900678	0	0	0	0	82633	0	0	1012	0	0	0	8609	8609	50617	46133	150749	65097	643785	1756	0	0.082187	0.112115	0.100434	0.000000	0.000000	0.000000	74024	8609	231	0	0	0	0	0	0	0	0	
613754																																																																																																																																																																																																	929	0	0	0	7503	41154	0	302	0	3876	41510	1065	0	0	0	4141	0	0	0	0	0	0	302	302	966	7710	10256	1442	22462	0	0	0.0925	0.1411	0.1308	0.0000	0.0000	0.0000	3839	302	37	0	0	0	0	0	0	0	0	
613839																																																																																																																																																																																																	10488	0	0	0	63017	220177	0	3241	0	20111	220624	0	0	0	0	19679	0	0	0	8064	0	0	1787	1787	7350	59508	54547	13663	99735	0	715	0.081361	0.139085	0.126455	0.000000	0.000000	0.000000	17892	1787	1504	0	0	0	0	0	0	0	0	
613950																																																																																																																																																																																																	208289	0	0	0	576884	1018632	0	3749	0	89055	959787	0	0	0	524	74574	0	0	853	2952	0	0	3539	3539	576582	208127	51808	37332	167844	9026	0	0.074011	0.263004	0.250523	0.000000	0.000000	0.000000	71035	3539	18020	0	0	0	0	0	0	0	0	
614256																																																																																																																																																																																																	1123	0	0	1457	42173	68636	0	435	0	7937	69801	0	0	0	0	6852	0	0	0	791	0	0	374	374	10028	34354	4310	3193	18867	0	0	0.0930	0.2285	0.2161	0.0000	0.0000	0.0000	6478	374	1293	0	0	0	0	0	0	0	0	
614313																																																																																																																																																																																																	13494	0	0	0	104592	619046	0	6235	0	67559	618104	0	0	0	0	53300	0	0	5522	0	0	0	5630	5630	26606	95848	106643	31972	375190	10590	0	0.079520	0.118487	0.105971	0	0	0	47670	5630	1259	0	0	0	0	0	0	0	0	
614340																																																																																																																																																																																																	5899	0	0	0	68306	215310	0	3498	0	18962	214288	0	0	0	0	18271	0	0	0	388	0	0	1507	1507	6154	67708	70296	13760	71712	0	730	0.0785	0.1540	0.1413	0.0000	0.0000	0.0000	16764	1507	1441	0	0	0	0	0	0	0	0	
614368																																																																																																																																																																																																	16907	0	0	0	29838	197727	0	1877	0	18132	195598	0	0	0	0	19922	0	0	0	3908	39	0	1812	1812	19301	36260	17758	12252	126311	0	0	0.092588	0.137294	0.124806	0.000000	0.000000	0.000000	18110	1812	-17	0	0	0	0	0	0	0	0	
614751																																																																																																																																																																																																	5375	0	0	0	38093	114309	0	1944	0	11968	115494	0	0	0	0	12183	0	0	242	2370	0	0	952	952	2951	40923	10355	6732	61287	0	0	0.097243	0.162019	0.149358	0.000000	0.000000	0.000000	11231	952	737	0	0	0	0	0	0	0	0	
614948																																																																																																																																																																																																	3498	0	0	0	67932	158737	0	808	0	19222	153570	344	0	0	0	19800	0	0	0	2830	0	0	859	859	10003	73229	17974	5676	56770	92	0	0.1233	0.2439	0.2333	0.0000	0.0000	0.0000	18941	859	276	0	0	0	0	0	0	0	0	
615217																																																																																																																																																																																																	39425	0	0	101278	758	490829	0	7492	0	64016	480891	46	0	0	0	68014	0	0	1951	0	0	0	4340	4340	94742	48615	45839	12365	309125	0	0	0.1324	0.1977	0.1851	0.0000	0.0000	0.0000	63674	4340	342	0	0	0	0	0	0	0	0	
615253																																																																																																																																																																																																	15358	0	0	762	47058	119032	0	1062	0	18305	119669	0	0	0	0	18107	0	0	0	1063	0	0	831	831	12194	50826	0	2304	55359	0	0	0.1444	0.2735	0.2610	0	0	0	17276	831	1029	0	0	0	0	0	0	0	0	
615459																																																																																																																																																																																																	41524	0	0	0	61087	435698	0	3265	0	31751	427242	0	0	0	0	34109	1	0	0	17707	0	0	3266	3266	91730	20660	51008	14068	274657	0	0	0.0722	0.1062	0.0960	0.0000	0.0000	0.0000	30843	3266	908	0	0	0	0	0	0	0	0	
615851																																																																																																																																																																																																	3007	0	0	0	26001	122500	0	1978	0	18791	123822	0	0	0	0	19576	0	0	0	0	0	0	1398	1398	0	15788	0	5247	107671	0	0	0.1468	0.1541	0.1431	0.0000	0.0000	0.0000	18178	1398	613	0	0	0	0	0	0	0	0	
615954																																																																																																																																																																																																	21731	0	0	10271	0	198871	0	3075	0	20292	198830	0	0	0	0	22275	0	0	2078	3827	0	0	1983	1983	20584	6108	42357	8155	132897	0	0	0.1021	0.1414	0.1288	0.0000	0.0000	0.0000	20292	1983	0	0	0	0	0	0	0	0	0	
616036																																																																																																																																																																																																	86533	0	0	0	43611	395937	0	8478	0	46109	397507	0	0	0	0	48221	0	0	0	8332	0	0	3300	3300	48743	84426	56437	18613	213411	627	0	0.113229	0.186529	0.173764	0.000000	0.000000	0.000000	44921	3300	409	38	0	0	0	0	0	0	0	
616148																																																																																																																																																																																																	11977	0	0	0	11126	123597	0	1498	0	10172	123088	0	0	0	0	11225	0	0	0	3706	0	0	1224	1224	8716	13806	20241	5510	82056	515	0	0.0813	0.1149	0.1024	0.0000	0.0000	0.0000	10001	1224	171	0	0	0	0	0	0	0	0	
616410																																																																																																																																																																																																	42252	0	0	1267	84701	544383	0	10195	0	36465	556413	0	0	0	0	41481	0	0	0	32459	0	0	5288	5288	42092	90127	95277	37227	339579	104	0	0.0650	0.0992	0.0866	0.0000	0.0000	0.0000	36193	5288	270	0	0	0	0	0	0	0	0	
616540																																																																																																																																																																																																	1905	0	0	14	35540	96777	0	582	0	8363	96906	0	0	0	0	8225	0	0	0	663	0	0	582	582	9428	17394	26486	4031	43298	0	0	0.078959	0.136284	0.126640	0	0	0	7643	582	611	0	0	0	0	0	0	0	0	
616849																																																																																																																																																																																																	899	0	0	22522	454	40879	0	125	0	8045	40174	0	0	0	0	8147	0	0	0	0	0	0	125	125	196	14010	14379	965	12396	0	0	0.199681	0.363900	0.358317	0	0	0	8022	125	23	0	0	0	0	0	0	0	0	
617024																																																																																																																																																																																																	64007	0	0	0	287191	1698131	115	27750	0	186148	1711886	0	0	0	0	192516	0	0	311	27574	-3333	0	16871	16986	35603	243801	295382	101465	1135771	6894	7689	0.1032	0.1438	0.1311	0.0000	0.0000	0.0000	175530	16986	2280	0	0	0	0	0	0	0	0	
617051																																																																																																																																																																																																	3975	0	0	0	10193	87824	0	920	0	11099	87986	0	0	0	0	7745	0	0	0	3330	0	0	805	805	1158	20734	8241	5528	54452	0	0	0.0827	0.1108	0.0993	0.0000	0.0000	0.0000	6940	805	59	0	0	0	0	0	0	0	0	
617145																																																																																																																																																																																																	2846	0	0	0	20440	105836	0	1390	0	13660	104935	0	0	0	0	13652	0	0	0	3387	0	0	939	939	665	18742	30954	5850	55917	0	0	0.121151	0.178385	0.166116	0	0	0	12713	939	947	0	0	0	0	0	0	0	0	
617275																																																																																																																																																																																																	18625	0	0	0	369	49202	0	955	0	5850	49924	0	0	0	0	6208	0	0	177	1374	0	0	366	366	18123	613	6103	7405	25304	0	0	0.1170	0.2166	0.2038	0.0000	0.0000	0.0000	5842	366	8	0	0	0	0	0	0	0	0	
617341																																																																																																																																																																																																	3702	0	0	0	13396	40853	0	346	0	3136	40616	0	0	0	0	3224	0	0	0	0	0	0	346	346	1226	12372	4512	1714	22679	0	0	0.0709	0.1176	0.1050	0.0000	0.0000	0.0000	2878	346	258	0	0	0	0	0	0	0	0	
617538																																																																																																																																																																																																	9471	0	0	0	9499	34560	0	197	0	2904	33440	0	0	0	0	2943	0	0	0	823	0	0	147	147	18876	120	8704	231	6949	0	0	0.0836	0.2518	0.2392	0.0000	0.0000	0.0000	2796	147	108	0	0	0	0	0	0	0	0	
617743																																																																																																																																																																																																	5372	0	0	0	41226	192948	0	1868	0	22671	187297	0	0	0	0	18810	0	0	0	2298	0	0	1868	1868	4211	31970	22834	4879	130004	0	0	0.0926	0.1251	0.1127	0.0000	0.0000	0.0000	16942	1868	1304	0	0	0	0	0	0	0	0	
618544																																																																																																																																																																																																	6413	0	0	0	22891	127315	0	1085	0	13097	126404	0	0	0	0	13650	0	0	0	810	0	0	1085	1085	2875	15982	34106	0	74746	541	0	0.099403	0.126780	0.116702	0.000000	0.000000	0.000000	12565	1085	308	0	0	0	0	0	0	0	0	
618647																																																																																																																																																																																																	959	0	0	0	17717	36574	0	358	0	3963	36151	0	0	0	0	3468	0	0	0	110	0	0	248	248	234	15183	7929	1889	12804	0	0	0.0891	0.1756	0.1630	0.0000	0.0000	0.0000	3220	248	743	0	0	0	0	0	0	0	0	
618740																																																																																																																																																																																																	11715	0	0	0	29889	235622	0	2699	0	23977	245017	0	0	0	0	24679	0	0	993	7266	0	0	2319	2319	14847	23913	44076	14080	153868	1142	0	0.091288	0.133276	0.120753	0.000000	0.000000	0.000000	22360	2319	1538	0	0	0	0	0	0	0	0	
618807																																																																																																																																																																																																	39695	0	0	461612	279263	2927767	0	19111	0	281961	2839303	0	0	0	0	290027	0	0	15530	280857	-2584	0	19111	19111	63504	727430	749746	99995	1390143	107002	0	0.0957	0.1407	0.1314	0.0000	0.0000	0.0000	270916	19111	4313	0	1903	0	0	0	0	0	0	
619327																																																																																																																																																																																																	5802	0	0	0	186712	439366	0	8025	0	38786	451279	0	0	0	0	38340	0	0	612	6242	0	0	3158	3158	74029	113817	55294	19226	198788	0	0	0.0780	0.1547	0.1420	0.0000	0.0000	0.0000	35182	3158	3604	0	0	0	0	0	0	0	0	
619457																																																																																																																																																																																																	7568	0	0	0	4204	59174	0	590	0	5357	56883	0	0	0	0	5872	0	0	279	0	0	0	530	530	6497	8876	7749	4105	36617	0	0	0.093912	0.138664	0.126148	0.000000	0.000000	0.000000	5342	530	15	0	0	0	0	0	0	0	0	
619701																																																																																																																																																																																																	9124	0	0	5701	198633	1020293	0	7124	0	81521	1012727	0	0	0	0	74567	0	0	885	32777	0	0	7124	7124	20367	221218	348934	39338	421757	787	0	0.0674	0.1119	0.1012	0.0000	0.0000	0.0000	67443	7124	770	0	0	0	0	0	0	0	0	
619859																																																																																																																																																																																																	25498	0	0	0	31695	221005	0	3727	0	18420	223517	0	0	0	0	19884	0	0	0	96	0	0	1650	1650	24	71750	70514	0	82258	55	0	0.081578	0.153052	0.140351	0.000000	0.000000	0.000000	18234	1650	186	0	0	0	0	0	0	0	0	
620015																																																																																																																																																																																																	16096	0	0	0	45879	116839	0	504	0	16300	116998	0	0	0	0	16269	0	0	0	0	0	0	504	504	10574	46481	29511	4394	29967	0	0	0.1347	0.3003	0.2910	0.0000	0.0000	0.0000	15765	504	535	0	0	0	0	0	0	0	0	
620752																																																																																																																																																																																																	1207	0	0	0	1005	25055	0	634	0	2974	25841	0	0	0	0	3107	0	0	0	0	0	0	236	236	929	5676	3376	5313	15694	0	85	0.111469	0.169319	0.156458	0	0	0	2871	236	18	0	0	0	0	0	0	0	0	
