"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
544652																																																																																																																																																																																																20371	0	63205	26791	425790	0	5427	0	35841	0	0	0	0	39788	0	0	0	0	0	0	4212	4212	12035	87833	64723	10659	266360	1901	0	0.086212	0.122085	0.109161	0	0	0	35576	4212	128	0	0	0	0	0	0	0	0	0	0	0	
544951																																																																																																																																																																																																4796	0	0	7596	41338	0	493	0	3736	0	0	0	0	4091	0	0	0	0	0	0	323	323	1771	11645	8525	3067	19890	0	0	0.0910	0.1553	0.1430	0.0000	0.0000	0.0000	3768	323	-150	0	0	0	0	0	0	0	0	0	0	0	
545042																																																																																																																																																																																																56812	0	0	92407	392064	0	9130	0	25003	0	0	0	0	29646	0	0	674	9422	0	0	3032	3032	87034	65111	54474	25291	197273	0	0	0.0649	0.1254	0.1125	0.0000	0.0000	0.0000	26614	3032	-1673	0	0	0	0	0	0	0	0	0	0	0	
545154																																																																																																																																																																																																	0	86	12832	96547	0	673	0	9721	0	0	0	0	9021	0	0	0	0	0	0	673	673	6726	16769	8915	4066	63549	0	0	0.088156	0.125884	0.116493	0	0	0	8348	673	-215	0	0	0	0	0	0	0	0	0	0	0	
545604																																																																																																																																																																																																13260	0	8925	78492	322572	0	2006	0	36727	0	0	0	0	36892	0	0	70	12173	8	0	2062	2062	19874	94339	111702	17168	97794	0	3442	0.1091	0.2063	0.1947	0.0000	0.0000	0.0000	34830	2062	-1567	0	0	0	0	0	0	0	0	0	0	0	
545846																																																																																																																																																																																																17250	0	0	32138	297664	0	4968	0	28697	0	0	0	0	30308	0	0	1282	0	0	0	2615	2615	32702	19684	89173	30543	160069	1	0	0.0912	0.1465	0.1339	0.0000	0.0000	0.0000	27693	2615	-661	0	0	0	0	0	0	0	0	0	0	0	
546003																																																																																																																																																																																																18808	0	10	215367	1225204	0	7182	4	121709	0	0	0	0	123453	0	0	135	138275	-485	0	7181	7181	21577	179939	516270	52091	508214	489	0	0.097225	0.141121	0.132912	0	0	0	116272	7181	-349	0	0	0	0	0	0	0	0	0	0	0	
546320																																																																																																																																																																																																2174	0	0	11989	52398	0	407	0	5456	0	0	0	0	5857	0	0	0	1441	0	0	407	407	1132	11155	13948	2035	26560	96	0	0.102805	0.161239	0.150034	0.000000	0.000000	0.000000	5450	407	6	0	0	0	0	0	0	0	0	0	0	0	
546384																																																																																																																																																																																																5716	0	0	7107	95537	0	666	0	12236	0	0	0	0	11841	0	0	0	8415	0	0	666	666	8706	4419	36346	5844	45640	0	1008	0.118284	0.171845	0.162180	0	0	0	11175	666	53	0	0	0	0	0	0	0	0	0	0	0	
546432																																																																																																																																																																																																8911	0	9036	37837	155021	0	1195	0	20560	0	0	0	0	22068	0	0	0	0	0	0	1195	1195	8614	34301	31230	8066	95564	0	0	0.135471	0.186816	0.176700	0.000000	0.000000	0.000000	20873	1195	-313	0	0	0	0	0	0	0	0	0	0	0	
546535																																																																																																																																																																																																25759	0	0	32203	184535	0	1752	0	19914	687	0	0	0	21707	0	0	0	437	0	0	1394	1394	55062	2865	36772	6270	92193	0	0	0.1122	0.1953	0.1828	0.0000	0.0000	0.0000	20313	1394	-399	0	0	0	0	0	0	0	0	0	0	0	
546544																																																																																																																																																																																																62056	0	2207	13408	654394	0	6187	0	59809	0	0	0	0	63741	0	0	0	31619	0	0	6187	6187	53664	46254	83183	29561	475119	14420	0	0.1141	0.0972	0.0878	0.0000	0.0000	0.0000	57554	6187	172	0	0	0	0	0	0	0	0	0	0	0	
546647																																																																																																																																																																																																26560	0	27837	0	83560	0	282	0	7108	0	0	0	0	7390	0	0	0	0	0	0	282	282	1868	52529	9311	825	20134	0	0	0.0821	0.2093	0.2014	0.0000	0.0000	0.0000	7108	282	0	0	0	0	0	0	0	0	0	0	0	0	
547251																																																																																																																																																																																																13768	0	5305	0	104381	0	1322	0	11114	0	0	0	0	12199	0	0	0	9770	0	0	1085	1085	12846	6806	17343	2175	68708	0	0	0.1038	0.1410	0.1284	0.0000	0.0000	0.0000	11114	1085	0	0	0	0	0	0	0	0	0	0	0	0	
547550																																																																																																																																																																																																9080	0	0	62522	120535	0	1002	0	12635	97	0	0	0	13889	0	0	0	910	0	0	710	710	20025	49278	13191	5190	39867	0	0	0.107914	0.245819	0.233253	0.000000	0.000000	0.000000	13179	710	-544	0	0	0	0	0	0	0	0	0	0	0	
547840																																																																																																																																																																																																104688	0	0	268269	1664812	0	20691	0	165670	0	0	0	0	186622	2373	0	177	178818	0	0	17362	17362	104116	260398	273165	101111	1121932	1022	0	0.1005	0.1347	0.1222	0.0000	0.0000	0.0000	169260	17362	-6515	0	86001	40077	0	0	0	0	0	0	0	0	
548052																																																																																																																																																																																																51347	0	0	37088	155161	0	1142	0	14355	0	0	0	0	15326	0	0	214	0	0	0	892	892	53260	32999	11030	6617	59093	0	0	0.0930	0.2157	0.2031	0.0000	0.0000	0.0000	14434	892	-79	0	0	0	0	0	0	0	0	0	0	0	
548203																																																																																																																																																																																																3876	0	11603	34097	359243	399	4281	0	38694	0	0	0	0	43519	0	0	143	28918	-1553	0	3165	3564	8543	38479	171142	11123	145338	0	0	0.111383	0.173460	0.159254	0	0	0	39955	3564	240	0	0	0	0	0	0	0	0	0	0	0	
548267																																																																																																																																																																																																6546	0	0	92713	263195	0	4486	0	32923	0	0	0	0	37488	0	0	735	7923	-1648	0	2241	2241	23786	69548	31310	21255	145361	0	0	0.131539	0.211783	0.199123	0.000000	0.000000	0.000000	35247	2241	-676	0	0	0	0	0	0	0	0	0	0	0	
548351																																																																																																																																																																																																163820	0	10151	149392	1439715	0	12490	0	167488	0	0	0	0	167737	2733	0	0	72840	0	0	12175	12175	186624	170216	365948	69656	717672	2733	0	0.1084	0.1723	0.1598	0.0000	0.0000	0.0000	155562	12175	-337	0	0	0	0	0	0	0	0	0	0	0	
548472																																																																																																																																																																																																3210	0	85	0	56968	0	269	0	6768	0	0	0	0	6770	0	0	0	0	267	0	269	269	3115	180	36548	203	15931	0	0	0.114117	0.197716	0.189860	0	0	0	6501	269	0	0	0	0	0	0	0	0	0	0	0	0	
548641																																																																																																																																																																																																5514	0	0	41052	105098	0	388	0	13063	0	0	0	0	11622	0	0	43	0	0	0	388	388	6584	32124	20095	6292	44538	0	0	0.108477	0.190422	0.184064	0.000000	0.000000	0.000000	11234	388	531	0	0	0	0	0	0	0	0	0	0	0	
548771																																																																																																																																																																																																8704	0	52180	15215	536569	0	3200	0	45205	0	0	0	0	46843	0	0	884	0	-524	0	3200	3200	19673	67346	190978	52046	262034	0	2230	0.081822	0.126234	0.117610	0.000000	0.000000	0.000000	43643	3200	-165	0	0	0	0	0	0	0	0	0	0	0	
548829																																																																																																																																																																																																2724	0	0	32860	86068	0	358	0	6175	0	0	0	0	7078	0	0	45	0	0	0	358	358	3183	34377	23543	6819	26373	0	140	0.0772	0.1571	0.1492	0.0000	0.0000	0.0000	6720	358	-693	0	0	0	0	0	0	0	0	0	0	0	
548856																																																																																																																																																																																																5155	0	272	72682	140580	0	1071	0	20140	0	0	0	0	25450	0	0	0	3851	0	0	1137	1137	1237	45245	19650	8441	79695	0	0	0.1707	0.2516	0.2404	0.0000	0.0000	0.0000	24313	1137	-4173	0	0	0	0	0	0	0	0	0	0	0	
549545																																																																																																																																																																																																19027	0	2637	14362	63836	0	400	0	6683	229	0	0	0	7437	0	0	0	2793	0	0	379	379	0	34014	14794	1262	16053	0	0	0.1149	0.2348	0.2228	0.0000	0.0000	0.0000	7058	379	-375	0	0	0	0	0	0	0	0	0	0	0	
549862																																																																																																																																																																																																9103	0	33277	75675	399275	0	4361	0	47241	0	0	0	0	52598	0	0	0	8371	0	0	3284	3284	16209	109978	88816	7435	191774	0	0	0.1251	0.2010	0.1885	0.0000	0.0000	0.0000	49314	3284	-2073	0	0	0	0	0	0	0	0	0	0	0	
550279																																																																																																																																																																																																28121	0	0	133051	551277	0	863	0	81576	0	0	0	0	85067	0	0	0	18834	0	0	863	863	42837	123503	271925	40090	117871	0	0	0.153011	0.295421	0.292424	0	0	0	84204	863	-2654	0	0	0	0	0	0	0	0	0	0	0	
550354																																																																																																																																																																																																11637	0	1500	40646	111949	0	1280	0	9992	221	0	0	0	12124	0	0	0	0	0	0	738	738	8563	51128	12324	3208	42605	0	0	0.101726	0.207404	0.194779	0	0	0	11386	738	-1394	0	0	0	0	0	0	0	0	0	0	0	
550448																																																																																																																																																																																																996	0	0	29683	67555	0	981	0	5754	0	0	0	0	7696	0	0	20	73	0	0	504	504	1648	29976	8338	3720	30087	0	0	0.1031	0.1933	0.1806	0.0000	0.0000	0.0000	7192	504	-1438	0	0	0	0	0	0	0	0	0	0	0	
550635																																																																																																																																																																																																65342	0	95585	110763	603987	0	1968	0	54065	0	0	0	0	53351	2	0	0	51677	4	0	1968	1968	155444	123008	84444	17577	240093	0	0	0.085452	0.159718	0.153826	0	0	0	51383	1968	-1368	2	0	0	0	0	0	0	0	0	0	0	
550653																																																																																																																																																																																																4601	0	0	2508	52565	0	592	0	5803	95	0	0	0	6394	0	0	0	385	0	0	591	591	241	8760	7254	992	36902	0	0	0.1147	0.1264	0.1147	0.0000	0.0000	0.0000	5803	591	0	0	0	0	0	0	0	0	0	0	0	0	
550756																																																																																																																																																																																																26705	0	14532	33271	580156	0	5607	0	66780	0	0	0	0	56884	3132	0	0	18118	0	0	5607	5607	17581	51385	58133	28670	443421	2942	0	0.0942	0.1147	0.1034	0.0000	0.0000	0.0000	51277	5607	149	0	0	0	0	0	0	0	0	0	0	0	
550952																																																																																																																																																																																																5308	0	0	250131	364034	0	1000	0	35711	0	0	0	0	38726	0	0	2653	2378	-302	0	1018	1018	46541	219189	26451	20275	74850	0	0	0.1027	0.2893	0.2817	0	0	0	37708	1018	-1695	0	0	0	0	0	0	0	0	0	0	0	
551016																																																																																																																																																																																																4501	0	47206	25535	225881	0	1350	0	19870	0	0	0	0	21820	0	0	0	0	0	0	1350	1350	6143	72482	81270	14157	68246	0	0	0.0901	0.1700	0.1595	0.0000	0.0000	0.0000	20470	1350	-600	0	0	0	0	0	0	0	0	0	0	0	
551070																																																																																																																																																																																																157268	0	0	208064	1075353	0	11929	0	205907	0	0	0	0	211923	0	0	0	71208	0	0	7880	7880	146350	364596	160208	64659	450953	3577	0	0.190511	0.338336	0.325755	0	0	0	204043	7880	-2461	0	0	0	0	0	0	0	0	0	0	0	
552059																																																																																																																																																																																																4182	0	0	39875	152431	0	1879	0	16644	0	0	0	0	17613	0	0	121	1866	0	0	1382	1382	3760	33743	27614	6768	88762	0	0	0.1053	0.1600	0.1474	0.0000	0.0000	0.0000	16231	1382	413	0	0	0	0	0	0	0	0	0	0	0	
552161																																																																																																																																																																																																97345	0	17898	10035	619709	0	4101	0	70763	0	0	0	0	71236	0	0	1612	12602	0	0	4176	4176	91932	45950	51544	42108	430681	0	0	0.1082	0.1515	0.1426	0.0000	0.0000	0.0000	67060	4176	-149	842	0	18558	0	0	0	0	0	0	0	0	
552545																																																																																																																																																																																																3654	0	2679	153934	286124	1	755	0	17893	0	0	0	565	23427	0	0	0	20523	0	0	755	756	42218	98626	37754	19903	116426	0	0	0.081698	0.136612	0.132203	0.000000	0.000000	0.000000	22671	756	-4783	968	2438	32481	0	0	0	0	0	0	0	0	
552657																																																																																																																																																																																																3294	0	458	12667	37015	0	141	0	1724	0	0	0	0	2664	0	0	65	0	0	0	141	141	3792	18964	2825	957	12374	0	0	0.065290	0.151536	0.143515	0.000000	0.000000	0.000000	2523	141	-799	0	0	0	0	0	0	0	0	0	0	0	
552732																																																																																																																																																																																																4307	0	16490	73958	290457	0	1916	0	24369	0	0	0	0	27398	780	0	233	16103	0	0	1920	1920	27998	58026	53584	9472	157212	314	0	0.0865	0.1342	0.1248	0.0000	0.0000	0.0000	25478	1920	-1257	0	0	0	0	0	0	0	0	0	0	0	
552956																																																																																																																																																																																																4798	0	24557	8499	67445	0	487	0	10005	0	0	0	0	10454	0	0	0	980	0	0	449	449	9484	17850	17593	789	23005	0	0	0.1455	0.2911	0.2786	0.0000	0.0000	0.0000	10005	449	0	0	0	0	0	0	0	0	0	0	0	0	
552974																																																																																																																																																																																																37455	0	0	41502	259956	0	2398	0	29340	186	0	0	0	31381	0	0	0	278	0	0	2064	2064	43068	41208	42803	11195	135252	0	0	0.112102	0.190404	0.177880	0.000000	0.000000	0.000000	29317	2064	23	0	0	0	0	0	0	0	0	0	0	0	
553038																																																																																																																																																																																																14588	0	9405	9396	128992	0	1624	0	14886	0	0	0	0	14077	0	0	0	0	0	0	935	935	16264	30621	27092	6004	54856	0	0	0.107745	0.189973	0.177355	0.000000	0.000000	0.000000	13142	935	76	0	0	0	0	0	0	0	0	0	0	0	
553926																																																																																																																																																																																																2472	0	0	55007	114462	0	1116	0	14278	0	0	0	0	14164	0	0	0	2610	0	0	732	732	5292	50832	22123	3141	36053	54	0	0.1176	0.2434	0.2308	0.0000	0.0000	0.0000	13432	732	-185	0	0	0	0	0	0	0	0	0	0	0	
553944																																																																																																																																																																																																9962	0	949	19545	172389	0	1901	0	27231	0	0	0	0	28757	0	0	0	4339	0	0	1442	1442	8149	17505	74937	4873	73771	0	0	0.1568	0.2459	0.2335	0.0000	0.0000	0.0000	27315	1442	-84	0	0	0	0	0	0	0	0	0	0	0	
554268																																																																																																																																																																																																	0	102855	0	123479	0	257	0	20791	0	0	0	0	21048	0	0	16	141	0	0	257	257	7609	60972	9618	1245	45538	0	0	0.170955	0.336123	0.332019	0	0	0	20791	257	0	0	0	0	0	0	0	0	0	0	0	0	
554343																																																																																																																																																																																																5681	0	0	63849	134551	0	2069	0	17810	0	0	0	0	18900	0	0	191	6209	0	0	1152	1152	1194	21908	57735	2700	55680	0	0	0.127296	0.207205	0.194575	0	0	0	17748	1152	62	0	0	0	0	0	0	0	0	0	0	0	
554473																																																																																																																																																																																																11829	0	445465	3764	1098105	0	3050	0	167614	0	0	0	0	170695	0	0	0	0	-567	0	3050	3050	29106	405868	539542	33553	126035	0	439	0.152729	0.357866	0.351472	0	0	0	167645	3050	97	0	0	0	0	0	0	0	0	0	0	0	
554857																																																																																																																																																																																																55206	0	64873	174119	902939	0	7141	0	80509	0	0	0	0	90002	1000	0	0	84796	0	0	7141	7141	47126	164788	87873	32736	612909	0	0	0.094552	0.110538	0.101767	0	0	0	82861	7141	-3517	0	0	5000	0	0	0	0	0	0	0	0	
554941																																																																																																																																																																																																10419	0	80	12441	65018	0	962	0	5626	0	0	0	0	6024	85	0	0	70	0	0	449	449	1604	21553	22429	2039	20317	0	0	0.0871	0.1703	0.1576	0.0000	0.0000	0.0000	5575	449	51	0	0	0	0	0	0	0	0	0	0	0	
555005																																																																																																																																																																																																20577	0	23620	2679	200000	88	1639	0	17622	0	0	0	0	19530	0	0	0	0	-275	0	1664	1752	20967	25085	55064	8630	100418	0	0	0.0873	0.1467	0.1335	0.0000	0.0000	0.0000	17778	1752	119	0	0	0	0	0	0	0	0	0	0	0	
555256																																																																																																																																																																																																6105	0	11543	4010	64338	0	352	0	7699	0	0	0	0	8170	0	0	0	377	0	0	352	352	9592	14301	15393	5658	25523	0	0	0.1246	0.2247	0.2151	0.0000	0.0000	0.0000	7818	352	-119	0	0	0	0	0	0	0	0	0	0	0	
556011																																																																																																																																																																																																5058	0	0	179266	339969	0	2005	0	31790	0	0	0	0	32387	0	0	0	14162	0	0	2005	2005	10140	142080	45729	13460	141913	0	0	0.090335	0.160341	0.150415	0.000000	0.000000	0.000000	30382	2005	1394	0	0	0	0	0	0	0	0	0	0	0	
556459																																																																																																																																																																																																21637	0	0	200490	494660	0	2769	0	53722	0	0	0	0	39558	0	0	78	25015	0	0	2769	2769	84894	146761	50492	16100	197842	3476	0	0.079638	0.149283	0.138833	0.000000	0.000000	0.000000	36789	2769	-2656	0	0	0	0	0	0	0	0	0	0	0	
556815																																																																																																																																																																																																15083	0	0	228741	1147378	0	9975	0	113885	84	0	0	0	121688	0	0	17804	26223	0	0	9975	9975	25959	230606	143454	47240	755163	514	0	0.0988	0.1353	0.1242	0.0000	0.0000	0.0000	111713	9975	2172	0	0	0	0	0	0	0	0	0	0	0	
556936																																																																																																																																																																																																4182	0	0	40622	198300	0	2844	0	19012	0	0	0	0	20843	0	0	0	5898	0	0	1954	1954	3156	41732	22551	5007	133500	0	0	0.0975	0.1341	0.1215	0.0000	0.0000	0.0000	18889	1954	123	0	0	0	0	0	0	0	0	0	0	0	
557317																																																																																																																																																																																																17494	0	14268	18092	183777	0	1516	0	25337	0	0	0	0	26830	0	0	878	0	0	0	1397	1397	1110	50792	64813	10199	68724	0	0	0.1362	0.2404	0.2279	0.0000	0.0000	0.0000	25433	1397	-96	0	0	0	0	0	0	0	0	0	0	0	
557438																																																																																																																																																																																																24996	0	0	8906	139290	0	1173	0	12056	0	0	0	0	13229	0	0	0	0	0	0	1178	1178	3531	30774	21561	9525	84592	0	0	0.0890	0.1260	0.1148	0.0000	0.0000	0.0000	12051	1178	5	0	0	0	0	0	0	0	0	0	0	0	
557858																																																																																																																																																																																																394575	0	406	1535455	4364875	0	30371	0	356012	212	0	0	0	385224	3870	0	1569	600622	-11712	0	30371	30371	470403	1504680	163125	136147	2244161	1125	0	0.084578	0.129153	0.118971	0.000000	0.000000	0.000000	354853	30371	147	27	0	0	0	0	0	0	0	0	0	0	
558574																																																																																																																																																																																																	0	5055	5196	38124	0	183	0	4243	0	0	0	0	4331	0	0	0	0	0	0	183	183	2149	15217	7496	836	13348	0	0	0.109075	0.215055	0.205969	0	0	0	4148	183	95	0	0	0	0	0	0	0	0	0	0	0	
559179																																																																																																																																																																																																9006	0	0	7670	45325	0	323	0	7056	0	0	0	0	7494	0	0	0	1420	0	0	280	280	1035	14454	23334	710	7057	0	0	0.159162	0.336325	0.323759	0	0	0	7214	280	-158	0	0	0	0	0	0	0	0	0	0	0	
560214																																																																																																																																																																																																5491	0	23836	0	57230	0	213	0	9398	0	0	0	0	9611	0	0	0	2234	0	0	213	213	4685	24642	18371	811	9745	0	0	0.1595	0.3936	0.3849	0	0	0	9398	213	0	0	0	0	0	0	0	0	0	0	0	0	
560353																																																																																																																																																																																																68370	0	0	171204	259986	0	264	0	22400	979	0	0	0	24661	0	0	0	0	0	0	270	270	62023	178344	3363	2467	18511	0	0	0.1056	0.4399	0.4351	0.0000	0.0000	0.0000	24391	270	-1991	0	0	0	0	0	0	0	0	0	0	0	
560438																																																																																																																																																																																																2735	0	0	14834	56587	0	523	0	4923	0	0	0	0	5517	0	0	0	0	0	0	450	450	4137	12808	14256	1533	26140	0	0	0.0928	0.1537	0.1412	0.0000	0.0000	0.0000	5067	450	-144	0	0	0	0	0	0	0	0	0	0	0	
560830																																																																																																																																																																																																9313	0	0	20820	52087	0	295	0	4529	0	0	0	0	4915	0	0	0	0	0	0	292	292	5893	18988	16258	557	11372	0	0	0.0866	0.2105	0.1980	0.0000	0.0000	0.0000	4623	292	-94	0	0	0	0	0	0	0	0	0	0	0	
561145																																																																																																																																																																																																15397	0	2891	53671	355504	0	2665	0	37870	0	0	0	0	37413	1462	0	0	0	0	0	2665	2665	2475	60631	49686	14101	242175	296	0	0.107599	0.119428	0.110921	0.000000	0.000000	0.000000	34748	2665	-234	0	0	0	0	0	0	0	0	0	0	0	
561239																																																																																																																																																																																																1217	0	0	16370	24641	0	144	0	2863	0	0	0	0	3376	0	0	0	0	0	0	140	140	1518	10377	8795	1358	4707	0	0	0.1313	0.3021	0.2895	0.0000	0.0000	0.0000	3236	140	-373	0	0	0	0	0	0	0	0	0	0	0	
561574																																																																																																																																																																																																18113	0	15558	113569	454075	0	5412	0	61630	0	0	0	0	63752	0	0	2176	10614	0	0	4298	4298	13696	98778	57123	16803	289132	0	0	0.1322	0.1860	0.1735	0.0000	0.0000	0.0000	59454	4298	-1960	0	0	0	0	0	0	0	0	0	0	0	
561659																																																																																																																																																																																																13478	0	0	191991	654362	5	8723	0	61614	0	0	0	0	68033	0	0	0	29378	0	0	5957	5962	8616	202622	101273	17616	351037	3396	0	0.093341	0.143600	0.131016	0.000000	0.000000	0.000000	62071	5962	-982	9	0	0	0	0	0	0	0	0	0	0	
561864																																																																																																																																																																																																47278	0	4	66933	302820	0	2287	0	23931	690	0	0	0	26253	5946	0	0	4601	0	0	2375	2375	31078	89164	30146	15132	154666	5946	0	0.082743	0.127644	0.116097	0	0	0	23878	2375	-10	0	0	0	0	0	0	0	0	0	0	0	
562058																																																																																																																																																																																																5205	0	11429	57444	297293	0	4722	0	30105	0	0	0	0	34608	469	0	0	6210	0	0	2892	2892	5182	72095	60543	6069	165807	0	0	0.1092	0.1508	0.1382	0.0000	0.0000	0.0000	31716	2892	-1612	0	0	0	0	0	0	0	0	0	0	0	
562076																																																																																																																																																																																																49290	0	453	0	151408	0	1191	0	27382	0	0	0	0	28581	0	0	0	1860	0	0	1199	1199	6034	43507	25198	4432	78062	0	0	0.180849	0.284978	0.273023	0	0	0	27382	1199	0	0	0	0	0	0	0	0	0	0	0	0	
562553																																																																																																																																																																																																12463	0	31	42066	188674	0	1330	0	16340	0	0	0	0	17834	0	0	0	3219	0	0	1341	1341	11007	46681	14645	12075	117824	0	0	0.088922	0.130659	0.120834	0	0	0	16493	1341	-454	0	0	0	0	0	0	0	0	0	0	0	
563233																																																																																																																																																																																																49580	0	0	80934	236495	0	3593	0	8652	0	0	0	0	11497	0	0	8	3679	0	0	1472	1472	81710	39686	25801	13716	95105	0	0	0.0420	0.0994	0.0867	0.0000	0.0000	0.0000	10025	1472	-1373	0	0	0	0	0	0	0	0	0	0	0	
563336																																																																																																																																																																																																5962	0	1955	24218	104038	0	1086	0	10713	0	0	0	0	11558	0	0	0	0	0	0	851	851	13926	17518	18275	7778	55399	0	0	0.1017	0.1704	0.1579	0.0000	0.0000	0.0000	10707	851	6	0	0	0	0	0	0	0	0	0	0	0	
563457																																																																																																																																																																																																10723	0	20240	18153	78780	0	220	0	14214	0	0	0	0	14049	0	0	0	0	0	0	220	220	0	51309	10123	2870	17215	0	0	0.180908	0.422641	0.416022	0	0	0	13829	220	-64	0	0	0	0	0	0	0	0	0	0	0	
563774																																																																																																																																																																																																15974	0	691	551	39865	0	252	0	9654	0	0	0	0	9892	0	0	0	0	0	0	236	236	909	16448	14389	4522	8373	0	0	0.2414	0.5250	0.5125	0.0000	0.0000	0.0000	9656	236	-2	0	0	0	0	0	0	0	0	0	0	0	
563934																																																																																																																																																																																																6648	0	37231	6566	64526	0	301	0	6318	0	0	0	0	6852	0	0	26	0	0	0	251	251	5745	45804	5554	1912	8152	0	0	0.099617	0.341695	0.329178	0.000000	0.000000	0.000000	6601	251	-283	0	0	0	0	0	0	0	0	0	0	0	
564052																																																																																																																																																																																																9582	0	34337	50565	193812	0	3134	0	69315	1878	0	0	0	71131	0	0	0	0	0	0	1459	1459	1814	64959	54839	2902	75929	0	0	0.3557	0.6184	0.6057	0.0000	0.0000	0.0000	69672	1459	-357	0	0	0	0	0	0	0	0	0	0	0	
564324																																																																																																																																																																																																13009	0	0	142099	427645	38	4721	0	40692	2656	0	0	0	44828	0	0	0	7036	0	0	3542	3580	42545	107826	49231	20000	233645	800	0	0.0959	0.1589	0.1462	0.0000	0.0000	0.0000	41248	3580	-556	16	0	1303	0	0	0	0	0	0	0	0	
564463																																																																																																																																																																																																28983	0	6114	56015	165495	0	866	0	16372	0	0	0	0	17098	0	0	212	738	0	0	901	901	12370	76669	29506	7721	47641	0	0	0.1014	0.2186	0.2071	0.0000	0.0000	0.0000	16197	901	175	0	0	0	0	0	0	0	0	0	0	0	
564557	81204	0	0	90116	802605	0	11042	0	98156	946	0	0	0	104553	0	0	310	16230	0	0	6415	6415	56047	248390	105574	78146	403657	0	0	0.1206	0.2056	0.1930	0.0000	0.0000	0.0000	98138	6415	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	4627	508541	0	0	0	0	0	493505	0	0	0	435	435	0	0	0	435	0	0	0	0	0	0	0	0	24863	56340	0	0	0	0	0	0	-21	31184	53044	5910	0	0	0	0	0	0	0	0	68763	99231	325511	0	0	0	0	0	81107	0	0	2527	433	-11063	155	0	0	0	155	189	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8115	0	1678	1013	5424	0	0	0	56047	250068	106587	409860	0	50014	53294	409860	513168	0	67716	67716	98138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813852	0	813852	81204		0	90116																																														
