"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
3357077																																																																																																																																																																																																	2060	0	0	2091	0	31262	0	638	0	3833	31317	0	0	0	0	4179	0	0	0	1372	0	0	346	346	1750	2435	2395	1600	25320	0	0	0.1224	0.1525	0.1399	0.0000	0.0000	0.0000	3833	346	0	0	0	0	0	0	0	0	0	
3357219																																																																																																																																																																																																	19595	0	0	0	10023	142383	0	4939	0	19418	136907	914	0	0	0	20744	0	0	0	118	0	0	1511	1511	1001	32152	0	5601	114130	2892	0	0.1406	0.1767	0.1638	0.0000	0.0000	0.0000	19233	1511	38	0	0	0	0	0	0	0	0	
3357385																																																																																																																																																																																																	28424	0	0	0	0	123538	0	1690	0	12778	121482	0	0	0	0	13397	290	0	0	2150	0	0	1167	1167	23469	10135	4099	1359	86977	290	548	0.101130	0.144184	0.131624	0.000000	0.000000	0.000000	12230	1167	0	0	0	0	0	0	0	0	0	
3357620																																																																																																																																																																																																	1343834	0	0	0	9664	1355318	0	0	0	52937	859364	0	0	0	0	52667	0	0	0	0	0	0	0	0	1353982	744	0	135	135	0	0	0.0613	185.4472	185.4472	0.0000	0.0000	0.0000	52667	0	270	0	0	0	0	0	0	0	0	
3357705																																																																																																																																																																																																	11140	0	0	0	11002	140905	0	2206	0	14577	142139	0	0	0	0	16043	0	0	5	5547	0	0	1467	1467	2303	27677	8148	4454	104981	0	0	0.1025	0.1376	0.1250	0.0000	0.0000	0.0000	14576	1467	1	0	0	0	0	0	0	0	0	
3357871																																																																																																																																																																																																	17751	0	0	1002	58038	300447	0	4916	0	23247	316374	0	0	0	0	24623	0	0	2134	7287	0	0	2893	2893	29991	48059	17329	20536	208467	0	0	0.0689	0.1073	0.0947	0.0000	0.0000	0.0000	21730	2893	315	0	0	0	0	0	0	0	0	
3357899																																																																																																																																																																																																	26090	0	0	0	21489	196759	0	5466	0	9180	207964	35	0	0	0	10981	0	0	0	2258	0	0	1886	1886	26019	26249	10196	19149	139675	0	0	0.043734	0.074408	0.061628	0.000000	0.000000	0.000000	9095	1886	85	0	0	0	0	0	0	0	0	
3357910																																																																																																																																																																																																	12529	0	0	0	69207	361175	0	3979	0	30797	357988	0	0	0	170	32997	0	0	2578	20816	0	0	3279	3279	55144	38733	54865	20450	215333	0	0	0.083014	0.126138	0.113603	0.000000	0.000000	0.000000	29718	3279	1079	170	5740	0	0	0	0	0	0	
3357947																																																																																																																																																																																																	1066	0	0	0	424	51585	0	798	0	4508	50982	0	0	0	0	4659	0	0	0	428	0	0	475	475	171	13463	6586	1981	31835	0	319	0.0826	0.1235	0.1109	0.0000	0.0000	0.0000	4184	475	5	0	0	0	0	0	0	0	0	
3358252																																																																																																																																																																																																	7519	0	0	0	12065	85632	0	3329	0	4479	86103	0	0	0	0	5265	0	0	2205	1508	0	0	833	833	13291	6300	11609	5467	57714	0	0	0.051473	0.082086	0.069099	0.000000	0.000000	0.000000	4432	833	47	0	0	0	0	0	0	0	0	
3358270																																																																																																																																																																																																	9454	0	0	0	4949	70664	0	801	0	8541	69879	0	0	0	0	9194	0	0	0	2623	0	0	700	700	8195	7836	4683	2676	50704	0	0	0.121553	0.164788	0.152241	0.000000	0.000000	0.000000	8494	700	47	0	0	0	0	0	0	0	0	
3358289																																																																																																																																																																																																	51899	0	0	0	54722	412021	0	5759	0	50195	408787	6296	0	0	0	54289	0	0	0	47305	0	0	4243	4243	60057	51129	4273	8257	302144	0	0	0.1224	0.1608	0.1482	0.0000	0.0000	0.0000	50046	4243	105	0	0	0	0	0	0	0	0	
3359062																																																																																																																																																																																																	26806	0	0	0	14543	157883	0	3521	0	10068	167390	0	0	0	0	11240	0	0	56	1664	0	0	1422	1422	33886	13734	9753	8202	103622	0	0	0.0587	0.1006	0.0879	0.0000	0.0000	0.0000	9818	1422	250	0	0	0	0	0	0	0	0	
3362950																																																																																																																																																																																																	1257	0	0	0	30311	68849	0	3369	0	3425	72190	0	0	0	0	3453	0	0	0	538	0	0	490	490	7769	24631	10248	7764	28871	0	0	0.0410	0.0952	0.0817	0.0000	0.0000	0.0000	2963	490	462	0	0	0	0	0	0	0	0	
3363920																																																																																																																																																																																																	14868	0	0	0	190363	549946	0	3163	0	38611	544646	0	0	0	0	42974	0	0	0	660	0	0	2520	2520	165630	131669	168429	5685	90692	0	0	0.074603	0.213878	0.201336	0.000000	0.000000	0.000000	40454	2520	-4491	0	0	0	0	0	0	0	0	
3363939																																																																																																																																																																																																	17704	0	0	0	395199	793126	0	3315	0	59607	791016	0	0	0	0	65828	0	0	0	710	0	0	3095	3095	347609	120130	222203	7170	112112	0	0	0.079672	0.266106	0.253595	0.000000	0.000000	0.000000	62733	3095	-7239	0	0	0	0	0	0	0	0	
3363957																																																																																																																																																																																																	31851	0	0	0	675124	1245276	0	4209	0	100078	1230316	0	0	0	0	108838	0	0	0	1260	0	0	4182	4182	634263	158908	325479	9231	139392	0	0	0.085403	0.325359	0.312857	0.000000	0.000000	0.000000	104656	4182	-9848	0	0	0	0	0	0	0	0	
3363966																																																																																																																																																																																																	28915	0	0	0	513944	1039035	0	3021	0	75606	1036822	0	0	0	0	81917	0	0	0	537	0	0	3021	3021	500453	158916	255718	16755	133524	0	0	0.076440	0.279166	0.268870	0.000000	0.000000	0.000000	78896	3021	-8551	0	0	0	0	0	0	0	0	
3363975																																																																																																																																																																																																	21339	0	0	0	3003	217844	0	2701	0	18100	230538	0	0	0	0	20094	0	0	1927	9971	0	0	1998	1998	16520	10404	81524	4788	112094	0	0	0.0785	0.1263	0.1137	0.0000	0.0000	0.0000	18096	1998	3	0	0	0	0	0	0	0	0	
3366239																																																																																																																																																																																																	10584	0	0	0	23550	317378	0	5288	0	30162	320904	0	0	0	0	32293	8745	0	7467	7100	0	0	3229	3229	10631	28385	72865	22497	208962	2990	0	0.090571	0.125999	0.113400	0.000000	0.000000	0.000000	29064	3229	1092	0	0	0	0	0	0	0	0	
3367067																																																																																																																																																																																																	26247	0	0	0	591	112332	0	1721	0	12001	110451	0	0	0	0	13105	0	0	0	9718	0	0	1135	1135	23121	6194	0	419	84710	0	0	0.1084	0.1453	0.1327	0.0000	0.0000	0.0000	11970	1135	28	0	0	0	0	0	0	0	0	
3367085																																																																																																																																																																																																	12475	0	0	0	81885	192270	0	3267	0	20036	197226	0	0	0	0	20009	0	0	0	6131	0	0	1361	1361	23294	58876	28105	10627	83084	0	78	0.0946	0.1870	0.1743	0	0	0	18648	1361	1310	0	0	0	0	0	0	0	0	
3367964																																																																																																																																																																																																	18639	0	0	0	7669	101123	0	1358	0	13317	102596	0	0	0	0	14396	0	0	0	12965	0	0	1051	1051	15605	9386	3427	2456	74107	0	0	0.130073	0.171901	0.159351	0.000000	0.000000	0.000000	13345	1051	-28	0	0	0	0	0	0	0	0	
3368635																																																																																																																																																																																																	39536	0	0	0	20249	284753	0	5804	0	24245	291422	0	0	0	0	29136	0	0	0	8694	0	2500	2718	5218	62150	3227	25220	11466	199679	0	0	0.0821	0.1359	0.1116	0.0000	0.0000	0.0000	23918	5218	281	0	0	0	0	0	0	0	0	
3368831																																																																																																																																																																																																	18806	0	0	0	14471	104389	0	1546	0	8803	103674	0	0	0	0	9786	0	0	0	26396	0	0	1113	1113	23278	8033	534	2108	73878	0	0	0.0837	0.1105	0.0980	0.0000	0.0000	0.0000	8673	1113	130	0	0	0	0	0	0	0	0	
3368925																																																																																																																																																																																																	5638	0	0	0	7354	63376	0	598	0	8066	59251	0	0	0	0	7770	0	0	0	0	0	0	514	514	10174	7505	13386	3337	32934	0	0	0.124210	0.189309	0.176786	0	0	0	7256	514	-24	0	0	0	0	0	0	0	0	
3368989																																																																																																																																																																																																	11304	0	0	0	3549	103474	0	1130	0	7860	100745	0	0	0	0	8763	0	0	0	8880	0	0	836	836	7069	8207	58777	1506	30617	0	0	0.0787	0.1332	0.1205	0	0	0	7927	836	-67	0	0	0	0	0	0	0	0	
3369007																																																																																																																																																																																																	10257	0	0	0	2007	111938	0	3508	0	9203	116191	1300	0	0	0	10066	0	0	0	5360	0	0	941	941	11308	3175	54515	8198	46370	2071	0	0.0785	0.1399	0.1268	0	0	0	9125	941	78	0	0	0	0	0	0	0	0	
3369959																																																																																																																																																																																																	10288	0	0	2465	22825	205569	0	4781	0	15296	204778	0	0	0	0	16758	0	0	0	0	0	0	1986	1986	21664	30917	8754	2378	148086	4233	0	0.0722	0.1074	0.0947	0.0000	0.0000	0.0000	14772	1986	480	0	0	0	0	0	0	0	0	
3370133																																																																																																																																																																																																	14219	0	0	0	20301	105756	0	3528	0	5178	107807	0	0	0	0	5995	0	0	0	3655	0	0	930	930	33924	1359	2956	7728	70863	0	0	0.0470	0.0834	0.0705	0.0000	0.0000	0.0000	5065	930	113	0	0	0	0	0	0	0	0	
3370357																																																																																																																																																																																																	15633	0	0	0	5517	83412	0	2499	0	6413	84197	0	0	0	0	7196	0	0	0	415	0	0	794	794	14236	7868	4146	12070	59650	0	0	0.0760	0.1165	0.1036	0	0	0	6402	794	11	0	0	0	0	0	0	0	0	
3370384																																																																																																																																																																																																	7276	0	0	0	21404	124530	0	1059	0	4065	127533	0	0	0	0	5117	0	0	0	3646	0	0	1059	1059	10049	21685	15130	19292	78715	0	0	0.0318	0.0554	0.0439	0.0000	0.0000	0.0000	4058	1059	7	0	0	0	0	0	0	0	0	
3371309																																																																																																																																																																																																	31376	0	0	0	32592	177694	0	2522	0	22468	172039	0	0	0	0	23729	0	0	187	8037	0	0	1498	1498	33621	30259	14316	12194	101784	0	0	0.1292	0.1997	0.1871	0.0000	0.0000	0.0000	22231	1498	237	0	0	0	0	0	0	0	0	
3374186																																																																																																																																																																																																	2806	0	0	0	3114	73620	0	1557	0	14212	73892	0	0	0	308	13170	0	0	0	21083	0	0	974	974	1895	6146	1541	764	63264	0	1006	0.1697	0.1707	0.1581	0.0000	0.0000	0.0000	12196	974	10	308	4269	3905	0	0	0	0	0	
3374234																																																																																																																																																																																																	5032	0	0	0	1933	26558	0	959	0	647	26446	0	0	0	0	894	0	0	0	151	0	0	241	241	6351	655	3105	3240	17406	0	0	0.0247	0.0485	0.0354	0.0000	0.0000	0.0000	653	241	-6	0	0	0	0	0	0	0	0	
3374298																																																																																																																																																																																																	10430	0	0	0	98821	578087	0	6122	0	62476	569480	0	0	0	0	67663	0	0	7876	0	0	0	5737	5737	37778	60214	102480	12758	382904	16861	0	0.1087	0.1390	0.1272	0.0000	0.0000	0.0000	61926	5737	550	0	0	0	0	0	0	0	0	
3374382																																																																																																																																																																																																	9265	0	0	0	27987	197715	0	2960	0	20288	197912	1451	0	0	0	22221	0	0	503	8983	0	0	2059	2059	4382	34172	18302	5751	143606	0	0	0.1019	0.1357	0.1231	0.0000	0.0000	0.0000	20162	2059	126	0	0	0	0	0	0	0	0	
3374403																																																																																																																																																																																																	4724	0	0	0	7716	85564	0	870	0	6990	82885	55	0	0	0	7577	459	0	0	418	0	0	797	797	6105	13237	12042	2907	54836	0	201	0.081999	0.119040	0.106518	0.000000	0.000000	0.000000	6780	797	9	0	0	0	0	0	0	0	0	
3374412																																																																																																																																																																																																	26647	0	0	0	0	189152	0	2581	0	21387	190516	714	0	0	0	23221	7996	0	0	4499	0	0	1834	1834	1575	31562	41108	18542	117488	14741	0	0.112258	0.159150	0.146581	0.000000	0.000000	0.000000	21387	1834	0	1	0	0	0	0	0	0	0	
3374878																																																																																																																																																																																																	22513	0	0	0	96034	248377	0	2355	0	25573	234714	0	0	0	0	26743	0	0	0	4260	0	0	1805	1805	40144	84143	0	2041	125395	0	0	0.1063	0.1859	0.1734	0.0000	0.0000	0.0000	24938	1805	573	0	0	0	0	0	0	0	0	
3375080																																																																																																																																																																																																	1833	0	0	0	7622	144637	0	2315	0	15457	140824	0	0	0	0	17254	0	0	0	44795	0	0	1951	1951	4464	10215	755	4829	131281	0	0	0.108668	0.110790	0.098262	0.000000	0.000000	0.000000	15303	1951	154	0	0	0	0	0	0	0	0	
3376733																																																																																																																																																																																																	27536	0	0	0	7116	125897	0	1969	0	11236	127098	0	0	0	0	12211	0	0	647	5195	0	0	1069	1069	27579	7882	22647	9820	69664	612	0	0.0877	0.1444	0.1317	0.0000	0.0000	0.0000	11142	1069	94	0	0	0	0	0	0	0	0	
3377235																																																																																																																																																																																																	5396	0	0	0	13916	95457	0	5248	0	3467	96045	0	0	0	0	4407	0	0	915	0	0	0	955	955	19017	574	10501	17754	70589	0	0	0.0359	0.0611	0.0478	0.0000	0.0000	0.0000	3452	955	15	0	0	0	0	0	0	0	0	
3377374																																																																																																																																																																																																	8149	0	0	2000	31043	145228	0	2099	0	12530	148547	0	0	0	0	13650	0	0	0	6733	0	0	1411	1411	21532	19800	0	7478	105515	0	0	0.0824	0.1216	0.1091	0.0000	0.0000	0.0000	12239	1411	291	0	0	0	0	0	0	0	0	
3377954																																																																																																																																																																																																	4057	0	0	0	14655	95926	0	1910	0	10355	95992	0	0	0	0	10859	0	0	0	1590	0	0	824	824	1887	23052	24901	7887	47613	0	0	0.1048	0.1675	0.1548	0.0000	0.0000	0.0000	10035	824	95	0	0	0	0	0	0	0	0	
3378773																																																																																																																																																																																																	56389	0	0	0	21183	410279	0	7187	0	34717	389327	0	0	0	0	38613	0	0	22626	26543	0	0	4132	4132	56121	959	103665	8429	253930	0	0	0.0886	0.1179	0.1053	0.0000	0.0000	0.0000	34481	4132	236	0	0	0	0	0	0	0	0	
3379471																																																																																																																																																																																																	134509	0	0	0	136756	2513162	0	12597	0	283491	2520802	0	0	0	0	268990	0	0	0	161600	0	0	13054	13054	154829	115840	595339	126727	1631154	36242	0	0.1026	0.1336	0.1272	0.0000	0.0000	0.0000	255936	13054	1937	269	0	0	0	0	0	0	0	
3382547																																																																																																																																																																																																	239	0	0	0	0	392398	0	5418	0	55042	456945	0	0	0	0	57176	0	0	0	0	0	0	2134	2134	1619	281895	0	13613	114302	0	0	0.120457	0.341559	0.328811	0.000000	0.000000	0.000000	55042	2134	0	0	0	0	0	0	0	0	0	
3382967																																																																																																																																																																																																	10311	0	0	0	11619	99105	0	2760	0	5734	102257	0	0	0	0	6346	0	0	0	3438	0	0	919	919	6977	19194	18825	7341	56361	891	0	0.053072	0.088579	0.075752	0	0	0	5427	919	307	0	0	0	0	0	0	0	0	
3383076																																																																																																																																																																																																	19739	0	0	105	5870	77614	0	1932	0	7330	78853	0	0	0	0	7851	0	0	0	4523	0	0	682	682	22061	4166	2623	3123	50535	0	0	0.0909	0.1463	0.1336	0.0000	0.0000	0.0000	7169	682	161	0	0	0	0	0	0	0	0	
3383366																																																																																																																																																																																																	6538	0	0	0	13438	131564	0	1487	0	14059	137041	0	0	0	0	15204	0	0	0	17962	0	0	1477	1477	2369	16947	15286	9589	98117	0	0	0.1002	0.1287	0.1162	0	0	0	13727	1477	332	0	0	0	0	0	0	0	0	
3383599																																																																																																																																																																																																	13482	0	0	0	0	71061	0	1748	0	13924	71440	0	0	0	0	14556	0	0	0	2848	0	0	632	632	11837	1982	20474	803	38516	997	0	0.1949	0.2943	0.2815	0.0000	0.0000	0.0000	13924	632	0	0	0	0	0	0	0	0	0	
3383601																																																																																																																																																																																																	11537	0	0	0	15098	145833	0	1650	0	13630	150810	0	0	0	0	14991	0	0	1057	6158	0	0	1496	1496	14267	12433	13312	12125	106907	0	0	0.089483	0.125443	0.112925	0.000000	0.000000	0.000000	13495	1496	135	0	0	0	0	0	0	0	0	
3383665																																																																																																																																																																																																	6403	0	0	0	8415	118405	0	1659	0	10167	117734	16	0	0	0	11069	0	0	55	5009	0	0	1131	1131	7350	9357	32907	5311	70102	250	0	0.084411	0.123015	0.110446	0.000000	0.000000	0.000000	9938	1131	229	0	0	0	0	0	0	0	0	
3384318																																																																																																																																																																																																	220532	0	0	0	349929	2746797	0	69484	0	381268	2852049	0	0	0	0	391317	0	0	3322	105387	0	0	15158	15158	319590	1608101	98364	88011	786558	5889	0	0.132252	0.337832	0.324746	0.000000	0.000000	0.000000	376159	15158	-2676	0	14725	16565	0	0	0	0	0	
3384372																																																																																																																																																																																																	6589	0	0	0	22236	151273	0	1754	0	14306	153915	0	0	0	0	14882	0	0	1085	1474	0	0	1400	1400	8007	24797	27294	7700	92080	1846	0	0.088035	0.133342	0.120798	0.000000	0.000000	0.000000	13482	1400	53	0	0	0	0	0	0	0	0	
3384466																																																																																																																																																																																																	2107	0	0	0	34297	43479	0	0	0	13928	43264	0	0	0	0	13641	0	0	0	0	0	0	0	0	1213	41713	0	107	107	0	0	0.3153	1.6143	1.6143	0.0000	0.0000	0.0000	13641	0	287	0	0	0	0	0	0	0	0	
3384868																																																																																																																																																																																																	4882	0	0	0	19635	135651	0	1814	0	17095	136643	0	0	0	0	18410	0	0	490	0	0	0	1337	1337	8293	16732	17760	6846	94657	1112	0	0.124946	0.173017	0.160451	0.000000	0.000000	0.000000	17073	1337	22	0	0	0	0	0	0	0	0	
3384952																																																																																																																																																																																																	7765	0	0	0	3827	77156	0	1052	0	4700	75007	0	0	0	0	5492	0	0	0	7040	0	0	803	803	9557	2308	12432	2153	53892	1479	0	0.0625	0.0858	0.0733	0.0000	0.0000	0.0000	4689	803	11	0	0	0	0	0	0	0	0	
3385324																																																																																																																																																																																																	4891	0	0	0	1787	11114	0	486	0	10592	10969	0	0	0	0	10560	0	0	0	0	0	0	70	70	2010	4891	0	66	4597	0	0	0.9563	2.0469	2.0333	0.0000	0.0000	0.0000	10490	70	102	0	0	0	0	0	0	0	0	
3385744																																																																																																																																																																																																	24385	0	0	0	45523	165938	0	1346	0	16747	169066	0	0	0	0	17374	0	0	0	4336	0	0	1217	1217	22035	42868	30272	9414	71352	0	0	0.0956	0.1788	0.1662	0.0000	0.0000	0.0000	16157	1217	590	0	0	0	0	0	0	0	0	
3386143																																																																																																																																																																																																	774	0	0	3633	22812	98782	0	932	0	10594	99582	0	0	0	0	11255	0	0	0	0	0	0	843	843	1905	25982	20687	6892	50956	0	0	0.1046	0.1690	0.1563	0.0000	0.0000	0.0000	10412	843	182	0	0	0	0	0	0	0	0	
3386264																																																																																																																																																																																																	115637	0	0	2005	4504	506782	0	3193	0	43669	518085	106	0	0	0	44884	0	0	400	13959	0	0	3211	3211	108079	29818	48713	18146	321339	0	1474	0.0807	0.1251	0.1161	0.0000	0.0000	0.0000	41673	3211	16	0	0	0	0	0	0	0	0	
3386536																																																																																																																																																																																																	19551	0	0	0	38945	234571	0	4563	0	14565	230985	0	0	0	0	16050	0	0	4906	578	0	0	2174	2174	46416	8398	31465	11446	151811	5773	0	0.0601	0.0936	0.0809	0.0000	0.0000	0.0000	13876	2174	689	0	0	0	0	0	0	0	0	
3386554																																																																																																																																																																																																	17464	0	0	0	36002	260181	0	1459	0	33750	254257	0	0	0	0	35197	0	0	0	19507	0	0	1460	1460	17420	39485	30798	5774	173564	0	0	0.1327	0.1697	0.1627	0.0000	0.0000	0.0000	33737	1460	13	0	25	0	0	0	0	0	0	
3386590																																																																																																																																																																																																	11953	0	0	0	15291	165987	0	2083	0	18512	164853	0	0	0	0	19378	0	0	336	19088	0	0	1790	1790	2667	25351	21203	6408	117848	0	0	0.1072	0.1356	0.1230	0.0000	0.0000	0.0000	17588	1790	120	0	0	0	0	0	0	0	0	
3386983																																																																																																																																																																																																	9663	0	0	0	0	49696	0	1372	0	4666	51745	0	0	0	0	5133	0	0	0	3270	0	0	467	467	8819	3449	7468	872	31332	0	0	0.0902	0.1407	0.1279	0.0000	0.0000	0.0000	4666	467	0	0	0	0	0	0	0	0	0	
3387140																																																																																																																																																																																																	3188	0	0	2359	0	72756	0	662	0	9602	70587	0	0	0	0	10264	0	0	0	3911	0	0	662	662	1780	9475	5124	8587	57039	1476	0	0.1360	0.1611	0.1507	0	0	0	9602	662	0	0	0	0	0	0	0	0	0	
3387159																																																																																																																																																																																																	22785	0	0	0	32414	120558	0	994	0	10243	122019	599	0	0	0	10962	0	0	0	3533	0	0	835	835	28604	25875	13633	4289	53263	0	0	0.0830	0.1645	0.1519	0	0	0	10127	835	116	0	0	0	0	0	0	0	0	
3387926																																																																																																																																																																																																	5129	0	0	0	35994	253911	0	4229	0	28733	249392	0	0	0	0	30941	0	0	692	25636	0	0	2712	2712	7689	32205	37778	4886	178758	0	356	0.1134	0.1436	0.1310	0.0000	0.0000	0.0000	28229	2712	148	0	0	0	0	0	0	0	0	
3388080																																																																																																																																																																																																	24824	0	0	0	267370	596700	0	5322	0	49182	584391	0	0	0	0	50825	0	0	0	49700	0	0	4041	4041	118097	180715	69025	6968	231787	0	0	0.0801	0.1580	0.1454	0.0000	0.0000	0.0000	46784	4041	2398	0	0	0	0	0	0	0	0	
3388165																																																																																																																																																																																																	45266	0	0	0	28178	173163	0	378	0	11951	141381	225	0	0	0	10386	0	0	0	0	0	0	388	388	46959	24555	11182	4187	89077	8600	0	0.0715	0.1041	0.1003	0	0	0	9998	388	277	0	0	0	0	0	0	0	0	
3388370																																																																																																																																																																																																	2443	0	0	0	7387	74862	0	1212	0	10430	76252	0	0	0	0	11189	0	0	0	1960	0	0	714	714	1742	9979	22161	4297	43879	0	0	0.137373	0.198183	0.185536	0	0	0	10475	714	-45	0	0	0	0	0	0	0	0	
3388419																																																																																																																																																																																																	8578	0	0	0	10762	68155	0	811	0	2501	70308	0	0	0	0	3032	0	0	85	1648	0	0	632	632	9086	10332	3572	10566	45822	0	0	0.0341	0.0602	0.0477	0.0000	0.0000	0.0000	2400	632	101	0	0	0	0	0	0	0	0	
3388482																																																																																																																																																																																																	9195	0	0	0	11239	142235	0	2541	0	22277	141595	0	0	0	0	21864	0	0	0	13334	0	0	1471	1471	9593	14227	23144	9482	95866	0	1796	0.145874	0.188779	0.176078	0	0	0	20393	1471	88	0	0	0	0	0	0	0	0	
3389313																																																																																																																																																																																																	39400	0	0	2845	291454	828833	0	6972	0	85492	793759	0	0	0	0	87150	0	0	1455	50612	0	0	6919	6919	43235	243599	137305	37496	410134	1426	0	0.101077	0.157456	0.144955	0.000000	0.000000	0.000000	80231	6919	5261	0	0	0	0	0	0	0	0	
3389582																																																																																																																																																																																																	3205	0	0	0	7773	40233	0	764	0	1413	41106	0	0	0	0	1501	0	0	0	619	0	0	335	335	8400	3403	5942	6625	23005	0	0	0.028366	0.056815	0.044135	0.000000	0.000000	0.000000	1166	335	247	0	0	0	0	0	0	0	0	
3390337																																																																																																																																																																																																	23523	0	0	0	0	88759	0	3475	0	4997	93789	0	0	0	0	5762	0	0	0	3867	0	0	765	765	15359	18923	5086	2686	52866	0	0	0.0533	0.0986	0.0855	0.0000	0.0000	0.0000	4997	765	0	0	0	0	0	0	0	0	0	
3390627																																																																																																																																																																																																	19318	0	0	0	49326	172768	0	2044	0	10843	176687	0	0	0	0	11343	0	0	0	3405	0	0	1330	1330	26796	40329	18271	15625	88379	0	0	0.0567	0.1073	0.0947	0	0	0	10013	1330	830	0	0	0	0	0	0	0	0	
3391606																																																																																																																																																																																																	2635	0	0	0	18005	223263	0	1802	0	22299	221149	0	0	0	0	24128	0	0	0	13118	0	0	1802	1802	3644	24114	53696	3713	143143	210	0	0.100955	0.131881	0.122031	0.000000	0.000000	0.000000	22326	1802	-27	0	0	0	0	0	0	0	0	
3391718																																																																																																																																																																																																	7325	0	0	0	42478	177276	0	2806	0	18873	183306	0	0	0	0	19495	0	0	284	3567	0	0	1437	1437	21901	27581	43330	6161	85906	0	0	0.0985	0.1715	0.1589	0	0	0	18058	1437	815	0	0	0	0	0	0	0	0	
3392292																																																																																																																																																																																																	12280	0	0	0	21132	156377	0	2207	0	21076	156515	0	0	0	0	21256	0	0	0	5228	0	0	1450	1450	25290	19179	6158	6756	106454	0	936	0.1273	0.1845	0.1719	0.0000	0.0000	0.0000	19806	1450	334	0	0	0	0	0	0	0	0	
3392872																																																																																																																																																																																																	22824	0	0	0	10651	174101	0	6879	0	7921	180297	0	0	0	0	9234	0	0	0	258	0	0	1600	1600	25155	9249	40489	13176	105800	0	0	0.0423	0.0752	0.0622	0.0000	0.0000	0.0000	7634	1600	287	0	0	0	0	0	0	0	0	
3392975																																																																																																																																																																																																	1746	0	0	0	30562	123083	0	1128	0	13455	111850	0	0	0	0	14259	0	0	0	1586	0	0	1075	1075	345	37485	12315	10137	73705	0	0	0.1179	0.1617	0.1495	0.0000	0.0000	0.0000	13184	1075	271	0	0	0	0	0	0	0	0	
