"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDJA36	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	
720746																																																																																																																																																																																																																																																	
720858																																																																																																																																																																																																																																																	
720951																																																																																																																																																																																																																																																	
721350																																																																																																																																																																																																																																																	
721752																																																																																																																																																																																																																																																	
721949																																																																																																																																																																																																																																																	
722227																																																																																																																																																																																																																																																	
722432																																																																																																																																																																																																																																																	
722544																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	502809	3960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507259	0	490	502809	3960	0	0	0	0	0	
722777	275777	208880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162468	161818	0	0	0	0	0	0	169098	0	0	6716	-10927	0	11983296	348634	0	0	0	0	0	162467	0	0	162467	0	0	0	0	0	0	7496	0	283273	0	0	0	0	0	0	12950199	-3431	0	12435752	511016	0	0	0	0	0	13255	0	222135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341162	13255	0	353908	509	160129	0	0	0	160129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132282	0	0	131773	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162382	132282	0	0	131773	509	12342857	0	0	0	0	275777	208880										0	0	0	162468	0	0	0	0	0	0	0	0	0	0	161818	0	0	0	0	0	0	0																																																	
722816																																																																																																																																																																																																																																																	
723112	563057	565524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786025	774408	0	0	0	0	0	0	981534	0	2341	53199	0	107942	31109111	0	0	0	0	0	0	650278	0	0	650278	0	135747	0	0	0	135747	0	34121	518065	10871	939572	0	353416	586156	0	34487241	0	497820	32916809	1072612	0	0	0	0	0	0	56345	502644	6535	125931	0	92521	33410	0	0	0	0	0	0	0	0	0	0	0	900522	0	151241	577415	171866	925994	0	0	0	925994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209067	0	2375	41361	165331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925994	209067	0	2375	41361	165331	31217053	0	0	0	0	563057	565524										0	0	0	786025	0	0	0	0	0	0	0	0	0	0	774408	0	0	0	0	0	0	0																																																	
723158																																																																																																																																																																																																																																																	
723550																																																																																																																																																																																																																																																	
723653																																																																																																																																																																																																																																																	
723756																																																																																																																																																																																																																																																	
723822																																																																																																																																																																																																																																																	
723868																																																																																																																																																																																																																																																	
724230																																																																																																																																																																																																																																																	
724548																																																																																																																																																																																																																																																	
724744																																																																																																																																																																																																																																																	
724904																																																																																																																																																																																																																																																	
724940																																																																																																																																																																																																																																																	
725077																																																																																																																																																																																																																																																	
725376																																																																																																																																																																																																																																																	
725732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4993	0	4993	0	0	85835	0	4993	80842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80842	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
725741																																																																																																																																																																																																																																																	
725853																																																																																																																																																																																																																																																	
726458																																																																																																																																																																																																																																																	
726953																																																																																																																																																																																																																																																	
727174																																																																																																																																																																																																																																																	
728452																																																																																																																																																																																																																																																	
728742																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399681	0	0	399681	0	0	0	0	0	0	
728948																																																																																																																																																																																																																																																	
728957																																																																																																																																																																																																																																																	
729011																																																																																																																																																																																																																																																	
729057																																																																																																																																																																																																																																																	
729132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73391	0	0	73391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73391	0	0	0	0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	
729178																																																																																																																																																																																																																																																	
729310																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158583	0	0	158583	0	0	0	0	0	0	
729459																																																																																																																																																																								0	0	0																									0			0																																											
729570																																																																																																																																																																																																																																																	
729842																																																																																																																																																																																																																																																	
729945																																																																																																																																																																																																																																																	
730745																																																																																																																																																																								0	0	0																									0			0																																											
731050																																																																																																																																																																																																																																																	
731247																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	113	263	395	8737	151	247	2150	1168	0	0	0	125	588	468	12307	377	1001	3052	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111272	188669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299941	0	111272	188669	0	0	0	0	0	0	
731957																																																																																																																																																																																																																																																	
732178																																																																																																																																																																																																																																																	
732253																																																																																																																																																																																																																																																	
732459																																																																																																																																																																								0	0	0																									0			0																																											
732637																																																																																																																																																																																																																																																	
732758																																																																																																																																																																																																																																																	
732918																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	744	92186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92930	0	744	92186	0	0	0	0	0	0	
732954																																																																																																																																																																																																																																																	
733054																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4701	537501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542202	0	4701	537501	0	0	0	0	0	0	
733540																																																																																																																																																																																																																																																	
733559																																																																																																																																																																																																																																																	
733661																																																																																																																																																																																																																																																	
733755																																																																																																																																																																																																																																																	
733951																																																																																																																																																																																																																																																	
734051																																																																																																																																																																								0	0	0																									0			0																																											
734248																																																																																																																																																																																																																																																	
734350																																																																																																																																																																																																																																																	
734538																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	47855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47855	0	0	47855	0	0	0	0	0	0	
734613																																																																																																																																																																																																																																																	
735049																																																																																																																																																																																																																																																	
735067																																																																																																																																																																																																																																																	
735414																																																																																																																																																																																																																																																	
735441																																																																																																																																																																																																																																																	
735656																																																																																																																																																																																																																																																	
735768																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	2985	285335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288320	0	2985	285335	0	0	0	0	0	0	
735973																																																																																																																																																																																																																																																	
736158																																																																																																																																																																																																																																																	
736206																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		3253	0	0	3253	0	587	197348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201188	0	587	200601	0	0	0	0	0	0	
736448																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105538	0	105538	0	0	0	0	0	0	0	
736550																																																																																																																																																																																																																																																	
736662																																																																																																																																																																																																																																																	
737548																																																																																																																																																																																																																																																	
738013																																																																																																																																																																																																																																																	
738040																																																																																																																																																																0	0	0	0	0	0	0	0				19930	498873	3458	111262	3067	6176	20105	56728	0	0	368024	19930	498873	3458	111262	3067	6176	20105	56728	0	0	368024	0	0		0	0		0	0	0	0	0	0	179337	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179685	0	0	179337	348	0	0	0	0	0	
738143																																																																																																																																																																																																																																																	
738255																																																																																																																																																																																																																																																	
738303																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	98521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98521	0	0	98521	0	0	0	0	0	0	
738572																																																																																																																																																																																																																																																	
738657																																																																																																																																																																								0	0	0																									0			0																																											
738769																																																																																																																																																																																																																																																	
739159																																																																																																																																																																																																																																																	
739346																																																																																																																																																																																																																																																	
739355																																																																																																																																																																								0	0	0																									0			0																																											
739430																																																																																																																																																																																																																																																	
739560																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3132	0	0	3132	0	806	583972	0	0	0	0	0	0	180198	0	180198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768108	0	181004	587104	0	0	0	0	0	0	
739832																																																																																																																																																																																																																																																	
740249																																																																																																																																																																																																																																																	
741068																																																																																																																																																																																																																																																	
741152																																																																																																																																																																																																																																																	
741330																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		769	0	0	769	0	0	90860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91629	0	0	91629	0	0	0	0	0	0	
741358																																																																																																																																																																																																																																																	
741648																																																																																																																																																																																																																																																	
741844																																																																																																																																																																																																																																																	
741956																																																																																																																																																																																																																																																	
741974																																																																																																																																																																																																																																																	
742056																																																																																																																																																																																																																																																	
742355																																																																																																																																																																																																																																																	
742542																																																																																																																																																																																																																																																	
742636																																																																																																																																																																																																																																																	
742944																																																																																																																																																																																																																																																	
743053																																																																																																																																																																																																																																																	
743679																																																																																																																																																																																																																																																	
743950																																																																																																																																																																																																																																																	
744238																																																																																																																																																																																																																																																	
744256																																																																																																																																																																																																																																																	
744854																																																																																																																																																																																																																																																	
745150																																																																																																																																																																																																																																																	
745347																																																																																																																																																																								0	0	0																									0			0																																											
745374																																																																																																																																																																																																																																																	
745570																																																																																																																																																																																																																																																	
745954																																																																																																																																																																																																																																																	
746157																																																																																																																																																																																																																																																	
746223																																																																																																																																																																																																																																																	
746429																																																																																																																																																																								0	0	0																									0			0																																											
746513																																																																																																																																																																								0	0	0																									0			0																																											
746755																																																																																																																																																																																																																																																	
746942																																																																																																																																																																																																																																																	
746979																																																																																																																																																																																																																																																	
747051																																																																																																																																																																								0	0	0																									0			0																																											
747257																																																																																																																																																																																																																																																	
748254																																																																																																																																																																																																																																																	
748357																																																																																																																																																																																																																																																	
748441																																																																																																																																																																																																																																																	
748964																																																																																																																																																																																																																																																	
749242																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	204472	0	0	0	0	0	0	0	0	0	0	199539	0	0	0	0	0	0	0	0	0		0	0		9311	0	0	9311	0	0	935623	10045	0	0	0	0	0	204472	0	0	204472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159451	0	0	1149406	10045	0	0	0	0	0	
749635																																																																																																																																																																																																																																																	
749840																																																																																																																																																																																																																																																	
749943																																																																																																																																																																																																																																																	
749952																																																																																																																																																																																																																																																	
750051																																																																																																																																																																																																																																																	
750127																																																																																																																																																																																																																																																	
750154																																																																																																																																																																																																																																																	
750239																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	192494	442531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635817	0	192494	442531	792	0	0	0	0	0	
750341																																																																																																																																																																																																																																																	
750444																																																																																																																																																																																																																																																	
750846																																																																																																																																																																																																																																																	
751254																																																																																																																																																																																																																																																	
751656																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	20	426463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426483	0	20	426463	0	0	0	0	0	0	
751852																																																																																																																																																																																																																																																	
752644																																																																																																																																																																								0	0	0																									0			0																																											
752653																																																																																																																																																																																																																																																	
752831																																																																																																																																																																																																																																																	
753052																																																																																																																																																																																																																																																	
753324																																																																																																																																																																																																																																																	
753641																																																																																																																																																																																																																																																	
753856																																																																																																																																																																																																																																																	
754068																																																																																																																																																																																																																																																	
754246																																																																																																																																																																																																																																																	
754536																																																																																																																																																																																																																																																	
754826																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	65719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65719	0	0	65719	0	1122	0	0	1122	0	
754853																																																																																																																																																																																																																																																	
754929																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	337211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337211	0	0	337211	0	0	0	0	0	0	
755047																																																																																																																																																																																																																																																	
755252																																																																																																																																																																																																																																																	
755421																																																																																																																																																																																																																																																	
755458																																																																																																																																																																																																																																																	
756343																																																																																																																																																																																																																																																	
756848																																																																																																																																																																																																																																																	
757377																																																																																																																																																																																																																																																	
757452																																																																																																																																																																																																																																																	
757612																																																																																																																																																																0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	88773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88773	0	0	88773	0	0	0	0	0	0	
