"IDRSSD"	RCFD0010	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	
1396483																																																																																																																																																																																																27118	0	505	53511	224434	0	2856	0	27025	0	0	0	0	29802	0	0	56	10314	0	0	1786	1786	29543	46823	48328	7103	104103	0	0	0.127848	0.210334	0.197729	0	0	0	28016	1786	-991	0	0	0	0	0	0	0	0	0	0	0	
1396764																																																																																																																																																																																																103835	0	264	356082	783369	0	10387	0	120933	0	0	0	0	132232	0	0	0	17259	0	0	4792	4792	257849	156437	96718	22093	295080	0	2231	0.1586	0.3500	0.3374	0.0000	0.0000	0.0000	127440	4792	-8772	0	0	0	0	0	0	0	0	0	0	0	
1397471																																																																																																																																																																																																9965	0	63380	3952	196074	0	2518	0	18865	0	0	0	0	20337	0	0	0	0	0	0	1592	1592	6038	61986	33371	14040	97093	9755	0	0.0952	0.1609	0.1483	0.0000	0.0000	0.0000	18745	1592	-32	0	0	0	0	0	0	0	0	0	0	0	
1401387																																																																																																																																																																																																50557	0	0	184551	1140022	44	4237	0	106074	0	0	0	0	88990	0	0	10645	10060	0	0	4237	4281	102027	160005	187142	70696	677132	4764	11937	0.0848	0.1078	0.1036	0.0000	0.0000	0.0000	85486	4281	-3946	0	0	0	0	0	0	0	0	0	0	0	
1401686																																																																																																																																																																																																46714	0	0	157474	672129	0	5768	0	136816	0	0	0	0	66896	0	0	444	8128	0	0	5109	5109	50082	156933	43118	39594	352934	842	0	0.1044	0.1633	0.1508	0.0000	0.0000	0.0000	61787	5109	-328	0	0	0	0	0	0	0	0	0	0	0	
1401891																																																																																																																																																																																																4336	0	0	6418	35128	0	332	0	2914	0	0	0	0	3254	0	0	0	2193	0	0	271	271	3941	11829	3327	1254	16468	0	0	0.0838	0.1507	0.1382	0.0000	0.0000	0.0000	2983	271	-69	0	0	0	0	0	0	0	0	0	0	0	
1401903																																																																																																																																																																																																9618	0	0	0	102899	0	3850	0	18212	0	0	0	0	18508	0	0	0	0	0	0	1123	1123	3184	12020	8275	2963	83271	0	827	0.1659	0.2125	0.1996	0.0000	0.0000	0.0000	17385	1123	0	0	0	0	0	0	0	0	0	0	0	0	
1402384																																																																																																																																																																																																5906	0	0	8177	100082	0	1170	0	9881	0	0	0	0	8537	0	0	244	0	0	0	995	995	5906	10547	15581	20187	69566	0	2549	0.074931	0.107454	0.094930	0	0	0	7542	995	-210	0	0	0	0	0	0	0	0	0	0	0	
1402610																																																																																																																																																																																																42027	0	0	678569	1690673	0	27254	0	146908	0	0	0	0	163839	11483	0	3732	92202	0	0	14398	14398	259570	276847	305791	85492	879954	30905	0	0.089110	0.143845	0.131204	0.000000	0.000000	0.000000	149441	14398	-2673	29	0	0	0	0	0	0	0	0	0	0	
1404481																																																																																																																																																																																																36264	0	200	20904	154663	0	1757	0	17980	0	0	0	0	19495	0	0	0	1169	0	0	1195	1195	32390	20943	26795	9072	76781	0	0	0.115906	0.205051	0.192482	0.000000	0.000000	0.000000	18300	1195	-320	0	0	0	0	0	0	0	0	0	0	0	
1404883																																																																																																																																																																																																2782	0	0	62202	112159	0	768	0	9998	0	0	0	0	11620	0	0	0	0	0	0	599	599	24286	41879	17675	435	30110	1519	0	0.0973	0.2437	0.2312	0.0000	0.0000	0.0000	11021	599	-1023	0	0	0	0	0	0	0	0	0	0	0	
1404940																																																																																																																																																																																																594	0	28	1100	17307	0	0	0	16796	0	0	0	0	16808	0	0	0	0	0	0	0	0	0	17291	0	8	36	0	0	0.970495	4.810532	4.810532	0.000000	0.000000	0.000000	16808	0	-12	0	0	0	0	0	0	0	0	0	0	0	
1406980																																																																																																																																																																																																1943	0	24641	0	31200	0	188	0	5008	0	0	0	0	5196	0	0	0	0	0	0	188	188	60	0	316	942	31012	0	0	0.157961	0.166699	0.160667	0.000000	0.000000	0.000000	5008	188	0	0	0	0	0	0	0	0	0	0	0	0	
1407932																																																																																																																																																																																																67156	0	196	652807	3308975	0	71808	0	467062	7661	0	0	69	338122	30472	4197	22570	0	0	3600	31045	34645	58024	681484	318129	132485	2160460	5711	275	0.096013	0.138438	0.124253	0.000000	0.000000	0.000000	303477	34645	-1796	1248	2193	20975	0	0	0	0	0	0	0	0	
1411032																																																																																																																																																																																																16136	0	0	65837	389920	0	5532	0	44302	0	0	0	0	47620	0	0	0	27570	0	0	4256	4256	21206	49584	13870	24852	309371	3422	0	0.1111	0.1405	0.1279	0.0000	0.0000	0.0000	43364	4256	938	0	0	0	0	0	0	0	0	0	0	0	
1412619																																																																																																																																																																																																110097	0	110196	104884	805370	0	6269	0	80799	0	0	0	0	79804	28235	0	1564	0	0	0	6269	6269	164301	125124	80139	40403	435349	28235	4309	0.091960	0.159218	0.146710	0	0	0	73535	6269	-2068	0	0	0	0	0	0	0	0	0	0	0	
1412712																																																																																																																																																																																																34057	0	10912	14759	532785	0	12456	0	61345	0	0	0	0	66649	0	0	552	7804	0	0	5264	5264	39262	99159	14516	19310	392407	64133	0	0.1165	0.1610	0.1483	0.0000	0.0000	0.0000	61385	5264	-103	0	0	0	0	0	0	0	0	0	0	0	
1414819																																																																																																																																																																																																63840	0	0	324780	816137	6	11162	0	81148	0	0	0	0	91254	0	0	0	6534	0	0	4406	4412	114171	246348	358969	16407	113512	0	0	0.1019	0.2640	0.2512	0.0000	0.0000	0.0000	86842	4412	-5694	0	0	0	0	0	0	0	0	0	0	0	
1416279																																																																																																																																																																																																532	0	0	42660	52079	0	0	0	13629	0	0	0	0	11881	0	0	0	0	0	0	0	0	4878	35523	0	486	9983	0	0	0.237023	0.695283	0.695283	0	0	0	11881	0	348	0	0	0	0	0	0	0	0	0	0	0	
1418255																																																																																																																																																																																																8521	0	25	1	60843	0	2050	0	9026	0	0	0	0	9709	0	0	0	188	0	0	683	683	59	8668	2687	736	51479	0	0	0.1490	0.1822	0.1694	0.0000	0.0000	0.0000	9026	683	0	0	0	0	0	0	0	0	0	0	0	0	
1421161																																																																																																																																																																																																81366	0	0	87868	636169	0	8655	0	64830	0	0	0	0	73234	6091	0	0	67847	0	0	6431	6431	74654	107520	49056	54678	416954	5956	0	0.1057	0.1430	0.1304	0.0000	0.0000	0.0000	66803	6431	-2080	0	0	0	0	0	0	0	0	0	0	0	
1427770																																																																																																																																																																																																11171	0	0	3925	22163	0	113	0	2092	37	0	0	0	2073	0	0	0	0	0	0	113	113	113	11877	4199	214	5887	0	0	0.089306	0.199923	0.189025	0	0	0	1960	113	132	0	0	0	0	0	0	0	0	0	0	0	
1429028																																																																																																																																																																																																5059	0	0	18468	46156	0	294	0	4532	0	0	0	0	4780	0	0	0	111	0	0	274	274	2897	24465	4458	646	14602	0	0	0.098729	0.218325	0.205810	0	0	0	4506	274	26	0	0	0	0	0	0	0	0	0	0	0	
1435092																																																																																																																																																																																																9500	0	0	72085	105555	0	533	0	12741	0	0	0	0	11982	0	0	0	0	0	0	533	533	9489	37310	34088	2150	23909	0	0	0.106299	0.247041	0.236052	0	0	0	11449	533	1292	0	0	0	0	0	0	0	0	0	0	0	
1436071																																																																																																																																																																																																13986	0	985	135863	364054	0	3063	0	42608	0	0	0	0	45171	0	0	857	0	0	0	2577	2577	15868	133092	78091	24559	140052	0	0	0.1139	0.2196	0.2071	0.0000	0.0000	0.0000	42594	2577	-2589	0	0	0	0	0	0	0	0	0	0	0	
1436204																																																																																																																																																																																																32175	0	131839	129562	1428466	0	14357	0	154262	0	0	0	0	168249	0	0	23	123156	0	0	14899	14899	41979	219007	151509	48268	1032327	0	0	0.1085	0.1371	0.1250	0.0000	0.0000	0.0000	153350	14899	912	0	0	41931	0	0	0	0	0	0	0	0	
1438589																																																																																																																																																																																																245532	0	765811	24215	3362416	42	11666	0	575553	88008	0	0	0	359795	0	0	3522	198045	0	0	11666	11708	194013	854748	601163	118629	1491909	0	0	0.1095	0.1699	0.1644	0.0000	0.0000	0.0000	348087	11708	765	0	0	0	0	0	0	0	0	0	0	0	
1439054																																																																																																																																																																																																9431	0	0	25496	66320	0	635	0	7481	0	0	0	0	8311	0	0	0	0	0	0	461	461	4604	33935	707	1678	29558	0	740	0.1185	0.2262	0.2137	0.0000	0.0000	0.0000	7850	461	-1109	0	0	0	0	0	0	0	0	0	0	0	
1439456																																																																																																																																																																																																44808	0	0	5456	253450	0	4580	0	31838	0	0	0	0	31293	0	0	0	5712	0	0	2568	2568	43334	7280	40006	31570	164316	2562	3143	0.115862	0.153808	0.141186	0.000000	0.000000	0.000000	28725	2568	-30	0	0	0	0	0	0	0	0	0	0	0	
1440117																																																																																																																																																																																																27510	0	2319	155582	389891	0	4933	0	27221	0	0	0	0	33656	0	0	0	13939	0	0	2856	2856	36390	155292	38883	35048	169986	0	0	0.075970	0.148658	0.136043	0.000000	0.000000	0.000000	30800	2856	-3813	0	0	0	0	0	0	0	0	0	0	0	
1442661																																																																																																																																																																																																35483	0	9998	0	204571	0	2057	0	22775	0	0	0	0	24808	0	0	7989	19054	0	0	2033	2033	34658	17553	17667	12024	136750	0	0	0.1129	0.1526	0.1401	0.0000	0.0000	0.0000	22775	2033	0	0	0	0	0	0	0	0	0	0	0	0	
1443266																																																																																																																																																																																																11277000	0	0	0	27175000	0	296000	0	1915000	0	0	0	0	1931000	0	0	0	0	0	0	118000	118000	11511000	390000	12616000	210000	2838000	0	0	0.071426	0.211802	0.1989	0	0	0	1814000	118000	0	0	0	0	0	0	0	0	0	0	0	0	
1444021	156569	0	200	256081	4627964	0	0	0	3343273	0	0	0	0	643626	0	0	0	0	0	0	0	0	132525	372718	0	572049	572049	0	0	0.6059	0.9954	0.9954	0.0000	0.0000	0.0000	643626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2699647	0	0	0	0	0	4933	151636	0	0	200	0	0	0	0	34999	221082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4215114	3550672	92393	0	0	3550672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132525	372718	0	572049	0	74544	0	572049	646593	0	0	0	643626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4612850	-851025	1062178	136115		200	256081																																														
1444580																																																																																																																																																																																																44576	0	0	12814	248641	0	3517	0	35531	0	0	0	8582	40046	0	0	0	15879	0	0	3409	3409	48041	7011	10596	3946	196769	0	0	0.1440	0.1655	0.1514	0.0000	0.0000	0.0000	36637	3409	-1106	1813	0	90000	0	0	0	0	0	0	0	0	
1445943																																																																																																																																																																																																40534	0	0	462696	1415535	5	17237	0	157759	0	0	0	0	152306	0	0	8983	34743	-702	0	10394	10399	230148	254196	352277	56608	582199	985	0	0.1005	0.1848	0.1722	0.0000	0.0000	0.0000	141907	10399	535	0	0	0	0	0	0	0	0	0	0	0	
1447639																																																																																																																																																																																																19995	0	45541	249480	1007145	2	6981	0	88941	0	0	0	0	93471	0	0	0	80410	0	0	6981	6983	38195	312336	110991	20092	550153	0	0	0.087648	0.130225	0.120496	0.000000	0.000000	0.000000	86488	6983	2326	0	0	0	0	0	0	0	0	0	0	0	
1456501																																																																																																																																																																																																12195000	4354000	0	39962000	83940000	0	50000	0	10345000	0	0	0	431000	12160000	1404000	1808751000	0	53606000	0	1500000	120000	1620000	31319000	26481000	33000	992000	25956000	783000	0	0.132183	0.159915	0.138611	0	0	0	10540000	1620000	-201000	1715000	164000	69000	120848000	8083000	0	0	0	0	0	0	
1458608																																																																																																																																																																																																46026	0	0	155555	974708	0	10409	0	93297	0	0	0	0	102020	0	0	393	22342	0	0	9397	9397	79350	40726	259713	46162	604292	19852	0	0.097273	0.135896	0.123378	0.000000	0.000000	0.000000	92623	9397	674	0	0	0	0	0	0	0	0	0	0	0	
1459034																																																																																																																																																																																																58735	0	77857	306547	1765798	0	16650	0	188486	0	0	0	0	195014	0	0	18273	204991	0	16000	16650	32650	67183	337696	186229	91591	1165671	9909	2832	0.0925	0.1328	0.1106	0.0000	0.0000	0.0000	162364	32650	-879	1135	87527	43817	0	0	0	0	0	0	0	0	
1459575																																																																																																																																																																																																27	0	0	2955	14528	0	0	0	9952	0	0	0	0	6231	0	0	0	0	-1061	0	0	0	342	5931	0	3495	3495	0	0	0.791640	1.331126	1.331126	0.000000	0.000000	0.000000	6231	0	-37	0	0	0	0	0	0	0	0	0	0	0	
1459717																																																																																																																																																																																																21678	0	0	152654	654495	0	6859	0	62136	0	0	0	0	65212	5061	0	1512	0	0	0	4431	4431	18205	183284	283841	18900	175171	5061	0	0.0932	0.1852	0.1726	0.0000	0.0000	0.0000	60781	4431	-754	0	0	0	0	0	0	0	0	0	0	0	
1459735																																																																																																																																																																																																13365	0	363	7461	323025	0	5844	0	31546	0	0	0	0	31633	0	0	1628	9630	0	0	3185	3185	2264	63124	47555	23074	212832	0	3105	0.0897	0.1255	0.1129	0.0000	0.0000	0.0000	28448	3185	-7	0	0	0	0	0	0	0	0	0	0	0	
1459799																																																																																																																																																																																																13418	0	0	7038	71567	0	1277	0	11241	0	0	0	0	11396	0	0	0	240	0	0	537	537	10205	9900	23833	5988	28802	0	314	0.1553	0.2702	0.2574	0.0000	0.0000	0.0000	10859	537	68	0	0	0	0	0	0	0	0	0	0	0	
1462986																																																																																																																																																																																																12239	0	0	15919	53846	0	582	0	8682	0	0	0	0	9156	0	0	0	1946	0	0	410	410	280	27959	0	3111	26270	0	0	0.1634	0.2803	0.2678	0.0000	0.0000	0.0000	8746	410	-64	0	0	0	0	0	0	0	0	0	0	0	
1464122	550712	0	1469186	1643453	12674108	169	44568	0	1690678	2917	0	0	10668	1167065	58780	23981	44586	1660159	-44438	58807	45168	104144	681645	3729064	1147380	442980	6497395	14250	0	0.088003	0.130243	0.118620	0.000000	0.000000	0.000000	1062921	104144	-2860	10664	566950	454412	14186	0	0	0	0	0	0	0	0	0	0	0	0	0	21264	0	0	8960698	0	0	0	0	0	7295122	0	0	0	280687	280687	0	593	0	280094	0	0	674216	839	0	0	0	0	475629	75083	0	0	118215	1320614	30357	0	-22551	87801	1569173	8201	829	0	0	0	11832	2418	0	0	146968	1096990	6051164	10664	0	0	0	4	1341574	675079	0	223515	0	618624	22293	0	0	0	22293	583	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830080	0	0	0	830080	0	0	21264	681645	3729657	1168644	7630445	0	745931	584322	7630445	8960698	0	393711	393711	1063760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12744034	9231	12078210	550712		1469186	1643453									10668																																					
1469677																																																																																																																																																																																																13134	0	0	81381	473463	0	6002	0	52268	0	0	0	0	57612	0	0	518	19506	0	0	4576	4576	16444	78990	95488	26125	289707	0	0	0.111000	0.157995	0.145446	0.000000	0.000000	0.000000	53036	4576	-768	0	0	0	0	0	0	0	0	0	0	0	
1470150																																																																																																																																																																																																1193	0	0	7566	91747	0	931	0	11732	0	0	0	0	12413	0	0	240	8055	0	0	931	931	1297	8220	12352	1047	70559	0	0	0.1254	0.1504	0.1391	0.0000	0.0000	0.0000	11482	931	250	0	0	0	0	0	0	0	0	0	0	0	
1471577																																																																																																																																																																																																70313	0	0	65954	418435	0	4175	0	54920	0	0	0	0	46805	0	0	0	5187	0	0	3559	3559	61873	68299	24822	11546	255942	0	57	0.1083	0.1648	0.1522	0.0000	0.0000	0.0000	43246	3559	-616	0	0	0	0	0	0	0	0	0	0	0	
1474309																																																																																																																																																																																																6733	0	0	20769	67994	0	699	0	4274	0	0	0	0	5283	0	0	0	0	0	0	373	373	13651	13022	8593	9331	34063	0	0	0.069949	0.130001	0.120823	0.000000	0.000000	0.000000	4910	373	-636	0	0	0	0	0	0	0	0	0	0	0	
1478222																																																																																																																																																																																																125212	0	0	11631	612407	0	22093	0	34901	799	0	0	0	40671	0	0	1249	2501	0	0	5857	5857	119032	36376	39586	43471	439417	0	0	0.0574	0.0899	0.0770	0.0000	0.0000	0.0000	34814	5857	6	0	0	0	0	0	0	0	0	0	0	0	
1478231																																																																																																																																																																																																9440	0	0	1067	131472	0	1558	0	11917	0	0	0	483	13256	0	0	0	2536	0	0	1385	1385	1484	19460	15703	6041	96326	150	12	0.0932	0.1198	0.1073	0.0000	0.0000	0.0000	11871	1385	34	0	0	0	0	0	0	0	0	0	0	0	
1479470																																																																																																																																																																																																7371	0	125	76827	314224	0	2293	0	27294	0	0	0	0	29612	646	0	1603	30155	0	0	2397	2397	7673	75549	87619	11989	145597	0	0	0.0852	0.1344	0.1235	0.0000	0.0000	0.0000	27215	2397	79	0	0	0	0	0	0	0	0	0	0	0	
1479676																																																																																																																																																																																																33605	0	0	7534	203378	0	4056	0	23919	0	0	0	0	25959	0	0	0	18782	0	0	2051	2051	27516	14794	26742	3988	138364	135	0	0.116311	0.160162	0.147507	0.116238	0.147415	0.159983	23908	2051	11	0	0	0	0	0	0	0	0	0	0	0	
1481745																																																																																																																																																																																																8874	0	0	22714	170906	0	1817	0	15369	0	0	0	0	17332	0	0	833	2692	0	0	1685	1685	28727	7443	10388	16664	126443	224	0	0.090776	0.128667	0.116158	0	0	0	15647	1685	-278	0	0	0	0	0	0	0	0	0	0	0	
1481754																																																																																																																																																																																																13374	0	0	6260	144461	0	1304	0	13345	0	0	0	0	14662	0	0	733	3318	0	0	1304	1304	11472	10806	6273	13075	117227	170	0	0.095935	0.117737	0.107266	0	0	0	13358	1304	-13	0	0	0	0	0	0	0	0	0	0	0	
1492817																																																																																																																																																																																																3903	0	0	88177	114101	0	513	0	8377	0	0	0	0	9475	0	0	0	2182	0	0	464	464	25239	64910	4144	2058	20981	0	0	0.076732	0.255549	0.243035	0	0	0	9011	464	-634	0	0	0	0	0	0	0	0	0	0	0	
1493319																																																																																																																																																																																																43801	0	492	28621	215786	0	3024	0	16311	0	0	0	0	17380	4618	0	0	0	0	0	1708	1708	60067	13758	50951	13931	108377	47306	0	0.074796	0.128467	0.119198	0	0	0	16126	1708	-563	0	0	0	0	0	0	0	0	0	0	0	
1494482																																																																																																																																																																																																8326	0	0	0	46669	0	597	0	4417	0	0	0	0	4842	0	0	0	375	0	0	425	425	4426	4130	11477	3111	27233	0	0	0.099556	0.143195	0.130626	0	0	0	4417	425	0	0	0	0	0	0	0	0	0	0	0	0	
1494914																																																																																																																																																																																																133458	0	1098	118362	989202	0	16380	0	120045	4255	0	0	0	126061	0	0	0	2054	0	0	7613	7613	269434	102430	96722	21738	535397	0	0	0.1203	0.2101	0.1974	0.0000	0.0000	0.0000	118448	7613	1253	0	0	0	0	0	0	0	0	0	0	0	
1496150																																																																																																																																																																																																2717	0	101	0	6242	0	0	0	5777	0	0	0	0	5777	0	0	0	0	0	0	0	0	101	2717	0	3424	3424	0	0	0.925208	1.456264	1.456264	0.000000	0.000000	0.000000	5777	0	0	0	0	0	0	0	0	0	0	0	0	0	
1516423																																																																																																																																																																																																19448	0	0	76891	293596	0	8264	0	15011	0	0	0	0	19881	0	0	0	0	0	0	2395	2395	82871	19727	31330	22064	172015	0	57	0.0589	0.1070	0.0941	0.0000	0.0000	0.0000	17486	2395	-2532	0	0	0	0	0	0	0	0	0	0	0	
1629903																																																																																																																																																																																																840	0	0	1004	23946	0	0	0	19747	0	0	0	0	19746	0	0	0	0	0	0	0	0	1496	10013	0	12435	12435	0	0	0.866015	1.367641	1.367641	0.000000	0.000000	0.000000	19746	0	1	0	0	0	0	0	0	0	0	0	0	0	
1718188																																																																																																																																																																																																107437	0	2746	220228	1158281	0	16820	0	141550	0	0	0	0	147265	0	0	0	112516	0	0	12081	12081	72019	196795	57091	73302	840151	15811	0	0.1204	0.1530	0.1404	0.0000	0.0000	0.0000	135184	12081	583	137	0	20846	0	0	0	0	0	0	0	0	
1718469																																																																																																																																																																																																347088	0	407189	0	1899084	0	2798	0	143344	0	0	0	0	136126	150000	0	0	0	0	0	2798	2798	321750	440361	842188	148034	294063	592620	0	0.070579	0.169413	0.165931	0	0	0	133328	2798	0	0	285000	0	0	0	0	0	0	0	0	0	
1820979																																																																																																																																																																																																296	0	0	3876	4293	0	0	0	3777	0	0	0	0	3726	0	0	0	0	0	0	0	0	1009	1363	0	52	1870	0	0	0.9044	1.7387	1.7387	0.0000	0.0000	0.0000	3726	0	51	0	0	0	0	0	0	0	0	0	0	0	
1826382																																																																																																																																																																																																461	0	0	4004	73639	0	2933	0	17609	0	0	0	0	18435	0	0	0	4	0	0	842	842	384	6709	6914	5996	62539	0	0	0.236309	0.282533	0.269629	0	0	0	17593	842	16	0	0	0	0	0	0	0	0	0	0	0	
1830035	41106000	0	0	3060000	158325000	0	5680000	0	19393000	0	0	0	0	21693000	684000	10106000	0	218000	-257000	0	1552000	1552000	10803000	35563000	8000	4218000	116781000	0	0	0.127166	0.18078	0.167846	0.127095	0.167729	0.180539	20141000	1552000	8000	290000	500000	0	162000	0	0	0	0	0	0	0	0	0	0	0	0	0	400000	0	4128000	119997000	0	30000	6000	30000	0	112548000	0	0	0	0	0	0	0	0	0	0	1093000	594000	0	0	0	0	0	5697000	35409000	0	0	0	0	0	0	9000	3001000	27000	8000	15000	0	0	0	0	0	0	0	0	0	112548000	0	0	0	0	0	7291000	841000	2105000	127000	0	-4830000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109000	0	0	0	109000	0	272000	128000	10803000	35835000	136000	116890000	0	7167000	68000	116890000	124125000	0	0	0	20141000	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158977000	1000	158384000	39321000		0	380000									0																																					
1836701																																																																																																																																																																																																42320	0	0	2643	204313	0	2321	0	18831	0	0	0	0	20896	7275	0	0	12890	0	0	2045	2045	22432	23329	18842	4059	142061	659	0	0.0931	0.1280	0.1154	0.0000	0.0000	0.0000	18851	2045	-20	0	0	0	0	0	0	0	0	0	0	0	
1842065																																																																																																																																																																																																294966	0	955688	1580179	13445169	0	173178	0	1509287	4232	0	0	57361	1590989	1765379	205269	26210	2833750	-2305	48000	153644	201644	605796	2571305	493225	270353	9757677	34803	0	0.104726	0.129744	0.113300	0	0	0	1389345	201644	16485	55702	5382430	654153	5335	0	0	0	0	0	0	0	
1852569																																																																																																																																																																																																156802	0	0	0	330845	0	2996	0	44495	30	0	0	0	46408	0	0	2435	0	0	0	2071	2071	164628	15415	5169	9543	148471	5169	0	0.127363	0.281699	0.269128	0.000000	0.000000	0.000000	44337	2071	0	0	0	0	0	0	0	0	0	0	0	0	
1861927																																																																																																																																																																																																51855	0	8560	109338	628785	0	14084	0	73436	0	0	0	0	79749	0	0	2026	22828	0	0	5747	5747	78219	106542	64331	61055	394732	18633	0	0.1191	0.1767	0.1640	0.0000	0.0000	0.0000	74002	5747	-566	0	0	0	0	0	0	0	0	0	0	0	
1862719																																																																																																																																																																																																84548	0	0	21183	716393	0	6537	0	60386	8437	0	0	0	66896	0	0	0	40655	0	0	6537	6537	47021	109297	129680	49297	436905	8847	0	0.082452	0.122673	0.110686	0.000000	0.000000	0.000000	60359	6537	27	0	0	0	0	0	0	0	0	0	0	0	
1863097																																																																																																																																																																																																34272	0	10367	95165	392376	0	5681	0	36340	0	0	0	0	37925	0	0	0	0	0	0	2960	2960	27387	104730	100632	24661	163224	1238	0	0.089692	0.162114	0.149461	0.000000	0.000000	0.000000	34965	2960	1375	0	0	0	0	0	0	0	0	0	0	0	
1864197																																																																																																																																																																																																102217	0	0	119328	644179	0	7570	0	63177	0	0	0	0	68078	0	0	213	23116	0	0	5722	5722	81454	131893	35281	32744	401807	0	0	0.0975	0.1494	0.1368	0.0000	0.0000	0.0000	62356	5722	703	0	0	0	0	0	0	0	0	0	0	0	
1864601																																																																																																																																																																																																65864	0	0	16198	456824	0	6682	0	64227	0	0	0	0	54222	0	0	0	8431	0	0	4340	4340	59631	27332	49674	6262	312645	0	146	0.1155	0.1573	0.1447	0.0000	0.0000	0.0000	49882	4340	-168	0	0	0	0	0	0	0	0	0	0	0	
1865680																																																																																																																																																																																																83226	0	0	38274	548246	35	12935	0	78325	1713	0	0	0	84589	0	0	0	2158	0	0	5321	5356	40581	103769	29101	13138	388522	1955	0	0.1480	0.2023	0.1895	0.0000	0.0000	0.0000	79233	5356	-908	0	0	0	0	0	0	0	0	0	0	0	
