"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
673477					CONF							0	0	0	0	false		0	0												0	0	0	0																			
673851	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0																
673909	428		415		CONF							0	0	0	0	false		0	0		194			977		373	594				0	0	0	0																			
674344	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
674849	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	4402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												CAPITALIZATION OF MORTGAGE SERVICING RIGHTS ASSET				
675042	35	3	21	23	CONF				46	69		0	0	0	0	true	23	0	0		31	13	6	131	26	96	13		11	75	0	0	0	0	2	19	12				Software Expense (purchases, upgrades, maintenance)	Depreciation Charges to Other Real Estate Owned						The figure in line item 7.c.(1) of Schedule RI of "134" represents Goodwill Amortization Expense - there is NO "Impairment Loss".  It is our understanding that Goodwill Amortization Expense is to be reported in this line item.					
675051	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0																
675079	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0																
675248	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
675332	119331	0	0	0	CONF	249575	132962	91008	112219	0	0	0	0	0	0	false	0	-7779	0	0	0	0	0	383593	0	294233	0	0	0	0	0	0	0	0	0	0	0	Originated mortgage servicing rights income	Operating lease revenue	Loan commitment fees - not yield related	Operating lease - depreciation								ASU 2016-01, ASU 2017-12 and ASU 2018-02				
675341					CONF							0	0	0	0	false		0	0												0	0	0	0																			
675659	52	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	62	0	0	62	0	0	0	0	0	0	0	0	0																
675855					CONF							400	0	0	0	false		0	0												0	0	0	0										CAPITAL INJECTION FROM CALDWELL HOLDING COMPANY									
676049	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0																
676151					CONF							0	0	0	0	false		0	0												0	0	0	0																			
676478				1046	CONF		404					109	230	0	0	false		0	-33		358			911		199	492	436			0	0	0	0					Loan Fee Income		OCC assessment			ESOP Allocation	Transfer of assets from parent to bank					Re-evaluation tax deferred asset from prior years			
677176	2144		548	1079	CONF	124	143		522			0	0	0	0	false	277	0	0	154		285	438	7225	967	4237	1414	1222	1546	1331	0	0	0	0	193	1444	929	cash advance fees	loan prep fees collected		Mortgage fees												
677354	17	4	19	3	CONF	0	0	0	37	4	12	0	0	0	0	false	20	0	0	0	0	7	8	115	16	0	47	27	16	32	0	0	0	0	11	0	0				Comptroll of Currency	Donations	Other Insurance and Bonds										
677448					CONF							0	0	0	0	false		0	0												0	0	0	0																			
677644					CONF							0	0	0	0	false		0	0		413		1522	2608						477	0	0	0	0																			
677756	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
677970	131	0	0	0	CONF	161	22	0	114	45	26	0	0	0	0	false	18	0	0	6	0	8	0	394	40	172	39	0	0	18	0	0	0	0	0	0	0	Other Loan Fees	Misc Exp		Demand Acct	Supervisor Exam	Employee Exp										
678052					CONF							0	0	0	0	false		0	0												0	0	0	0																			
678070	21		77		CONF				45			0	0	0	0	false	13	-90	0		191		6	86	12	19	95	6	39	47	0	0	0	0							Correspondent bank fees								Early adoption regarding premiums with passed call dates				
678258					CONF							0	0	0	0	false		0	0												0	0	0	0																			
678454					CONF							0	0	0	0	false		0	0				158	166							0	0	0	0							Taxes Ad Valorem Capital	Janitor and Bldg Maintenance	Seminars and Training										
678557	39	0	19	11	CONF	61	0	0	15	0	0	0	0	0	0	false	16	0	0	0	0	7	4	141	26	73	41	0	78	7	0	0	0	0	2	0	0	Service Charges Other			Sch/ Dues / Trade Papers/ Magazine												
678575					CONF							0	0	0	0	false		0	0												0	0	0	0															adjust 2014 deffered taxes per our auditors				
678717	1412	0	0	0	CONF	658	0	0	959	6296	0	0	0	0	0	false	0	0	0	0	386	0	193	1113	0	1167	1012	0	0	0	0	0	0	0	0	0	0	Loan Servicing Fees			PA Share Tax	Affliiate Service Charges											
678744	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	220	0	0	0	0	0	126	0	0	0	0	0	0	0																
679246					CONF							0	0	0	0	false		0	0												0	0	0	0																			
679451					CONF							0	0	0	0	false		0	0												0	0	0	0																			
679648					CONF							0	0	0	0	false		0	0												0	0	0	0																			
680055	268				CONF				270	256		5000	0	0	0	false		0	0												0	0	0	0							Computer Software Agreements	ABL Lease Service Fee		Injection of Capital									
680130					CONF	180	241	233				0	0	0	0	false		0	0		202		113	1249			222	343		219	0	0	0	0				Mortgage Loans Fees	Other Income	BEA Program													
680354	0	0	0	0	CONF	0	0	0	3072	0	0	0	0	0	0	false	0	0	0	0	0	0	0	620	0	1101	0	0	0	0	0	0	0	0	0	0	0				MANAGEMENT FEES												
680457					CONF							0	0	0	0	false		0	0												0	0	0	0																			
680747					CONF							0	0	0	0	false		0	0												0	0	0	0																			
680813	1076	0	0	0	CONF	451	0	0	1302	0	0	0	0	0	0	false	0	0	0	0	660	0	0	2158	0	2488	0	0	932	0	0	0	0	0	0	0	0	INCOME FROM SBIC FUND			INTANGIBLE TAX												
681043					CONF							0	0	0	0	false		0	0												0	0	0	0																			
681249	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0																
682143					CONF							0	0	0	0	false		0	0												0	0	0	0																			
682479					CONF							0	0	0	0	false		0	0												0	0	0	0																			
682545					CONF							0	0	0	0	false		0	0												0	0	0	0																			
682563	21947	0	0	0	CONF	3569	0	0	26824	0	0	0	0	0	0	false	0	-2285	0	0	0	0	0	0	0	7893	0	17994	0	0	0	0	0	0	11252	0	0	Commitment Fees - Unused Balance			Software Maintenance								Adoption of Rev Rec Standard ASC-606				
682648					CONF							0	0	0	0	false		0	0												0	0	0	0																			
683449					CONF	231			389	230	144	0	0	0	0	false		-49	0		138		111	288		189					0	0	0	0				Accounting Fees			Management fees	Trust Expense	Donations						OCI retained earnings reclass (due to tax reform)				
683814	155	0	0	0	CONF	0	0	0	345	0	0	0	0	0	0	false	0	0	0	0	0	0	359	240	0	0	0	0	182	0	0	0	0	0	0	0	0				BANK FRANCHISE TAX												
684455					CONF							3002	0	0	0	false		0	0												0	0	0	0										Capital Injection									
685023	18	0	52	7	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	1	0	5	119	134	15	0	21	0	64	0	0	0	0	0	1	0	0																
685368	2	19	134	8	CONF	0	0	0	662	0	0	0	0	0	0	false	6	0	0	0	81	6	177	464	31	0	71	42	118	84	0	0	0	0	0	0	0				MERGER COST												
685649	143	0	0	111	CONF	0	0	0	213	0	0	0	0	0	0	false	0	0	0	0	122	0	0	708	0	259	223	0	212	0	0	0	0	0	0	0	0				secondary market mortgage expense												
685676					CONF							0	0	0	0	false		0	0												0	0	0	0																			
685779					CONF							0	0	0	0	false		0	0												0	0	0	0																			
686459	96		58	75	CONF							0	0	0	0	false	47	0	0		21	11	17	249	41	228	83		98	83	0	0	0	0		10																	
686570					CONF							0	0	0	0	false		0	0												0	0	0	0																			
686655	0	0	0	0	CONF	0	0	0	119	0	0	0	0	-3652	0	false	0	0	0	0	0	0	0	271	0	134	0	0	0	125	0	0	0	0	0	0	0				Misc Expense					Acquired by RCB Holding Companyu on 5/7/18							
686758					CONF							0	0	0	0	false		0	0												0	0	0	0																			
687009	1393				CONF	1541						0	0	0	0	false		0	0		2573			2488		3675			1624	1321	0	0	0	0	813			Loan and Lease Fees															
687054	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
687474					CONF							7400	0	-2879	0	false		0	0												0	0	0	0										INFUSION FROM PARENT COMPANY		APPLICATION OF PUSH DOWN ACCOUNTING							
687830					CONF							0	0	332	0	false		0	0												0	0	0	0												Bank Merger other banks yr end allowance							
687951	735	124			CONF							0	0	0	0	false		0	0		129		114	814		498			327		0	0	0	0																			
688079	0	0	0	0	CONF	885	-2674	0	10965	0	0	0	0	0	0	false	0	-7554	0	0	12213	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0	0	Intercompany allocations	Net change on fair values of financial instruments		Intercompany allocations								Cumulative effect of changes in accounting principles				
688257	9	0	64	1	CONF	273	0	0	0	0	0	0	0	0	0	false	14	0	0	0	217	28	94	606	62	11	105	0	220	87	0	0	0	0	9	50	0	Miscellaneous															
688453	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
688556					CONF							0	0	0	0	false		0	0												0	0	0	0																			
689209	1188	0	332	0	CONF	200	0	0	331	686	0	0	0	0	0	false	0	0	0	0	155	79	140	1650	0	1796	256	340	779	0	0	0	0	0	0	0	0	Miscellaneous Income			Software Depreciation	Contributions											
689357	368		119	27	CONF				253		68	0	0	0	0	false	24	0	0	20		34	203	490	104	85	161		81	62	0	0	0	0	90						Other Outside Service		Security										
689759					CONF							0	0	0	0	false		0	0												0	0	0	0																			
691042					CONF							0	0	0	0	false		37	0												0	0	0	0															Change in Tax Accounting				
691556	54	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	92	35	73	81	26	0	149	0	0	40	0	0	0	0	0	0	0																
691743	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0																
691958					CONF							0	0	0	0	false		0	0												0	0	0	0																			
692450	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
692704	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	236514	0	0	0	0	0	0	0	0	0																
692946	72	5	120	118	CONF	0	0	0	225	81	0	0	0	0	0	false	65	0	0	0	90	25	0	598	72	462	40	137	244	208	0	0	0	0	0	72	89				Bank Franchise taxes	Local Deposit Taxes											
693073					CONF							0	0	0	0	false		0	0												0	0	0	0																			
693224	7788				CONF	2178			31535	8630		0	0	-181	0	false		-400	0		5084					13387					-3768	-795	0	0				Loan Swap Fees			Merger Expenses	Franchise Tax				Provision release related to discontinued operations			Adoption of ASU 2017-12		WIND DOWN Of Union Mortgage Group		
693345	1631			673	CONF	230	5331			419		559	0	0	0	false	531	2359	0	221	870	276	847	1870	612	6830			3566	1120	0	0	0	0	272	1074	1006	Visa Merchant Fees	Other			Freight & Delivery		Reimburse Holding Co. for Restricted Stock incentive plan					ASU 2018-02 adjustment				
693952					CONF							0	0	0	0	false		0	0												0	0	0	0															ACCUMULATIVE ADJUSTMENT SPREAD OVER A PERIOD OF YEARS FOR MORTGAGE SERVICING RIGHTS				
694146					CONF							0	0	0	0	false		0	0												0	0	0	0																			
694771	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												Per CPA; adj retained earnings for difference in 2017 est. taxes payments & actual taxes.				
694847					CONF							0	0	0	0	false		0	0												0	0	0	0																			
694904	5431	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	18535	0	0	9314	0	3386	0	6152	0	6299	0	0	0	0	0	0	0											Additional item for RC-M 8.c Roosevelt Savings Bank					
695077			70		CONF	50						0	0	0	0	false		0	0				70	175			146	164		132	0	0	0	0				Misc Income			Payment of Prepayment Penalty on FHLB Asvances												
695134					CONF							0	0	0	0	false		0	0												0	0	0	0																			
695349	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	133	0	450	399	158	0	0	0	206	0	0	0	0	0	0	0	0																
695947					CONF							0	0	0	0	false		0	0												0	0	0	0																			
696047					CONF							0	0	0	0	false		0	0												0	0	0	0																			
696168					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
696430					CONF							0	0	0	0	false		0	0												0	0	0	0																			
696551					CONF							0	0	0	0	false		0	0												0	0	0	0																			
696645	0	0	0	0	CONF	157	0	27	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	209	0	0	162	0	143	0	0	0	0	0	0	0	0	VISA ck card income	OSC	BOLI Income	Misc operating	Customer Claims	Dues & subscriptions										
697035	16	0	67	0	CONF	13	0	0	22	23	0	0	0	0	0	false	17	0	0	0	0	0	101	0	27	0	67	0	53	30	0	0	0	0	0	0	29	Other Income			Other Expense	Fees SBA Loans											
697147					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0			0																
697156					CONF							0	0	0	0	false		0	0												0	0	0	0												Transfer of BOQ ALLL at merger 10/31/2015							
697231	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
697633	77847	0	0	0	CONF	35202	29789	0	157061	92664	50066	0	0	0	0	false	0	0	0	0	0	0	0	0	0	127945	0	0	0	0	0	0	0	0	0	0	0	Loan Commitment Fees	Intercompany administrative and referral fees		Professional Services	Software Amortization Expense	Software Maintenance								0	0	
697763					CONF				3441	2200	3500	0	0	0	0	false		0	0				1407	6930		12149					0	0	0	0							Management Fees	Limited Partnership Opertaing Losses	Loss Contingency										
697950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
697978					CONF	201	165			3266		0	0	0	0	false		0	0		677		141	1796							0	0	0	0				Merchant Card	Late Fees	Other Service Charges		Merger & Acquisition Related Costs											
698144	658	0	81	58	CONF	520	0	0	955	0	0	0	0	0	0	false	160	0	0	102	163	27	56	1520	184	1882	267	113	1049	112	0	0	0	0	55	68	17	Merchant Program Fees & Commissions			Bank Franchise Tax												
698546	39	21	7	2	CONF	0	0	0	40	19	0	0	0	0	0	false	33	0	0	0	46	13	34	0	30	0	36	9	0	13	0	0	0	0	0	0	0				Defferred Comp Expande	Expenses/other bank prep				Adjustments							
698649					CONF							-150	0	0	0	false		0	0												0	0	0	0										RETURN OF CAPITAL TO THUMB BANCORP									
699105					CONF							0	0	0	0	false		0	0												0	0	0	0																			
699253					CONF							0	0	0	0	false		0	0					103							0	0	0	0																			
699534					CONF							0	0	0	0	false		0	0		103			857		428					0	0	0	0																			
700140	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0											Data processing expenses include amounts for core processor conversion completed during second quarter 2018					
700252	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
700430					CONF	233			103			0	0	0	0	false		0	0										133		0	0	0	0				CDFI Grant Income			Service Contracts												
700458					CONF							3200	1000	0	0	false		0	0												0	0	0	0										acquisitions transactions with Holding Company	added to surplus due to acquisition								
701062	2096				CONF	971						0	0	0	0	false		0	0		1874			7241		4693	2164	2309	2032		0	0	0	0				Adminstrative Fees															
701222					CONF							0	0	0	0	false		0	0												0	0	0	0											0								
701259					CONF							0	0	0	0	false		0	0												0	0	0	0																			
701839					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
701857	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
701950					CONF							0	0	0	0	false		0	0												0	0	0	0																			
702117					CONF	3520		4627		6495		0	0	0	0	false		0	0					11475		14183		6642			0	0	0	0				Bank Owned Life Insurance		Retirement Plan Administration Fees		Sundry O/S Svc Fees and Expenses											
702359					CONF							0	0	0	0	false		0	0												0	0	0	0																			
702612					CONF							0	0	0	0	false		0	0												0	0	0	0																			
702836					CONF							0	0	0	0	false		0	0												0	0	0	0																			
702911	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
702966	2	0	38	1	CONF	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	1	0	0	15	32	39	0	0	0	0	0	0	0	3	0	0																
703039					CONF							0	0	0	0	false		-4	0												0	0	0	0															2017 Inc Tax Adjustment From 2017 Tax Return				
703552	1431		106	315	CONF	301	250					2000	0	0	0	false	80	0	0		258			1085	217	712	104	586	86	243	0	0	0	0	177	7	123	Mortgage Fee Income	Lease Income					Contribution of capital from Holding Company									
703767					CONF	546	462	323				0	0	0	0	false		0	0		522			1259		1106					0	0	0	0				LOAN PLACEMENT FEES	NET GAIN ON SALE OF CREDIT CARD PORTFOLIO	ANY OTHER INCOME													
704447					CONF	2082	252		378	492		0	0	0	0	false		0	0							330		817			0	0	0	0				C.C. Annual Fee	C.C. Payment Protection		Collection Servcies	Card Servicing Fee	0										
704559	1285	0	0	0	CONF	1163	0	0	2478	2751	2647	0	0	0	0	false	0	0	0	0		0	0	1434	0	4182	0	1502	0	0	0	0	0	0	0	0	0	Merchant and Cardholder Operations			Bank Card Expenses	Inter-Company Operations	FDIC Indemnification Asset Amortization										
704755	749				CONF				429			-18	0	0	0	false		0	0		550			1263		711				418	0	0	0	0							LOAN RELATED EXPENSE			TAX PAYMENT ON BEHALF OF SHAREHOLDERS									
705378					CONF							0	0	0	0	false		0	0												0	0	0	0																			
705444					CONF							0	0	0	0	false		7	0					283							0	0	0	0															7				
705556			34	104	CONF							0	0	0	0	false	29	0	0	3		10	176	675	119		24			72	0	0	0	0		35																	
706030	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0																
706058					CONF							0	0	0	0	false		0	0												0	0	0	0																			
706236	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
706254	325				CONF							0	0	0	0	false		0	0				113	413	187		146		290		0	0	0	0																			
706450					CONF							0	0	0	0	false		0	0												0	0	0	0																			
706656					CONF							0	0	0	0	false		0	0												0	0	0	0																			
707354	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	920	0	0	3441	0	5724	0	0	1854	0	0	0	0	0	0	0	0																
708333					CONF							0	0	0	0	false		0	0					238		101					0	0	0	0																			
708379	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	230	200	0	0	0	138	154	0	0	0	0	0	0	0	0																
708753					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
709143	116	0	0	0	CONF	0	0	0	204	105	0	0	0	0	0	false	100	0	0	0	225	0	0	0	0	0	0	176	0	174	0	0	0	0	0	0	0				SOFTWARE LICENSING/MAINT.	CONTRIBUTIONS											
709451					CONF							0	0	0	0	false		0	0												0	0	0	0																			
709554					CONF							0	0	0	0	false		0	0												0	0	0	0																			
709602	1410		729		CONF	1102	2361					-50	0	0	0	false		0	0					1998		1035					0	0	0	0				UNIPAY AND MISCELLANEOUS FEES GL 730920 AND 730915	BOAT LOAN ORIGINATION FEE GL 760100					Transfer of investment in subsidiary to Parent Company									
709639					CONF							0	0	0	0	false		0	0												0	0	0	0																			
709956	0	0	0	128	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	133	277	0	0	0	0	0	0	0	0	0	0	0	321	0																
710176					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
710859					CONF							0	0	0	0	false		0	0												0	0	0	0																			
711472	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	4805	0	0	14890	0	0	17660	0	0	0	0	0	0	0	0																
711520					CONF							0	0	0	0	false		0	0												0	0	0	0																			
711548					CONF							0	0	0	0	false		0	0												0	0	0	0																			
711753					CONF							0	0	0	0	false		0	0												0	0	0	0																			
711801					CONF							0	0	0	0	false		0	0												0	0	0	0																			
712059					CONF							0	0	0	0	false		0	0												0	0	0	0																			
712273					CONF							0	0	0	0	false		0	0												0	0	0	0																			
712648					CONF							0	0	-17	0	false		0	0												0	0	0	0												Provision for loan loss accrual in 2018 but not transferred to loan loss reserve account.							
712956					CONF							0	0	0	0	false		0	0												0	0	0	0																			
713047					CONF							0	0	0	0	false		0	0												0	0	0	0																			
713140					CONF							0	0	0	0	false		0	0												0	0	0	0																			
713252	0	0	0	0	CONF	0	0	0	104	0	0	0	0	0	0	false	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0				One-time ATM de-conversion fee												
713476	166	0	188	182	CONF	0	0	0	0	0	0	0	0	0	0	false	90	0	0	1	305	6	48	547	41	309	170	261	98	125	0	0	0	0	0	7	81																
713926	363		345	372	CONF				417			0	0	0	0	false	140	0	0	63	380		92	888	230	138	190		467	232	0	0	0	0	9	279	314				Taxes Other												
714165					CONF							0	0	0	0	false		0	0												0	0	0	0																			
714437					CONF							0	0	0	0	false		0	0												0	0	0	0																			
714839					CONF				168			0	0	0	0	false		0	0					327							0	0	0	0							Professional Services	0											
714978					CONF	0	0	0	0	0	0	0	0	0	0	false		0	0												0	0	0	0																			
715032	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0																
715050					CONF							0	0	0	0	false		0	0												0	0	0	0																			
715144					CONF							0	0	0	0	false		0	0												0	0	0	0																			
715340					CONF							0	0	0	0	false		0	0												0	0	0	0																			
715470					CONF							0	0	0	0	false		0	0					59							0	0	0	0														Core processing expense aka Fiserv					
715630	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	-30	0	0	0	0	0	418	0	237	0	0	220	0	0	0	0	0	0	0	0												Retained Earnings Adj for Tax Rate Change Effect on DTAs related to Unrealized Gains/Losses on Secu				
715872			139	55	CONF	191	115		123			0	0	0	0	false		0	0		95			575		391	104	71			0	0	0	0		289	93	Rent income from company office space	Misc Loan Fees		Misc loan expense												
715975					CONF							0	0	0	0	false		0	0												0	0	0	0																			
716374					CONF							-1921	0	-2	0	false		0	0												0	0	0	0										Dividend to Holding Co for First Bancorp Stock Purchase		Purchase Accounting adj fpr ln payoff/charge off							
716413				5296	CONF	2833	1464	-3891	5925	4391	4107	0	0	0	0	false		0	0				1309	8588		7943			8244		0	0	0	0		4645		MANAGEMENT FEE INTERCOMPANY	CASH MANAGEMENT SERVICE	AMORTIZATION OF THE FDIC INDEMNIFICATION ASSET	LOAN RELATED EXPENSES	MANAGEMENT FEES	LOSS ON REPURCHASED LOANS										
716655					CONF							0	0	0	0	false		0	0												0	0	0	0																			
716833					CONF	400						0	0	0	0	false		0	0		963			3194		1679		798	915		0	0	0	0			1126	MasterCard sign on incentive															
716851	0	0	0	0	CONF	532	0	0	270	441	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	444	0	0	502	0	0	0	0	0	0	0	0	Combanc Development I, LLC			Trust Outside Service Fees	Combanc Development I, LLC											
716954	189	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0																
717232					CONF							0	0	0	0	false		0	0												0	0	0	0																			
717513					CONF							0	0	0	0	false		0	0												0	0	0	0																			
717670					CONF							0	0	0	0	false		0	0												0	0	0	0																			
717737	732	387	434	108	CONF	-607			188			0	0	0	0	false	77	0	0	10	411	51	378	1318	175	1865	80	274	145	205	0	0	0	0	44	123	114	Loss on Low Income Housing Development Investment			OCC Comptrollers Assessment												
717924	1309	0	0	0	CONF	857	1000	0	1854	956	0	0	0	0	0	false	0	0	0	0	615	0	0	5283	0	3248	0	1300	0	0	0	0	0	0	0	0	0	Other non-interest income	Consulting and Advisory		Other non-interest expense	Software and related depreciation											
718079	59	0	0	0	CONF	0	0	0	0	0	0	115	0	0	0	false	0	0	0	0	0	0	339	471	0	0	98	0	173	0	0	0	0	0	0	0	0							3 stock options exercised in May 2018									
718145					CONF							0	0	0	0	false		0	0												0	0	0	0																			
718275					CONF							0	0	0	0	false		0	0												0	0	0	0																			
718538	113	0	133	0	CONF	0	0	0	142	0	0	0	0	0	0	false	0	0	0	0	0	0	231	779	0	0	108	0	0	0	0	0	0	0	0	0	0				Highlands Management Fees												
719030					CONF							0	0	0	0	false		0	0												0	0	0	0																			
719610					CONF							0	0	0	0	false		0	0												0	0	0	0																			
719656					CONF							0	0	0	0	false		0	0												0	0	0	0																			
719964	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0																
720157					CONF							0	0	0	0	false		0	0												0	0	0	0																			
720344			137		CONF							0	0	0	0	false		0	0					552		120					0	0	0	0																			
720746					CONF							0	0	0	0	false		0	0												0	0	0	0																			
720858					CONF							0	0	0	0	false		0	0												0	0	0	0																			
720951	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
721350	0	0	0	0	CONF	0	0	0	0	0	0	0	0	11	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									12/31/17 ALLL balance First State Bank of Warner.  See explaination in RI-E 7 below.		First State Bank of Warner merged into BankNorth on 9/14/18.  Both entities are wholly owned subsidiaries of First Financial Corporation.  Because the entities were owned under common control the merger was accounted for similar to a pooling of interests.  The Statement of Operations presents financial results as if the entities were combined on the first day of the calendar year through September 30, 2018.  Push down accounting was completed during Q3 2017 on First State Bank of Warner's books, when it was acquired by First Financial Corporation (pre-merger).					
721752					CONF							0	0	0	0	false		0	0												0	0	0	0																			
721949					CONF							0	0	0	0	false		0	0												0	0	0	0																			
722227					CONF							0	0	0	0	false		0	0												0	0	0	0																			
722432	0	0	0	0	CONF	121	0	0	0	0	0	0	0	0	0	false	0	0	0	0	154	0	0	271	0	0	0	0	414	186	0	0	0	0	0	0	0	Commissions on Credit Life & GAP Ins															
722544	0	0	0	0	CONF	397	0	0	0	0	0	0	0	0	0	false	0	0	0	0	866	0	0	3218	0	1520	0	0	0	0	0	0	0	0	0	0	0	letter of credit															
722777	69810	0	0	0	CONF	33874	-20818	37509	33176	131741	0	0	0	0	0	false	0	0	0	0	43986	0	0	0	0	44124	0	0	0	0	0	0	0	0	0	0	0	Operating Lease Income	Management Fees	Loan Fee Income	Loan Fees	Technology Services		0	0	0	0		0	0	0	0	
