"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	RCONL133	RCONL135	RCONN512	RCONN514	RCONN515	RCONN516	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
12142																																											0	120	1500	0	1500	true	0	0	0	0	0	120	407	0	0	0	false	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.clevelandstatebank.com	
12179																																											0	0	0	0	1396	true	0	0	0	0	0	0	106	0	0	0	false	0	0	0	0	500	0	896	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.amsavingsbank.com	
12245																																											0	127	2000	0	4900	true	0	47	0	80	0	0	3374	3	0	0	false	0	0	0	2000	0	2900	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.banknorthwis.com	
12311	272587	35691	324714	163280	2091466	true	77922	204350	6	175322	31385	true	3733415	61433	324714	0	1341	7177	0	61433	1161801	35000	500000	65000	0	0	0	0	0	0	0	0	0	0	0	0	0	10858	0	0	0	0					2091466			1303	69	30892	0	3427								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0							true	false	false	false	true	false	false	false	true	1	1360	31339	0	www.pawsbanking.com		www.steeltownbanking.com		www.detroitlionsbanking.com		www.coltsbanking.com		www.bluejacketsbanking.com		www.monsterbanking.com		www.clippersbanking.com	www.aueglebanking.com	www.bulldogbanking.com	www.goldenflashesbanking.com	www.Huntington.com	
12647																																											0	774	0	0	0	true	0	712	0	62	0	0	3060	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	0	0	0	0																	http://PORTAGECOUNTYBANK.COM	
12656																																											0	134	0	0	0	true	0	0	0	134	0	0	424	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.mybankathome.com	
12937																																											0	0	0	0	1215	true	0	0	0	0	0	0	3814	2	0	0	false	0	0	0	0	1215	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false					www.oakbank.com																www.oakbank.com	
12946																																											0	3596	0	0	1374	true	0	2963	0	142	0	491	4026	2	0	0	true	0	0	0	0	239	314	821	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.myfbtbank.com	
12955																																											0	488	0	0	2292	true	0	488	0	0	0	0	2148	2	0	0	false	0	0	0	0	0	1900	392	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.bankofnebraska.com	
13103																																											5374	1111	0	0	107959	true	5374	0	0	982	0	129	3221	4	0	0	false	0	0	0	0	57000	50625	334	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.bristolcountysavingsbank.com	
13251																																											0	474	0	0	0	false	0	92	0	129	0	253	67	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.elysianbank.net	
13457																																											0	0	0	0	0	true	0	0	0	0	0	0	117	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.bankoflewellen.com	
14052																																											0	355	0	0	1000	true	0	0	0	160	0	195	271	0	0	0	false	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.lcbwi.com	
14155																																											0	522	0	0	4150	true	0	427	0	95	0	0	483	0	0	0	false	0	0	0	0	900	3250	0	3000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false	0	0	0	0																	http://www.fandcbank.com	
14650																																											0	0	0	0	0	true	0	0	0	0	0	0	3	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	www.banklg.com	
14753																																											0	150	0	0	0	true	0	0	0	150	0	0	1158	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.fsbbucklin.com	
14865																																											0	114	0	0	0	true	0	0	0	0	0	114	1049	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	false	false	false	false																					www.beobank.com	
14977																																											0	16	0	0	525	false	0	16	0	0	0	0	509	0	0	0	false	0	0	0	500	13	12	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://firstfedlfd.com	
16458																																											0	0	0	0	73	true	0	0	0	0	0	0	1521	1	0	0	true	0	73	0	0	0	0	0	0	73	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.douglascountybank.com	
16551																																											1832	1150	2000	1296	10000	true	536	558	0	537	25	30	78	0	1296	0	false	0	0	0	2000	3000	5000	0	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					http://www.northviewbank.com	
16748																																											372	29	0	372	0	true	0	0	0	29	0	0	1111	1	372	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0		Haubstadt State Bank A Division of Elberfeld State Bank		Evansville State Bank  A Division of Elberfeld State Bank													http://www.esbanc.com	
16944																																											0	292	0	0	0	true	0	0	0	142	0	150	734	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.wmsbank.com	
16953																																											0	0	0	0	0	true	0	0	0	0	0	0	67	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	true	false	true	true	true	false	false	0	0	0	0																	http://www.fsbfertile.com	
17110																																											0	0	0	0	0	false	0	0	0	0	0	0	647	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.haverfordquality.com	
17147																																											13977	21077	78996	1770	171357	true	12207	6634	0	2664	165	11614	5780	8	1770	0	true	0	470	0	78996	55692	15851	20348	0	470	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	63	429	0		Lafayette Bank & Trust, A Division of First Merchants Bank N.A.		Commerce National Bank, A Division of FIrst Merchants Bank N.A.		First Merchants Trust Company, A Division of First Merchants Bank N.A.											http://www.firstmerchants.com	
17259																																											0	316	0	0	3000	true	0	0	0	131	0	185	342	0	0	0	false	0	0	0	0	1000	2000	0	0	0	0	0	0	4802	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17464																																											2730	2995	0	2228	0	true	502	2510	0	78	0	407	297	0	2228	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	259	8429	0																	http://www.botc.com	
17950																																											0	469	0	0	0	true	0	0	0	104	0	365	851	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	www.bankofjoliet.com	BANK OF JOLIET/ BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM	www.bankofharlemmt.com	BANK OF RED LODGE	www.bankofredlodge.com	BANK OF GREYBULL/BANK OF LOVELL	www.bankofgreybull.com	BANK OF POWELL	www.bankoflovell.com	BANK OF BUTTE	www.bankofpowell.com	www.bankofbutte.com			www.bankofbridger.com	
17978																																											0	3964	3034	0	11053	true	0	924	790	1886	0	364	4498	2	0	0	false	0	0	0	3034	4018	2394	1607	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true	false	false	false	false	false	false	false	false	false																					www.elizfed.com	
18050																																											325	491	12	0	147	true	325	0	42	370	0	79	3274	2	0	0	true	0	0	0	12	0	0	135	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.fnbbastrop.com	
18135																																											0	193	0	0	18600	false	0	0	0	45	148	0	247	0	0	0	true	6765	0	0	0	11700	6900	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	10	60	0																	http://www.banksouthcentral.com	
18377																																											0	0	0	0	250	false	0	0	0	0	0	0	0	0	0	0	false	0	250	0	0	0	0	0	0	250	0	0	0	0	250	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.ballysavingsbank.com	
18827																																											382	5854	0	0	0	true	382	108	0	319	0	5427	10583	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	www.fmbwpa.com	
18836																																											0	3740	410	0	1909	true	0	763	0	1625	0	1352	2692	1	0	0	false	0	0	0	410	0	1054	445	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.caponvalleybank.com	
18854																																											0	639	0	0	0	true	0	0	22	0	0	617	671	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.bank7.com	
19356																																											0	0	0	0	1913	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1913	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.sbtmiami.com	
19730																																											4283	13741	0	2624	0	true	1659	3103	3098	2025	0	5515	45083	2	2624	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	22	151	0																	www.standardbanks.com	
19936																																											0	107	0	0	0	true	0	62	0	45	0	0	1350	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.cbkamericus.com	
19972																																											0	0	0	0	0	false	0	0	0	0	0	0	714	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																						
20053																																											0	34	0	0	0	true	0	0	0	34	0	0	36	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.securityonlinebank.com	
20512																																											0	217	0	0	0	true	0	0	0	0	0	217	1092	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.fnbpa.com	
20633																																											0	14946	0	0	6000	true	0	0	0	0	11619	3327	3587	2	0	0	false	0	0	0	0	1000	0	0	0	0	0	5000	0	0	5000	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.mcnbbanks.com	
20857																																											0	192	668	0	5669	true	0	0	0	0	0	192	185	0	0	0	false	0	0	0	725	1118	815	3011	4961	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.granitefallsbank.com	
21256																																											0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.statebankofburrtononline.com	
21359																																											0	35	0	0	202	true	0	0	0	0	0	35	147	0	0	0	false	0	19	0	0	0	0	0	0	19	78	59	46	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.asbgrygla.com	
21630																																											0	0	0	0	2481	true	0	0	0	0	0	0	469	0	0	0	false	0	0	0	0	2165	316	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.thetechebank.com	
21658																																											0	243	0	0	0	true	0	0	0	243	0	0	3086	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	true	true	true	false	true	false																					www.alliancebank.us	
22048																																											0	197	8005	0	11285	true	0	0	0	14	0	183	8617	3	0	0	false	0	0	0	8005	234	389	2657	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	true	false	false	false																					www.unionbnk.com	
22543																																											0	50	0	0	0	true	0	0	0	0	0	50	1269	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.istatesavingsbank.com	
22552																																											0	0	0	0	0	true	0	0	0	0	0	0	781	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	10225	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.firstsoutheastbank.com	
22730																																											0	313	0	0	0	true	0	0	0	40	0	273	925	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.westunionbank.com	
22936																																											0	8159	0	0	1227	true	0	5979	83	213	0	1884	2487	2	0	0	false	0	0	0	0	0	0	1227	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://fmbnk.com	
23045																																											0	0	0	0	0	true	0	0	0	0	0	0	459	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	true	false	false	false	false																					www.wmibt.com	
23456																																											0	586	0	0	63	true	0	314	0	0	0	272	300	0	0	0	false	0	0	0	0	0	0	0	0	0	0	63	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false					www.CheckingFinder.com		www.Kasasa.com														www.fnbhenning.com	
23504																																											2063	0	124059	0	152217	true	2063	0	0	0	0	0	3893	2	0	0	true	0	0	0	124059	11783	16375	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	true	1	91	655	0																	http://www.bridgenb.com	
23643																																											0	827	14700	0	14700	true	0	338	80	183	0	226	263	0	0	0	false	0	0	0	14700	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.commercial-bank.net	
23755																																											1376	0	0	1376	6000	true	0	0	0	0	0	0	1850	1	1764	0	true	0	0	0	6000	0	0	0	6000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																					www.fn-cb.com	
24006																																											0	480	0	0	0	true	0	0	0	360	0	120	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.PCSB.com	
24378																																											0	72	0	0	0	true	0	0	0	72	0	0	887	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	1	true	false	false	false	false	false	false	false	false	false																					www.gblbank.com	
24453																																											1113	1114	0	0	21777	true	1113	1114	0	0	0	0	3	0	0	0	true	0	0	0	0	0	21777	0	21777	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0																	http://www.rockymountainbank.com	
24659																																											0	25	0	0	0	true	0	0	0	25	0	0	155	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false	0	0	0	0																	http://www.producestatebank.com	
24668																																											204	339	0	204	0	true	0	0	0	94	0	245	303	0	204	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	true	false	true	false	true	false	true	1	32	354	0																	http://www.banktexas.org	
24855																																											0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false																						
24949																																											1239	7396	200	1239	200	true	0	639	0	571	0	6186	4184	2	1998	0	true	0	0	0	200	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	0	0	0	0	http://www.baraboonational.com																http://www.baraboonational.com	
25357																																											0	0	0	0	0	true	0	0	0	0	0	0	34	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	4	4	0																	http://www.allamericabank.net	
25647																																											0	226	0	0	0	true	0	159	0	67	0	0	630	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false				0																	www.firstsecurebank.com	
26176																																											108	2482	2500	108	79500	true	0	0	0	0	549	1933	0	0	108	0	false	0	0	0	2500	35500	41500	0	8000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	true	true	false	false	true	true	false	false	false																					www.broadwayfederalbank.com	
26242																																											0	0	0	0	0	true	0	0	0	0	0	0	7912	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.goifb.com	
26457																																											0	15	0	0	0	true	0	0	0	15	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false	false	false	false	false																					www.lamontecommunitybank.com	
26765																																											208	805	5000	0	5000	true	208	598	0	0	0	207	3102	2	0	0	false	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	false	false	false	false	1	0	0	0																	http://www.vantagebank.com	
