"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
678717	437	27	0	0	CONF	134	0	0	320	2033	0	0	0	0	0	false	0	0	0	0	105	29	41	364	0	0	358	368	0	154	250	0	0	0	0	0	0	0	0	Loan Servicing Fees			PA Shares Tax	Affiliate Service charges											
678744	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
679246					CONF							0	0	0	0	false		0	0													0	0	0	0								Education & Training												
679451					CONF							0	0	0	0	false		0	0													0	0	0	0																				
679648					CONF				0			0	0	0	0	false		0	0					46								0	0	0	0						0			Loss on Bonds	Telephone & Postage										
680055	113				CONF							0	0	0	0	false		0	0													0	0	0	0																				
680130					CONF							0	0	0	0	false		0	0					415								0	0	0	0																				
680354	0	0	0	0	CONF	0	0	0	1100	142	0	0	0	0	0	false	0	0	0	0	0	0	0	226	0	0	370	0	0	0	116	0	0	0	0	0	0	0	0				MANAGEMENT FEES	CREDIT CARD EXPENSE											
680457					CONF							0	0	0	0	false		0	0					142								0	0	0	0																				
680747	10	0	10	13	CONF	0	0	0	0	0	0	0	0	0	0	false	13	0	0	3	0	4	0	40	19	0	23	0	0	0	0	0	0	0	0	0	0	16	0																
680813	262	0	0	0	CONF	131	71	0	423	0	0	0	0	0	0	false	138	0	0	0	222	44	51	689	132	0	806	182	130	288	223	0	0	0	0	0	0	0	0	INCOME FROM SBIC FUND	INCOME FROM VISA/MASTERCARD		INTANGIBLE TAX												
681043					CONF							0	0	0	0	false		0	0													0	0	0	0																				
681249	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
682143					CONF							0	0	0	0	false		0	0				274					101		195	129	0	0	0	0					OTHER MISC INCOME			INTERNET BANKING/BILLPAY	MISC LOAN EXP.	TRUST DEPARTMENT EXPENSES										
682479					CONF							0	0	0	0	false		0	0													0	0	0	0								Other	REO Expense											
682545					CONF							0	0	0	0	false		0	0													0	0	0	0																				
682563	5756	0	0	2290	CONF	909	531	1193	8496	2764	3905	0	0	0	0	true	0	-2285	0	0	820	470	0	0	0	0	2453	0	5901	0	1928	0	0	0	0	0	3597	0	0	Letters of Credit Fees	Merchant Services Rebate	Commitment fees - Unused Balance	Software Maintenance	Amortized Software	Donations					No line to disclose the following line 1 item: Sundry Recovery- Interest Recovery $743,000.	Adoption of Rev Rec Standard ASC - 606				
682648					CONF							0	0	0	0	false		0	0													0	0	0	0								Donations												
683449					CONF	109			125			0	0	0	0	false		-49	0					93								0	0	0	0					ACCOUNTING FEES			Management fees								OCI retained earnings reclass (due to tax reform)				
683814	0	0	0	0	CONF	0	0	0	115	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0				BANK FRANCHISE TAX												
684455	140		56	118	CONF							0	0	0	0	false	15	0	0	4	20	18	59	457	141		197	40		31	41	0	0	0	0			6	22				Dues and Subscriptions			Capital Injection									
685023	6	0	18	0	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	1	0	1	37	48	2	0	0	5	0	21	0	0	0	0	0	0	0	0	0																
685368	0	0	50	4	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	26	8	58	165	13	0	2	41	14	37	28	0	0	0	0	0	0	0	0																
685649	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
685676	242				CONF				90			0	0	0	0	false		0	0		124			390			225	424			274	0	0	0	0								RE Loan Expense												
685779					CONF							0	0	0	0	false		0	0					269			185					0	0	0	0																				
686459	19		19	27	CONF							0	0	0	0	false	17	0	0		8	8	5	82	14		75	29		35	27	0	0	0	0			9																	
686570					CONF							0	0	0	0	false		0	0													0	0	0	0								OCC and Examination Fees	OREO Expense											
686655	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
686758	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
687009	463		278	224	CONF	537			196	197		0	0	0	0	false	157	0	0	108	730			454	259		1117	348	374	510	421	0	0	0	0		248			Loan and Lease Fees			Travel, Entertainment and Conventions	Correspondent Fees											
687054	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
687474					CONF	127						0	0	0	0	false		0	0					187			174			111		0	0	0	0					Other Operating Income															
687830	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
687951	238				CONF							0	0	0	0	false		0	0					211			145			106		0	0	0	0																				
688079	0	0	0	0	CONF	297	312	0	3552	0	0	0	0	0	0	false	153	-7554	0	0	4087	0	0	0	0	-2674	0	0	588	0	0	0	0	0	0	0	0	0	0	Intercompany Allocations	Net change in the value of derivatives		Intercompany Allocations								Cumulative effect of changes in accounting principles				
688257	5	0	22	0	CONF	15	0	0	24	18	0	0	0	0	0	false	4	0	0	0	73	27	34	195	22	0	84	35	0	71	30	0	0	0	0	0	0	0	0	Exchange			Contract work	Micellaneous											
688453	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
688556	9		14	6	CONF							0	0	0	0	false	12	0	0	3		9	8	41	16		37	6		22	22	0	0	0	0		1																		
689209	385	0	110	0	CONF	153	0	0	104	188	0	0	0	0	0	false	0	0	0	0	0	28	44	511	0	0	576	84	117	252	0	0	0	0	0	0	0	0	0	Miscellaneous income			Software Depreciation	Contributions											
689357	118	0	38	4	CONF	0	0	0	91	0	25	0	0	0	0	false	9	0	0	6	0	7	6	171	47	0	26	48	0	29	21	0	0	0	0	0	31	0	0				Other outside services		Security										
689759			24		CONF				54			0	0	0	0	false		0	0					100				22	44			0	0	0	0								Custody Services	Settlement - Trust											
691042	3		12	3	CONF							0	0	0	0	false	2	37	0			5	4	34	3							0	0	0	0																Change in Tax Accounting				
691556	10	0	0	1	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	31	0	23	25	14	0	0	33	0	0	13	0	0	0	0	0	0	0	0																
691743	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
691958	118				CONF							0	0	0	0	false		0	0					104								0	0	0	0																				
692450	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
692704	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	78349	0	0	0	0	0	0	0	0	0	0																
692946	23	4	37	13	CONF	0	0	0	43	75	27	0	0	0	0	false	23	0	0	0	33	9	0	199	21	0	145	20	139	81	69	0	0	0	0	0	0	25	0				Software License Fees	Bank Franchise tax	Local Deposit Tax										
693073					CONF							0	0	0	0	false		0	0													0	0	0	0								Ohio Financial Institution Tax Expense												
693224	1415				CONF	718	371	298	21905	2877	1776	0	0	0	0	false		0	0		1653	344	281	2000			4227				1961	0	0	0	0					Loan Swap Fees	Management Fee Income	Credit Card Revenue Sharing	Merger Expenses	Franchise Tax	Software Maintenance Expense										
693345	393			248	CONF	70	117			144		187	0	0	0	false	184	2359	0	72	286	115	256	681	199		2227			1378	360	0	0	0	0		80	267	342	Visa Merchant Fees	Other			Freight & Delivery		Reimburse Holding Co. for Restricted Stock incentive plan					ASU 2018-02 adjustment				
693952					CONF							0	0	0	0	false		0	0													0	0	0	0																ACCUMULATIVE ADJUSTMENT SPREAD OVER A PERIOD OF YEARS FOR MORTGAGE SERVICING RIGHTS				
694146					CONF							0	0	0	0	false		0	0													0	0	0	0																				
694771	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												Per Moss Adams CPA; ADJ Retained earnings for difference in 2017 est. Tax payments & actual 2017 Tax				
694847	46		22	4	CONF							0	0	0	0	false	31	0	0	16	73	8	32	81	28		11	14	55	60	48	0	0	0	0					Letter of credit fees	customer transaction fees	miscellaneous	licenses and fees												
694904	1980	0	0	0	CONF	1064	445	0	0	0	0	0	0	0	0	false	0	0	0	296	6205	362	323	2718	0	0	1116	824	2082	0	2005	0	0	0	0	0	0	0	0	Cardholder fees	Income received on low income housing tax partnership														
695077					CONF							0	0	0	0	false		0	0													0	0	0	0					Misc Income			Payment of Prepayment Penalty on FHLB Asvances												
695134		28		75	CONF	8	-13	6				0	0	0	0	false		0	0		17			169			25	27		8		0	0	0	0			121	40	Miscellaneous Operating Income	Other Fee Income-Reich & Tang	Collection Teller													
695349	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	142	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
695947					CONF							0	0	0	0	false		0	0													0	0	0	0																				
696047	10		18	3	CONF	3			36	9		0	0	0	0	false	15	0	0			6	71	38	11			24	12	57	32	0	0	0	0					Other Service Charges			BANK FRANCHISE TAX	MISCELLANEOUS SERVICE CHARGES											
696168	6	0	15	58	CONF	0	0	0	121	112	0	0	0	0	0	false	24	0	0	0	0	0	0	199	34	0	0	13	34	0	64	0	0	0	0	0	0	1	189				Business Development Exp	Collection Exp											
696430					CONF	102						0	0	0	0	false		0	0					321					106			0	0	0	0			177		Gain on Interest Rate Lock Commitments															
696551					CONF							0	0	0	0	false		0	0													0	0	0	0													Push Down Accounting application from Bank sale							
696645	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VISA Ck card inc	OSC		Misc Operating	Customer Claims	Dues & Subscriptions										
697035	0	2	23	0	CONF	5	0	0	8	0	0	0	0	0	0	false	0	0	0	0	0	2	32	0	9	0	0	22	0	24	10	0	0	0	0	0	0	0	8	Other Income			Fee SBA Loans												
697147	100	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	172	0	0	146	0	0	129	116	0	0	0	0	0	0	0	0																
697156					CONF							0	0	0	0	false		0	0					155			136					0	0	0	0						Service Charges/Charges on DDA	Overdraft Fees	Visa Fees	Internet Banking/Mobile Banking	Technology Expense			Transfer of BOQ ALLL at merger 10/31/2015							
697231	0	0	0	0	CONF	527	0	0	138	0	0	0	0	0	0	false	0	0	0	0	0	0	107	253	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	Data Processing & IT Services Income			Credit Card Processing												
697633	20312	0	0	0	CONF	12603	11700	4834	49477	30345	16823	0	0	0	0	false	0	0	0	0	4215	0	5315	10271	0	0	39678	0	0	0	0	0	0	0	0	0	0	0	0	Loan commitment fees	Intercompany administrative and referral fees	Letter of credit fees	Professional services	Amortization expense - software	Software maintenance								0	0	
697763				395	CONF	242	225		464	1157	600	0	0	0	0	true		0	0		257		453	2340			4025				539	0	0	0	0					Internet Banking	Agent Credit Card Issuer Fees		Courier Service	Management Fees	Limited Partnership Operating Losses					Check Card Expense $378, Internet Banking Expense $304					
697950					CONF							0	0	0	0	false		0	0													0	0	0	0																				
697978	159				CONF				205	2524		0	0	0	0	false		0	0		226			683	105			207		127		0	0	0	0			114		Merchant Card	Late Fees		CDI Amortization	Merger & Acquisition Related Costs											
698144	234	0	27	30	CONF	68	255	0	318	0	0	0	0	0	0	false	53	0	0	34	54	11	18	461	52	0	581	86	43	427	34	0	0	0	0	0	14	10	42	Miscellaneous Income 4610600	Merchant Card Program Fees & Commissions 4610733		Bank Franchise Tax 5910180												
698546	11	8	3	8	CONF	0	0	0	14	1	0	0	0	-3	0	false	11	0	0	0	18	0	11	0	11	0	0	11	5	0	5	0	0	0	0	0	0	0	0				Defferred Comp Expande	Expenses/other Bank Prep				Adjustments							
698649	42		44		CONF				21			-50	0	0	0	false		0	0			16	5	64	41		56	41		45		0	0	0	0								EXAMINER FEES			RETURN OF CAPITAL TO THUMB BANCORP									
699105	145				CONF							0	0	0	0	false		0	0					344			187					0	0	0	0																				
699253					CONF							0	0	0	0	false		0	0													0	0	0	0																				
699534	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	283	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0																
700140	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
700252	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
700430					CONF							0	0	0	0	false		0	0													0	0	0	0					CDFI Grant Income			Service Contracts												
700458					CONF							4200	0	0	0	false		0	0													0	0	0	0											acquisitions transactions with Holding Company									
701062	664	0	0	0	CONF	197	179	322	299			0	0	0	0	false	315	0	0	0	318	175	267	2266	0	0	1510	786	788	648	448	0	0	0	0	0	120	0	0	Loan production fees	Gains from foreign exhange transactions	Adminstrative fees	Loan maintenance costs												
701222	91		99	35	CONF	22						0	0	0	0	false	55	0	0			31	37	237	71		289	106	52	168	77	0	0	0	0		9			exchange and collection							0								
701259					CONF							0	0	0	0	false		0	0				419	305								0	0	0	0					RENTAL INCOME	MISC INCOME		PROFESSIONAL	MEMBERSHIPS/DUES/SUBSCRIPTIONS	PUBLIC RELATIONS										
701736	0	0	0	0	CONF	0	0	0	3738	430	335	0	0	0	0	false	0	0	0	0	389	41	0	335	0	0	452	310	0	0	479	0	0	0	0	0	0	0	0				Servicing Fee Expenses	Software Support and Licensing Fees	Outside Services										
701839	234	0	0	0	CONF	250	0	107	0	130	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	284	0	0	109	0	0	0	0	0	0	0	0	0	OD/NFS Fee Income		RST- Income		Bank Sponsored Activities											
701857	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
701950	70		13		CONF							0	0	0	0	false		0	0		18		8	77			78	10		46	18	0	0	0	0																				
702117	0			0	CONF	1274	699	1627	1337	2174		0	0	0	0	false	715	0	0	0	0		468	3709	761		4386	0	3049	0		0	0	0	0					Bank Owned Life Insurance	Other Income	Retirement Plan Administration Fees	Loan Collection Expense	Sundry O/S Svc Fees and Expenses											
702359	24		9	3	CONF							0	0	0	0	false	11	0	0	4		4	5	83	12		63	21	10	16	17	0	0	0	0			30	7																
702612					CONF				103	285	307	0	0	0	0	true		0	0					646	209		579					0	0	0	0								PUBLIC RELATIONS EXPENSE	BANK DEPOSITS AND FRANCHISE TAXES	CHARITABLE CONTRIBUTIONS					Additional itemization for Schedule RI item 7.d. include: Travel Expense of $174K.					
702836					CONF							0	0	0	0	false		0	0													0	0	0	0					Exchange	other income														
702911	0	0	0	0	CONF	0	0	0	102	0	0	0	0	0	0	false	0	0	0	0	0	0	0	164	0	0	168	0	285	0	0	0	0	0	0	0	0	0	0				State Financial Institution Taxes												
702966	1	0	13	1	CONF	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	0	3	0	9	14	0	0	0	-3	1	0	0	0	1	0	0														excess income tax		
703039					CONF							0	0	0	0	false		-4	0													0	0	0	0																2017 Inc Tax Adjustment From 2017 Tax Return				
703552	380		31	87	CONF	107	75					2000	0	0	0	false	28	0	0		85	2		384	127		222	27	166	35	73	0	0	0	0		55	3	18	Mortgage Fee Income	Lease Income					Contribution of capital from Holding Company									
703767	151				CONF	166			196	195	189	0	0	0	0	false		-204	0		171			480			345	165	148	201		0	0	0	0					LOAN PLACEMENT FEES			LICENSE/MAINTENANCE  FEE	INTERNET BANKING EXPENSE	ACQUISITION/INTEGRATION EXPENSE						CVCB adopted FASB (ASU 2016-01), the one time adjustment was to Retained earnings.				
704447					CONF	697			133	166	124	0	0	0	0	false		0	0										133			0	0	0	0					C.C. Annual Fee			Collection Servcies	Card Servicing Fee	Acquisition Fee										
704559	373	0	0	0	CONF	326	0	0	746	898	340	0	0	0	0	true	0	0	0	0		0	0	466	0		1283	0	498	0	0	0	0	0	0		0	0	0	Merchant and Cardholder Operations			Bank Card Expenses	Inter-Company Operations	Inter-Company Loan Servicing					FDIC Indemnification Asset Amortization 877					
704755	225				CONF				156			0	0	0	0	false		0	0		185			414			225	124			116	0	0	0	0								LOAN RELATED EXPENSES												
705378					CONF							0	0	0	0	false		0	0													0	0	0	0					Yield Spread Premium on sold loans that we service															
705444	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
705556	25		12	35	CONF							0	0	0	0	false	5	0	0	1		6	42	181	37			10			25	0	0	0	0			15																	
706030	0	0	0	0	CONF	0	0	0	118	0	0	0	0	0	0	false	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				WB&T Admn Fee												
706058	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
706236	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
706254		0			CONF							0	0	0	0	false		0	0					139								0	0	0	0																				
706450	0	0	6	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	17	0	0	0	4	15	0	3	0	0	0	0	0	0	0	0																
706656	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
707354	261	0	148	0	CONF	0	0	0	0	0	0	0	0	0	0	false	198	0	0	0	291	166	219	1019	0	0	1805	0	0	601	0	0	0	0	0	0	0	0	0																
708333					CONF							0	0	0	0	false		0	0													0	0	0	0																				
708379	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
708753	1	0	6	15	CONF	0	0	0	2	3	3	0	0	0	0	false	2	0	0	0	0	1	0	18	6	0	0	1	0	1	4	0	0	0	0	0	0	0	0				Exam assess/state/fran. tax	Insurance & bonds	Business guides/pub/dues										
709143	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
709358					CONF							0	0	0	0	false		0	0													0	0	0	0											permanent capital reduction									
709451	11		10	2	CONF							0	0	0	0	false	4	0	0	1		3	6	78	7		34	18	7	15	7	0	0	0	0		3																		
709554	5		8	32	CONF							0	0	0	0	false	11	0	0					32	9		44					0	0	0	0			110																	
709602	589	0	273	0	CONF	605	546	0	139	104	0	0	0	0	0	false	0	0	0	0	0	0	0	671	0	0	318	0	0	0	140	0	0	0	0	0	0	0	0	UNIPAY FEE AND MISCELLANEOUS FEES	BOAT LOAN ORIGINATION FEES		PROFESSIONAL SERVICES	CHARITABLE											
709639					CONF							0	0	0	0	false		0	0								171					0	0	0	0																				
709956	0	0	5	54	CONF	0	0	0	0	0	0	0	0	0	0	false	13	0	0	1	0	2	14	0	19	0	0	35	6	13	41	0	0	0	0	0	0	0	0																
710176	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
710859	36		27		CONF	70	24		58			0	0	0	0	false	14	0	0		45		11		22			81	16		12	0	0	0	0					Visa Debit Card Income	Master Card Merchant Income		DEBIT/CREDIT CARD EXPENSE												
711472	480	0	112	112	CONF	202	142	0	392	264	192	0	0	0	0	false	163	0	0	0	149	0	1554	0	193	0	5029	570	0	5883	495	0	0	0	0	0	200	7	135	Cash Management-Retail/Comml	Misc Other Operating Income		Contract Services, Etc./Armored	Deferred Compensation Expense	Education										
711520					CONF							0	0	0	0	false		0	0													0	0	0	0																				
711548	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
711753	10	4	8	18	CONF	11	2		157	6		0	0	0	0	false	1	0	0			6		48	5						4	0	0	0	0					Visa Debit Card Income	Other Income		Misc Expense of which $156,604.56 is Insurance Commissions paid to outside Agents	Dues & Education											
711801	144				CONF							0	0	0	0	false		0	0					402			111		100			0	0	0	0								Processing Fees												
712059					CONF				112	103		0	0	0	0	false		0	0				223	310							107	0	0	0	0								Professional Fees	Software Maintenance											
712273					CONF				141			0	0	0	0	false		0	0													0	0	0	0								Ohio Financial Institution Tax	Examination Expense											
712648	6		3	1	CONF	2	3		12	22	27	0	0	-30	0	false	33	0	0		28	2	15	47	42		19	24	54		20	0	0	0	0		1	1		Filing Fees & Payment Books	Other Non Interest Income	Coin Counter Fees	Ark State Bank Dept Assessment	Online Banking Expense	Haberfeld Expense			Provision for loan loss accrual in 2018 but not transferred to loan loss reserve account.							
712956	85	0	61	28	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	89	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0																
713047	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
713140			7		CONF				8	7	7	0	0	0	0	false		0	0					44	8			15	6		6	0	0	0	0			18		Exchange	Wire Fees	Miscellaneous	State Bank Assessment	Correspondent Bank charges	Subscriptions & Dues										
713252	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
713476	51	0	63	24	CONF	-14	0	0	122	33	29	0	0	0	0	false	32	0	0	0	99	3	13	208	15	0	96	54	42	35	43	0	0	0	0	0	0	1	28	Recoveries or Losses on Checkcard Chargebacks			Software Expense	Loan Expenses	Conversion Related Expenses						Prior period tax rate impact on the Unrealized Gain/Loss on AFS Securities				
713926	97	0	114	104	CONF				257	74	166	0	0	0	0	false	31	0	0	22	110	15	25	255	94	0	332	63	0	140	80	0	0	0	0	0	41	91	74				Taxes Other	Checking Program Expense	Other Loan fees										
714165					CONF							0	0	0	0	false		0	0													0	0	0	0								Amortization of Bond Premium												
714437	17		24		CONF							0	0	0	0	false	5	0	0		10	4	5	161	11			24	15		27	0	0	0	0			8																	
714839	0	0	0	0	CONF				0	0	0	0	0	0	0	false	0	0	0	0		0	0	101	0		0	0	0	0	0	0	0	0	0								0		0										
714978	128	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
715032	18	0	9	9	CONF	0	0	0	0	0	0	0	0	0	0	false	14	0	0	0	0	0	0	50	9	0	0	17	4	0	5	0	0	0	0	0	0	0	0																
715050					CONF							0	0	0	0	false		0	0								133					0	0	0	0																				
715144					CONF	112						0	0	0	0	false		0	0				171							97		0	0	0	0					Mortgage Loans Sold															
715340					CONF				250	394		0	0	0	0	false		0	0													0	0	0	0					Affiliate Services			Other outside services	Affiliate Billings											
715470					CONF							0	0	0	0	false		0	0					21								0	0	0	0																				
715630	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	-30	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												Retained Earnings Adj for Tax Rate Change Effect on DTAs related to Unrealized Gains/Losses on Secu				
715872			44	45	CONF	64	37		47	32		0	0	0	0	false		0	0		32			188			124	45	43			0	0	0	0			70	31	Rent income from company office space	Misc Loan Fees		Misc loan expense	Deposit Expense											
715975	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
716374					CONF				152			0	0	0	0	false		0	0					211			598			264		0	0	0	0								Ebanking Expense												
716413	0		0	1306	CONF	892	475	-2863	4225	1722	2035	0	0	0	0	false	0	0	0	0		151	420	2761	0		2666	749	806	2626	0	0	0	0	0		0	1814	0	MANAGEMENT FEE INTERCOMPANY	CASH MANAGEMENT SERVICE	AMORTIZATION OF THE FDIC INDEMNIFICATION ASSET	LOAN RELATED EXPENSES	MANAGEMENT FEES	LOSS ON REPURCHASED LOANS										
716655	0	102	0	0	CONF	0	0	0	150	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	344	0	0	212	0	0	0	0	0	0	0	165	0				Software costs/maint												
716833	176	63			CONF	70						0	0	0	0	false		0	0	54	314	64		1118			495	164	182	269	181	0	0	0	0				363	Litigation settlement															
716851	0	0	0	0	CONF	141	0	0	144	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	137	0	177	0	0	0	0	0	0	0	0	0	0	Combanc Development I, LLC d/b/a/ Gulf Express			Combanc Development I, LLC d/b/a/ Gulf Express	3644											
716954	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
717232					CONF							0	0	0	0	false		0	0													0	0	0	0					MISC			Insurance	Other											
717513					CONF							0	0	0	0	false		0	0													0	0	0	0								Intangible Tax Expense	Computer and Internet Expense	Visa Check Card Expense										
717670	37		13	2	CONF				6			0	0	0	0	false		0	0					59	1			18				0	0	0	0								Insurance and Bond Premium												
717737	227	49	149	10	CONF	-202	0	0	63	0	0	0	0	0	0	false	31	0	0	7	190	22	112	428	72	0	490	68	94	53	53	0	0	0	0	0	14	29	56	Loss on Low Income Housing Development Investment			OCC Comptrollers Assessment												
717924	425	0	0	0	CONF	270	267	0	683	0	356	0	0	0	0	false	0	0	0	101	203	0	0	1582	243	0	989	131	447	0	0	0	0	0	0	0	0	0	0	Merchant Services	Other service charges and fees		Merger Expense	True up Liability	Software Amortization										
718079	21	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	104	155	0	0	0	33	0	55	0	0	0	0	0	0	0	0	0																
718145					CONF				143			0	0	0	0	false		0	0		107		157	133								0	0	0	0								Loss on Disposal of Furniture & Fixtures												
718275	2	0	32	8	CONF	3	2	0	30	30	26	0	0	0	0	false	1	0	0	13	0	0	8	83	7	0	0	45	32	40	45	0	0	0	0	0	57	0	24	Commissions	Contract Service Income		Gross Receipts Tax	Travel Expenses	Correspondent Bank Charges										
718538	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
