"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
2717012																																																																																																																																																																																																																											1118109	0																					
2718596																																																																																																																																																																																																																											231556	0																					
2719810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1297	794	0	0	1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1994				0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2723376																																																																																																																																																																																																																																																	
2724766																																																																																																																																																																																																																																																	
2726050																																																																																																																																																																																																																																																	
2728661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3943	3408	0	0	3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96475				0	0	0	0	0	2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94230	0	0	94230	0	5822	0	5822	602	0	0	0	0	0	602	738944	0	37823	28766	0	672355	0	0	0	737	0	0	0	0	0	0	0	6407	6407	0	1473	0	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	-2487	6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65054	13011	0	0	2216	10795	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6763	0	0	0	0	0	0	0	0	0	0	10145	0	0	0	0	0	0	0	846272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2728746																																																																																																																																																																																																																											30116	0																					
2729677																																																																																																																																																																																																																											69374	0																					
2730431																																																																																																																																																																																																																											280314	0																					
2732565																																																																																																																																																																																																																											242652	0																					
2733263																																																																																																																																																																																																																											278103	0																					
2734729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3793	3793	0	0	3793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857069				0	0	0	-3183	0	8814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94655	0	0	41826	52829	0	0	0	2563	0	0	0	0	0	2563	2078777	0	692390	0	0	1386387	0	0	0	-3793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-21072	2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765006	0	384	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	2563	0	0	0	0	0	0	0	0	0	0	3845	0	0	0	0	0	0	0	1748536	0	0	0	1004	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2735137																																																																																																																																																																																																																											175654	0																					
2735146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4434309				0	0	0	0	0	0	0	0	0	0	0	148741	0	10159	138202	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17291806	0	4098148	12697578	496080	0	0	0	305461	0	0	0	0	0	305461	17470835	0	338043	0	1107865	16024927	0	0	0	364862	0	0	0	0	0	0	0	97954	97954	0	47925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232415	305461	162026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338175	67635	0	0	0	67635	0	0	4348192	0	33458	27697	0	955	0	4806	0	0	0	0	0	0	0	0	0	0	0	0	305461	162026	0	0	0	0	0	0	0	0	0	458192	405065	0	0	0	0	0	0	27247520	0	676783	950000	725000	339442	7082	0	0	0	0	0	0	0	0	0	0	0	7375	0	55925	19825	
2735324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148				0	0	0	0	0	1	0	0	0	0	0	1043	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21340	0	0	15344	5996	109	0	109	1274	0	0	0	0	0	1274	144377	0	37079	11753	0	95545	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22108	4422	0	0	0	4422	0	0	1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0	2075	0	0	0	0	0	0	0	141493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2736219																																																																																																																																																																																																																																																	
2736291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1453622	0	0	0	0	0	0	0	0	37821	0	0	0	0	0	0	0	0	0	0	0	0	0	4070	0	0	0	0	0	4070	0	0	0	0	0	0	0	2834235	0	0	1854660	979575	0	0	0	20315	0	0	0	0	0	20315	4873317	0	239930	27168	0	4606219	0	0	0	679839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546328	24385	539	0	0	0	0	0	0	0	0	71417	71417	67835	0	0	0	0	3582	0	0	562465	112493	0	0	0	112493	0	0	7202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24385	539	0	0	0	0	0	0	0	0	0	36578	1348	0	0	0	0	0	0	7362310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2736451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4637	927	0	0	4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44109				0	0	0	0	0	1107	0	0	0	0	0	337	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229499	0	0	226434	3065	14192	0	14192	2278	0	0	0	0	0	2278	339154	0	77124	470	0	261560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5880	16470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9382	30118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25852	0	0	0	0	0	0	0	0	0	0	38778	0	0	0	0	0	0	0	472641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2736714																																																																																																																																																																																																																																																	
2737980																																																																																																																																																																																																																																																	
2743244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4379	4379	0	0	4379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471776				0	0	0	0	0	8101	0	0	0	0	0	23358	0	4842	18516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426758	0	195	400893	25670	11044	0	11044	3658	0	0	0	0	0	3658	1207812	0	12273	199822	0	995717	0	0	0	2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5570	14702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149477	29895	0	0	0	29895	0	0	39287	0	1451	0	0	0	0	1451	0	0	0	0	0	0	0	0	0	0	0	0	14702	0	0	0	0	0	0	0	0	0	0	22053	0	0	0	0	0	0	0	1575383	0	18555	0	31716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2744782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	1267	0	0	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240950				0	0	0	0	0	6672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149868	0	0	149868	0	880	0	880	291	0	0	0	138	0	153	492622	0	62620	5620	0	424382	0	0	0	13714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10860	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38856	7771	0	0	109	7662	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	647449	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2745426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90825				0	0	0	0	0	2522	0	0	0	0	0	15598	0	0	15598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40365	0	0	40365	0	1500	0	1500	841	0	0	0	0	0	841	374146	0	47353	0	0	326793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2872	2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25416	5083	0	0	0	5083	0	0	18581	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	2341	0	0	0	0	0	0	0	0	0	0	3512	0	0	0	0	0	0	0	431865	0	0	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2745529																																																																																																																																																																																																																											15121	0																					
2746245																																																																																																																																																																																																																																																	
2746263																																																																																																																																																																																																																																																	
2747279																																																																																																																																																																																																																																																	
2747466																																																																																																																																																																																																																											126495	0																					
2747587																																																																																																																																																																																																																											785760	0																					
2748502																																																																																																																																																																																																																																																	
2749059																																																																																																																																																																																																																											95113	0																					
2753917																																																																																																																																																																																																																											115772	0																					
2754222																																																																																																																																																																																																																											49472	0																					
2754389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4610				0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45550	0	0	45550	0	5036	0	5036	227	0	0	0	0	0	227	272518	0	86080	0	0	186438	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2492	5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	109	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5263	0	0	0	0	0	0	0	0	0	0	7895	0	0	0	0	0	0	0	263409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2756730																																																																																																																																																																																																																																																	
2756767																																																																																																																																																																																																																																																	
2756909																																																																																																																																																																																																																																																	
2757205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3136	0	0	8832	8832	0	0	8832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319796				0	0	0	0	0	6356	0	0	0	0	0	2271	0	0	1192	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225539	0	869	187713	36957	17748	0	17748	10995	0	0	0	0	0	10995	1174311	0	87909	20853	134467	931082	0	0	0	4904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2825	2825	0	0	28971	-14653	28743	3136	0	0	0	0	0	0	0	0	10045	10045	9795	0	0	0	0	250	0	0	108495	21699	0	0	5017	16682	0	8874	60690	0	20000	0	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	37617	3136	0	0	0	0	0	0	0	0	0	56426	7840	0	0	0	0	0	0	1562759	0	6853	38982	271345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2758024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10106	10106	0	0	10106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79974				0	0	0	0	0	1814	0	0	0	0	0	830	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416414	0	0	411910	4504	0	0	0	924	0	0	0	0	0	924	356042	0	21024	4375	0	330643	0	0	0	653	0	0	0	0	0	0	0	38746	38746	0	7812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35081	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100141	20028	0	489	2678	16861	0	0	0	0	1408	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	1386	0	0	0	0	0	0	0	647839	0	31300	138700	24452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2758613																																																																																																																																																																																																																											2974876	0																					
2759629																																																																																																																																																																																																																											163939	0																					
2760232																																																																																																																																																																																																																											445537	0																					
2764212																																																																																																																																																																																																																																																	
2765602																																																																																																																																																																																																																																																	
2769570																																																																																																																																																																																																																																																	
2769954																																																																																																																																																																																																																																																	
2771694																																																																																																																																																																																																																											434093	0																					
2774707																																																																																																																																																																																																																																																	
2775151																																																																																																																																																																																																																											162788	0																					
2775179																																																																																																																																																																																																																											331095	0																					
2775692																																																																																																																																																																																																																																																	
2785477																																																																																																																																																																																																																											176843	0																					
2785646																																																																																																																																																																																																																											524975	0																					
2787770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6832	6832	0	0	6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75628				0	0	0	0	0	2846	0	0	0	0	0	10232	0	0	10232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162748	0	0	101936	60812	8581	0	8581	2538	0	0	0	0	0	2538	449680	0	69372	0	0	380308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4120	11156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34781	6956	0	0	0	6956	0	0	62813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11156	0	0	0	0	0	0	0	0	0	0	16734	0	0	0	0	0	0	0	617969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2788656																																																																																																																																																																																																																											214741	0																					
2791085																																																																																																																																																																																																																											361759	0																					
2791517																																																																																																																																																																																																																																																	
2793593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26347				0	0	0	0	0	48	0	0	0	0	0	1992	0	817	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95420	0	0	85881	9539	16464	0	14754	502	0	0	0	0	0	502	123346	0	13237	0	0	110109	0	0	0	2369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	15309	0	0	0	0	0	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	16047	3209	42	0	94	3045	28	3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20192	0	0	0	0	0	0	0	0	0	0	30288	0	0	0	0	0	0	0	256547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2794732																																																																																																																																																																																																																																																	
2796277																																																																																																																																																																																																																																																	
2797162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144072				0	0	0	0	0	2966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1944	0	0	0	0	1944	0	41107	0	0	28460	12647	0	0	0	2958	0	0	0	0	0	2958	330521	0	32478	5174	0	292869	0	0	0	455	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1089	2958	807	0	72	0	0	0	0	0	0	3652	3652	0	0	0	0	0	3652	0	0	64644	12929	0	0	0	12929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2958	807	0	72	0	0	0	0	0	0	0	4437	2018	0	288	0	0	0	0	395478	0	6671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2797210																																																																																																																																																																																																																											1728	0																					
2797359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6182	6182	0	0	6182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42011				0	0	0	0	0	-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147005	0	0	147005	0	0	0	0	773	0	0	0	0	773	0	410624	0	0	0	6887	402380	1357	0	0	5903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23641	4728	0	0	0	4728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	0	0	0	0	0	0	0	0	0	0	2036	0	0	0	0	0	0	0	527339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2797724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29073	29073	0	0	29073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310683	1645	0	0	0	0	0	-90	0	61428	0	0	0	0	0	669020	0	50463	593572	24985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1949805	0	112	1453532	496161	43883	0	43883	10438	0	0	0	0	0	10438	7766444	0	1152305	2269	63707	6548163	0	0	0	489163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431443	54460	0	0	0	0	0	0	0	0	0	59438	59438	59438	0	0	0	0	0	0	0	2249780	449956	0	0	5218	444738	0	0	604450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54460	0	0	0	0	0	0	0	0	0	0	81690	0	0	0	0	0	0	0	10389373	0	828388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2800491																																																																																																																																																																																																																																																	
2805535																																																																																																																																																																																																																											354311	0																					
2805928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56867				0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12677	0	0	12677	0	0	0	0	508	0	0	0	0	0	508	59326	0	9002	4736	0	45588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-602	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9580	1916	194	0	872	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	75527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2806635																																																																																																																																																																																																																																																	
2806840																																																																																																																																																																																																																																																	
2806877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582				0	0	0	0	0	41	0	0	0	0	0	973747	0	0	973747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55099	0	0	45774	9325	0	0	0	80	0	0	0	0	0	80	45985	0	0	0	0	45985	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2089	80	20630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19825	3965	0	0	0	3965	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20630	0	0	0	0	0	0	0	0	0	120	51575	0	0	0	0	0	0	683162	0	2274524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2807173																																																																																																																																																																																																																											47370	0																					
2808602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53993				0	0	0	0	0	2476	0	0	0	0	0	137717	0	12052	125665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352464	0	0	291218	61234	115	0	115	9344	0	0	0	0	9344	0	1084499	0	325162	19792	0	739545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-19232	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144448	28890	0	276	1832	26782	0	0	95289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	1132814	0	66000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2809373																																																																																																																																																																																																																											3704	0																					
2811086																																																																																																																																																																																																																																																	
2815879																																																																																																																																																																																																																																																	
2819167																																																																																																																																																																																																																											643189	0																					
2819242																																																																																																																																																																																																																											232837	0																					
2820604																																																																																																																																																																																																																																																	
2823221																																																																																																																																																																																																																																																	
2826017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12383				0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
