"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1362246																																																																																																																																																																																																	47948	0	0	0	9109	527907	0	10992	0	50073	524462	2767	0	0	0	55017	0	0	284	20067	0	0	5488	5488	45675	38644	72937	24387	381099	0	0	0.0945	0.1269	0.1142	0.0000	0.0000	0.0000	49529	5488	320	0	0	0	0	0	0	0	0	
1369870																																																																																																																																																																																																	1122	0	0	0	1795	7489	21	0	0	7424	7201	0	0	0	0	3927	0	0	0	0	0	0	0	21	740	1025	454	856	1749	0	0	1.048028	1.800550	1.790922	0.000000	0.000000	0.000000	3906	21	44	0	0	0	0	0	0	0	0	
1377521																																																																																																																																																																																																	34763	0	0	5999	0	86598	0	1928	0	15446	87199	0	0	0	0	16084	0	0	0	0	0	0	638	638	23491	18051	682	4399	46302	0	0	0.1771	0.3229	0.3101	0.0000	0.0000	0.0000	15446	638	0	0	0	0	0	0	0	0	0	
1386251																																																																																																																																																																																																	1565291	0	0	25654	518766	5183738	0	37029	0	459165	5173171	0	0	0	0	444404	0	0	0	487502	0	0	37029	37029	1668475	576166	498730	258418	2460885	11258	0	0.079408	0.141957	0.130129	0.000000	0.000000	0.000000	407375	37029	8751	6663	0	0	0	0	0	0	0	
1387605																																																																																																																																																																																																	32948	0	0	0	78559	826700	0	10588	0	69975	823288	0	0	0	0	76519	0	0	0	42228	0	0	8071	8071	24437	102069	217967	33452	491214	3691	0	0.083153	0.119021	0.106467	0	0	0	68448	8071	1395	0	0	0	0	0	0	0	0	
1390324																																																																																																																																																																																																	5031	0	0	0	19574	74591	0	494	0	6515	75692	0	0	0	0	6801	0	0	40	5406	0	0	494	494	7875	17110	15498	3759	34286	0	0	0.0833	0.1412	0.1309	0.0000	0.0000	0.0000	6307	494	208	0	0	0	0	0	0	0	0	
1391778																																																																																																																																																																																																	78144	0	0	0	91562	4736529	0	395108	0	738878	4906298	0	0	0	0	755132	450000	0	0	0	0	0	61304	61304	82687	91943	0	479015	4856572	0	0	0.1427	0.1659	0.1525	0.0000	0.0000	0.0000	693828	61304	217	55254	674700	0	0	0	0	0	0	
1393624																																																																																																																																																																																																	13648	0	0	0	65015	573809	0	12181	0	59499	573389	0	0	0	0	57311	30	0	0	17206	0	0	5847	5847	7630	112655	54125	37810	403440	1668	7766	0.0910	0.1242	0.1115	0	0	0	51464	5847	159	0	85	0	0	0	0	0	0	
1394621																																																																																																																																																																																																	58500	0	0	103661	0	614333	0	4565	0	64289	610698	0	0	0	0	68854	0	0	0	4364	0	0	4565	4565	52273	82715	151540	33736	332370	0	0	0.1053	0.1606	0.1499	0.0000	0.0000	0.0000	64289	4565	0	0	0	0	0	0	0	0	0	
1394676	8270805	0	0	0	1714674	28921126	0	688251	0	6027028	26383931	0	0	0	0	6295801	0	0	0	3084	0	0	370703	370703	8967799	285116	19015	1219205	20174144	1253449	0	0.2246	0.2146	0.2020	0.0000	0.0000	0.0000	5925098	370703	101847	101097	750000	300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109347	83	317548	29338695	26383931	0	0	0	0	0	17128124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8260816	9990	0	0	0	0	0	0	163303	683864	275126	19015	573366	0	0	0	0	1253449	0	0	0	0	17128124	0	0	0	0	0	1242324	0	23119	0	0	-524948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9392156	9392156	0	0	0	9392156	0	0	0	0	0	0	1542	0	0	0	1542	0	109347	0	8967799	394463	19015	29567842	0	78893	9508	29567842	29656243	0	0	0	5925098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8270805			0	1714674	28921126																																											
1396483																																																																																																																																																																																																	37636	0	0	552	24876	227766	0	3140	0	25812	226936	0	0	0	0	27308	0	0	310	13808	0	0	1922	1922	41508	17631	58929	6464	112191	0	0	0.111864	0.179184	0.166573	0	0	0	25386	1922	426	0	0	0	0	0	0	0	0	
1396700																																																																																																																																																																																																	7047	0	0	0	27647	188642	0	3555	0	42432	191822	0	0	0	0	24347	0	0	0	1928	0	0	1696	1696	6944	31986	10508	21147	122806	0	0	0.1314	0.1820	0.1693	0.0000	0.0000	0.0000	22651	1696	283	0	0	0	0	0	0	0	0	
1396764																																																																																																																																																																																																	113952	0	0	310	402960	882232	0	17730	0	132409	859308	0	0	0	0	137880	0	0	86	1746	0	0	5417	5417	302411	138733	120884	33071	344248	0	3418	0.1548	0.3274	0.3146	0.0000	0.0000	0.0000	132463	5417	-3472	0	40000	0	0	0	0	0	0	
1397471																																																																																																																																																																																																	9235	0	0	28348	9215	178638	0	2113	0	16851	175640	0	0	0	0	18288	0	0	0	0	0	0	1570	1570	5393	44826	27851	17649	102559	10673	0	0.0953	0.1462	0.1336	0.0000	0.0000	0.0000	16718	1570	-19	0	0	0	0	0	0	0	0	
1398580																																																																																																																																																																																																	171225	0	0	0	472420	2964696	51	59696	0	399679	2930615	40913	0	0	0	409201	50000	0	149	49963	39	0	29891	29942	313214	405824	74493	110762	2220669	27120	13051	0.1301	0.1733	0.1606	0.0000	0.0000	0.0000	379259	29942	4442	27	50000	0	0	0	0	0	0	
1401387																																																																																																																																																																																																	47782	0	0	0	144694	752931	0	2239	0	63049	738502	0	0	0	0	58014	0	0	3953	9269	0	0	2239	2239	80280	124399	97686	41317	443715	0	757	0.0762	0.1107	0.1064	0.0000	0.0000	0.0000	55775	2239	938	0	0	0	0	0	0	0	0	
1401686																																																																																																																																																																																																	58764	0	0	0	141493	617234	0	7767	0	131824	615493	0	0	0	0	59836	0	0	467	3411	0	0	4477	4477	51541	161871	20964	42700	312937	226	0	0.1023	0.1686	0.1560	0.0000	0.0000	0.0000	55359	4477	2028	0	0	0	0	0	0	0	0	
1401891																																																																																																																																																																																																	1885	0	0	0	8150	31412	0	256	0	2712	31710	0	0	0	0	2895	0	0	0	1015	0	0	241	241	1305	13261	2269	1346	14743	0	0	0.0837	0.1504	0.1379	0.0000	0.0000	0.0000	2654	241	58	0	0	0	0	0	0	0	0	
1401903																																																																																																																																																																																																	199344	0	0	0	127427	490421	104	3871	0	40090	542269	0	0	0	0	42675	0	0	0	0	0	0	3030	3134	34	297943	25278	4407	170195	0	0	0.0729	0.1766	0.1637	0.0000	0.0000	0.0000	39541	3134	549	0	0	0	0	0	0	0	0	
1402384																																																																																																																																																																																																	13766	0	0	0	12917	119144	0	2474	0	12238	123492	0	0	0	0	12111	0	0	823	0	0	0	1107	1107	12096	18502	12960	21229	77961	0	1174	0.0900	0.1389	0.1262	0.0000	0.0000	0.0000	11004	1107	60	0	0	0	0	0	0	0	0	
1402610																																																																																																																																																																																																	54987	0	0	0	532635	1424722	0	25348	0	114595	1420255	0	0	0	0	123390	13048	0	2192	53367	0	0	11353	11353	240455	278096	216036	75382	713554	15913	0	0.078893	0.137978	0.125282	0.000000	0.000000	0.000000	112037	11353	2418	3	0	0	0	0	0	0	0	
1404481																																																																																																																																																																																																	17400	0	0	300	31274	157243	0	1913	0	18288	157811	0	0	0	0	19208	0	0	0	1276	0	0	1309	1309	18977	30934	23132	6642	85518	0	0	0.113420	0.184423	0.171855	0.000000	0.000000	0.000000	17899	1309	389	0	0	0	0	0	0	0	0	
1404883																																																																																																																																																																																																	1866	0	0	3973	57839	104577	0	397	0	11448	107328	0	0	0	0	11723	0	0	0	0	0	0	465	465	39738	20593	9703	981	34639	0	0	0.1049	0.2644	0.2539	0.0000	0.0000	0.0000	11258	465	190	0	0	0	0	0	0	0	0	
1404940																																																																																																																																																																																																	389	0	0	143	0	16034	0	0	0	15524	16038	0	0	0	0	15524	0	0	0	0	0	0	0	0	1	15890	0	0	143	0	0	0.967951	4.674496	4.674496	0.000000	0.000000	0.000000	15524	0	0	0	0	0	0	0	0	0	0	
1406980																																																																																																																																																																																																	1369	0	0	26861	0	32805	0	188	0	5118	32997	0	0	0	0	5306	0	0	0	0	0	0	188	188	0	60	41	1122	32892	0	0	0.155105	0.161154	0.155444	0.000000	0.000000	0.000000	5118	188	0	0	0	0	0	0	0	0	0	
1407530																																																																																																																																																																																																	34167	0	0	0	22447	243996	0	4016	0	8964	249071	0	0	0	0	11147	0	0	39	2536	-65	0	2212	2212	38193	29831	21088	31720	158806	254	0	0.0359	0.0636	0.0510	0.0000	0.0000	0.0000	8935	2212	94	0	0	0	0	0	0	0	0	
1407932																																																																																																																																																																																																	43586	0	0	346	299866	2034054	0	50306	0	281008	2069353	600	0	0	0	208259	7418	0	21092	0	0	7200	19543	26743	45308	371087	197751	80595	1370136	2559	0	0.091966	0.135896	0.118445	0.000000	0.000000	0.000000	181516	26743	3873	6	0	0	0	0	0	0	0	
1411032																																																																																																																																																																																																	12906	0	0	0	64618	380865	0	7258	0	41068	389156	0	0	0	0	44383	4556	0	0	13112	0	0	3945	3945	6784	69827	32384	27128	278174	1682	0	0.1039	0.1422	0.1296	0.0000	0.0000	0.0000	40438	3945	630	0	0	0	0	0	0	0	0	
1412619																																																																																																																																																																																																	90046	0	0	141916	110824	729430	0	5870	0	67560	773867	0	0	0	0	66398	0	0	3538	0	0	0	5725	5725	99104	185746	46518	37961	395789	124462	0	0.0790	0.1450	0.1325	0.0000	0.0000	0.0000	60673	5725	1132	0	0	0	0	0	0	0	0	
1412712																																																																																																																																																																																																	7752	0	0	15185	23718	643449	0	15237	0	63395	658869	0	0	0	0	69813	0	0	552	13144	0	0	6626	6626	13623	138059	14295	33640	492404	76144	0	0.0959	0.1339	0.1212	0.0000	0.0000	0.0000	63187	6626	136	0	0	0	0	0	0	0	0	
1414819																																																																																																																																																																																																	110509	0	0	0	373516	814573	0	9284	0	64165	839997	0	0	0	0	68121	0	0	0	7555	0	0	4025	4025	128740	310975	259521	13746	124550	0	0	0.0763	0.2151	0.2024	0.0000	0.0000	0.0000	64096	4025	-6	0	0	0	0	0	0	0	0	
1416327																																																																																																																																																																																																	165661	0	0	26641	38205	817877	0	9662	0	109478	826624	0	0	0	0	97329	0	0	4910	17355	0	0	6821	6821	182108	40298	143897	30370	456878	0	0	0.1124	0.1794	0.1668	0.0000	0.0000	0.0000	90508	6821	-2356	0	0	0	0	0	0	0	0	
1418255																																																																																																																																																																																																	9124	0	0	25	50	56382	0	2050	0	8236	59296	0	0	0	0	8874	0	0	0	1194	0	0	638	638	36	9294	1087	765	48015	0	0	0.1389	0.1789	0.1661	0.0000	0.0000	0.0000	8236	638	0	0	0	0	0	0	0	0	0	
1421040																																																																																																																																																																																																	15930	0	0	0	19139	246149	0	8079	0	20013	251325	0	0	0	0	20916	0	0	120	2321	0	0	2488	2488	27256	10658	41218	16729	174636	0	1300	0.0737	0.1081	0.0953	0.0000	0.0000	0.0000	18428	2488	285	0	0	0	0	0	0	0	0	
1421095																																																																																																																																																																																																	62286	0	0	10	32628	728572	0	17312	0	91017	742102	0	0	0	0	97262	0	0	0	0	0	0	8070	8070	79976	19832	6911	19071	638195	0	1060	0.1204	0.1528	0.1402	0.0000	0.0000	0.0000	89192	8070	282	0	0	0	0	0	0	0	0	
1421161																																																																																																																																																																																																	90116	0	0	0	74178	689742	3	13596	0	75933	693629	0	0	0	0	73836	4387	0	0	72133	0	0	6939	6942	77985	106326	37959	52166	471771	4358	8265	0.0977	0.1346	0.1220	0.0000	0.0000	0.0000	66894	6942	381	0	0	0	0	0	0	0	0	
1427770																																																																																																																																																																																																	10193	0	0	0	4876	21309	0	67	0	1953	20272	108	0	0	0	1921	0	0	0	0	0	0	67	67	106	12063	4360	565	4696	0	0	0.0915	0.2063	0.1991	0.0000	0.0000	0.0000	1854	67	99	0	0	0	0	0	0	0	0	
1429028																																																																																																																																																																																																	2480	0	0	0	15541	39124	0	266	0	4802	39167	0	0	0	0	4724	0	0	0	274	0	0	256	256	4153	15198	4967	763	14739	0	0	0.114076	0.230372	0.217887	0	0	0	4468	256	334	0	0	0	0	0	0	0	0	
1434826																																																																																																																																																																																																	11437	0	0	0	89444	433912	0	7272	0	40456	437752	0	0	0	0	43850	0	0	0	12118	0	0	3976	3976	18672	110788	50692	17914	262289	0	0	0.0911	0.1393	0.1267	0.0000	0.0000	0.0000	39874	3976	582	0	0	0	0	0	0	0	0	
1435092																																																																																																																																																																																																	8858	0	0	0	50664	87151	0	646	0	12157	84628	0	0	0	0	11025	0	0	0	0	0	0	552	552	1075	35835	24642	2240	24561	0	0	0.123753	0.250187	0.237661	0	0	0	10473	552	1684	0	0	0	0	0	0	0	0	
1436071																																																																																																																																																																																																	5926	0	0	0	81202	197308	0	2968	0	33323	193531	0	0	0	0	32732	0	0	593	0	0	0	1427	1427	8416	72977	36314	11625	80551	0	0	0.1618	0.2921	0.2794	0.0000	0.0000	0.0000	31305	1427	2018	0	0	0	0	0	0	0	0	
1436204																																																																																																																																																																																																	110159	0	0	35514	167406	1337366	0	13920	0	124254	1324734	0	0	0	0	141020	0	0	2874	189098	0	5000	14025	19025	105675	200507	139693	41861	902734	0	0	0.0921	0.1257	0.1088	0.0000	0.0000	0.0000	121995	19025	1552	0	0	27014	0	0	0	0	0	
1436473																																																																																																																																																																																																	38923	0	0	0	911	305500	0	4108	0	23932	303440	0	0	0	0	26521	0	0	0	5321	0	0	2609	2609	36673	13828	108237	12469	150870	0	0	0.0788	0.1268	0.1144	0.0000	0.0000	0.0000	23912	2609	20	0	0	0	0	0	0	0	0	
1438589																																																																																																																																																																																																	421134	0	0	748905	12947	3047931	431	13472	0	539606	3091008	90403	0	0	0	320230	0	0	1152	237625	0	0	13472	13903	401078	797785	202584	112704	1419564	0	0	0.1072	0.1722	0.1648	0.0000	0.0000	0.0000	306327	13903	1127	0	0	0	0	0	0	0	0	
1439054																																																																																																																																																																																																	7675	0	0	0	19395	53753	0	405	0	8047	51764	0	0	0	0	8103	0	0	0	0	0	0	309	309	8153	20538	388	758	24658	0	0	0.1506	0.2802	0.2695	0.0000	0.0000	0.0000	7794	309	253	0	0	0	0	0	0	0	0	
1439456																																																																																																																																																																																																	39307	0	0	0	17369	289438	0	5513	0	34801	292210	0	0	0	0	35985	0	0	0	0	0	0	2881	2881	37371	20035	40608	41860	196868	302	1654	0.113933	0.157911	0.145268	0.000000	0.000000	0.000000	33104	2881	43	0	0	0	0	0	0	0	0	
1440117																																																																																																																																																																																																	39914	0	0	5303	158366	472191	0	5953	0	41730	478905	0	0	0	0	42878	0	0	0	16615	0	0	3639	3639	40473	145188	76526	36905	214286	0	1421	0.082179	0.148467	0.135867	0.000000	0.000000	0.000000	39239	3639	1070	0	0	0	0	0	0	0	0	
1441600																																																																																																																																																																																																	16212	0	0	0	97714	373992	0	9352	0	67049	364077	0	0	0	0	67973	3406	0	2758	21354	0	0	3498	3498	30091	84906	28923	24996	236320	1535	0	0.1779	0.2481	0.2353	0.0000	0.0000	0.0000	64475	3498	822	0	0	0	0	0	0	0	0	
1442661																																																																																																																																																																																																	3110	0	0	16982	0	194346	0	1708	0	21705	188977	0	0	0	0	23475	0	0	7117	25345	0	0	1770	1770	2897	36474	15648	11234	141035	0	0	0.1149	0.1362	0.1259	0.0000	0.0000	0.0000	21705	1770	0	0	0	0	0	0	0	0	0	
1443266																																																																																																																																																																																																	352028	0	0	0	0	15978118	0	385952	0	1798435	16522099	0	0	0	0	1909000	0	0	0	0	0	0	110565	110565	527883	1684875	11701616	169401	2431633	0	0	0.10885	0.226622	0.213496	0	0	0	1798435	110565	0	0	0	0	0	0	0	0	0	
1444021	111058	0	0	213	517457	15682743	0	0	0	11073344	15666502	0	0	0	0	868987	0	0	0	0	0	0	0	0	326812	628515	0	652929	652929	0	0	0.5458	1.1160	1.1160	0.0000	0.0000	0.0000	868987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778632	1592015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10204357	0	0	0	0	0	3870130	0	111058	0	0	213	0	0	0	0	0	517457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15054015	14074487	326599	0	0	14074487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326812	628515	0	652929	0	125703	0	652929	778632	0	0	0	868987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100568			213	517457	15673520																																											
1444580																																																																																																																																																																																																	10948	0	0	0	53483	243054	0	4479	0	25177	252199	0	0	0	10372	32237	0	0	0	13124	0	0	3213	3213	19610	45317	17567	4980	170262	0	0	0.1151	0.1405	0.1265	0.0000	0.0000	0.0000	29024	3213	-3847	768	30000	50000	0	0	0	0	0	
1445121																																																																																																																																																																																																	44706	0	0	0	34382	254817	0	4170	0	28466	256428	0	0	0	0	30237	0	0	0	3980	0	0	2221	2221	46698	42640	4184	19421	165121	4938	0	0.109515	0.172161	0.159515	0	0	0	28016	2221	-158	0	0	0	0	0	0	0	0	
1445943																																																																																																																																																																																																	29858	0	0	0	518576	1527601	98	18165	0	156567	1550457	0	0	0	0	146121	0	0	9570	38203	-468	0	11108	11206	275658	272437	340725	62278	638723	783	3000	0.0881	0.1659	0.1531	0.0000	0.0000	0.0000	134915	11206	2296	0	0	0	0	0	0	0	0	
1447639																																																																																																																																																																																																	72308	0	0	103561	130773	925005	8	8797	0	77938	903336	0	0	0	0	81060	0	0	0	44694	0	0	7857	7865	86905	248969	88916	16487	504276	0	0	0.081082	0.129152	0.116621	0.000000	0.000000	0.000000	73195	7865	4134	0	0	0	0	0	0	0	0	
1456501																																																																																																																																																																																																	20115000	0	3303000	0	24305000	69860000	0	1000	0	8518000	68696000	0	0	0	204000	9968000	796000	1397393000	0	49357000	0	1500000	6000	1506000	32874000	24161000	16000	374000	12499000	7757000	0	0.1232	0.1648	0.1399	0.0000	0.0000	0.0000	8462000	1506000	52000	445000	2005000	76000	85015000	7516000	0	0	0	
1457003																																																																																																																																																																																																	69504	0	0	0	287450	1320892	0	28433	0	122444	1357013	0	0	0	0	131227	0	0	6139	47827	0	0	13160	13160	171132	180924	6570	102251	986324	1220	0	0.0871	0.1265	0.1138	0.0000	0.0000	0.0000	118067	13160	2155	0	0	0	0	0	0	0	0	
1458608																																																																																																																																																																																																	55457	0	0	0	122369	882480	0	13980	0	75884	881812	0	0	0	0	82347	0	0	832	20576	0	0	7854	7854	105323	46600	262894	50581	479536	18210	0	0.084477	0.132356	0.119732	0.000000	0.000000	0.000000	74493	7854	1391	0	0	0	0	0	0	0	0	
1459034																																																																																																																																																																																																	46466	0	0	42168	277784	1600545	0	17817	0	183556	1624923	0	0	0	0	189085	5645	0	12149	164294	0	20000	16914	36914	20579	333238	140455	72651	1091159	1107	3332	0.0953	0.1398	0.1125	0.0000	0.0000	0.0000	152171	36914	3003	878	6546	17949	0	0	0	0	0	
1459575																																																																																																																																																																																																	49	0	0	0	4066	14155	0	0	0	10184	11946	0	0	0	0	7582	0	0	0	0	-1003	0	0	0	1282	6644	0	2602	2602	0	0	0.905530	1.928771	1.928771	0.000000	0.000000	0.000000	7582	0	32	0	0	0	0	0	0	0	0	
1459717																																																																																																																																																																																																	10013	0	0	0	102724	622611	0	7043	0	54172	625294	0	0	0	0	55692	2851	0	825	0	0	0	4279	4279	6578	153797	309843	23806	156242	2851	0	0.0825	0.1640	0.1514	0.0000	0.0000	0.0000	51413	4279	650	0	0	0	0	0	0	0	0	
1459735																																																																																																																																																																																																	12171	0	0	525	22020	364072	0	6180	0	34904	367140	0	0	0	0	34985	0	0	1968	8513	0	0	3843	3843	4130	43644	57752	28853	264712	0	3755	0.0857	0.1147	0.1021	0.0000	0.0000	0.0000	31142	3843	7	0	0	0	0	0	0	0	0	
1459799																																																																																																																																																																																																	2160	0	0	0	8476	69383	0	1865	0	10429	70004	0	0	0	0	10826	0	0	0	58	0	0	565	565	4762	9984	26412	4840	29833	0	0	0.1466	0.2465	0.2336	0.0000	0.0000	0.0000	10261	565	168	0	0	0	0	0	0	0	0	
1462986																																																																																																																																																																																																	5668	0	0	0	15004	51870	0	572	0	8156	52133	0	0	0	0	8605	0	0	0	2819	0	0	456	456	331	21337	0	1648	30769	0	0	0.1563	0.2369	0.2243	0.0000	0.0000	0.0000	8149	456	7	0	0	0	0	0	0	0	0	
1464122	310567	0	0	0	3351668	14555957	123	33041	0	1924018	6123109	4468	0	0	6660	1196018	0	14482	39425	1272487	-9215	150000	34641	184764	589540	4028014	1175020	712889	7866882	61256	104398	0.193916	0.116896	0.098838	0.000000	0.000000	0.000000	1011254	184764	13788	7124	348609	63357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9962	0	0	10231464	5214918	0	0	0	0	0	8279422	0	0	0	327514	327514	0	22315	0	305199	0	0	802674	1119	0	0	0	0	0	117694	192873	0	0	0	0	0	0	21351	415321	2860838	49587	4571	0	0	0	18427	42829	0	56525	15958	1107006	7099933	0	0	0	0	6660	1788625	908191	0	167545	0	896501	19713	0	31	0	19682	894	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636244	0	0	0	636244	0	0	9962	589540	4050360	1184982	8828901	0	810072	592491	8828901	10231464	0	790800	790800	1116771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310567			0	3351668	14555957									6660																																		
1466489																																																																																																																																																																																																	32224	0	0	0	85246	736836	0	13857	0	66588	748184	0	0	0	0	72248	0	0	2320	9348	0	0	7075	7075	93589	31553	139908	30141	483557	0	0	0.0871	0.1292	0.1165	0.0000	0.0000	0.0000	65173	7075	1095	0	0	2472	0	0	0	0	0	
1469677																																																																																																																																																																																																	12021	0	0	5999	33697	382507	0	4634	0	37402	385525	0	0	0	0	41160	0	0	634	15409	0	0	3788	3788	4245	59262	87622	16159	235969	0	0	0.096938	0.136206	0.123671	0.000000	0.000000	0.000000	37372	3788	30	0	0	0	0	0	0	0	0	
1470150																																																																																																																																																																																																	1732	0	0	0	10740	81748	0	744	0	10560	81006	0	0	0	0	10938	0	0	0	6786	0	0	744	744	872	11906	11628	1317	57720	0	0	0.1258	0.1566	0.1459	0.0000	0.0000	0.0000	10194	744	366	0	0	0	0	0	0	0	0	
1471577																																																																																																																																																																																																	52885	0	0	0	22837	410975	0	5933	0	51964	415068	0	0	0	0	43441	0	0	0	4472	0	0	4065	4065	48231	35364	13484	7631	307241	0	0	0.0978	0.1344	0.1218	0.0000	0.0000	0.0000	39376	4065	337	0	0	0	0	0	0	0	0	
1474309																																																																																																																																																																																																	6051	0	0	0	29904	84480	0	1726	0	7315	86475	0	0	0	0	7925	0	0	0	20	0	0	589	589	9375	23476	12844	8435	40510	0	0	0.084834	0.156370	0.144749	0.000000	0.000000	0.000000	7336	589	-21	0	0	0	0	0	0	0	0	
1478222																																																																																																																																																																																																	124820	0	0	0	11888	864508	0	48052	0	24449	870888	1369	0	0	0	33240	1243	0	500	547	0	0	9216	9216	123418	28639	58782	64667	701279	0	0	0.0276	0.0476	0.0344	0.0000	0.0000	0.0000	24024	9216	30	0	0	0	0	0	0	0	0	
1478231																																																																																																																																																																																																	11890	0	0	0	1299	127416	19	1558	0	10948	127466	0	0	0	475	12242	0	0	18	450	0	0	1294	1313	11653	14558	10315	5303	92448	0	0	0.0857	0.1179	0.1053	0.0000	0.0000	0.0000	10929	1313	19	0	0	0	0	0	0	0	0	
1479470																																																																																																																																																																																																	10823	0	0	118	68698	292272	16	4207	0	23815	294442	0	0	0	0	25530	483	0	1612	20436	0	0	2557	2573	15372	65659	70244	11687	144360	383	0	0.0780	0.1259	0.1132	0.0000	0.0000	0.0000	22957	2573	858	0	0	0	0	0	0	0	0	
1479676																																																																																																																																																																																																	27773	0	0	0	8858	217682	0	3886	0	23555	223229	0	0	0	0	25921	0	0	0	20353	0	0	2388	2388	18694	18980	13594	4694	170263	255	0	0.1054	0.1368	0.1242	0.0000	0.0000	0.0000	23533	2388	22	0	0	0	0	0	0	0	0	
1480207																																																																																																																																																																																																	49	0	0	0	2134	2787	0	0	0	1784	2795	0	0	0	0	1562	0	0	0	0	0	0	0	0	24	2067	0	572	681	0	207	0.603555	1.427788	1.427788	0.000000	0.000000	0.000000	1562	0	15	0	0	0	0	0	0	0	0	
1481745																																																																																																																																																																																																	13802	0	0	0	30898	188485	0	4350	0	14136	193839	0	0	0	0	15671	0	0	323	1440	0	0	1756	1756	44608	4596	9244	19843	134178	0	0	0.0718	0.1136	0.1009	0.0000	0.0000	0.0000	13915	1756	209	0	0	0	0	0	0	0	0	
