"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK075	RCONK076	RCONK077	RCONK078	
877752																																																																																																																							0	0	0										153	0	237	0	0	463	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	399	0	312	0	0	0	0	0	184	0				0	0	0	0	0	0	0	0	0	0	170	0	0	0	399	0	0	0	0	0	0	0	0	170	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
877958																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
878898																																																																																																																							151	0	9	0	0	0	0	0	0	5	0	0	8539	0	86330	29	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	503	0	0	59	0	0	0	0	0	0	0	0	0	0	7293	299	8045	141	895	0	0	0	79218	0	151	0	9	9270	343	0	0	9192	2169	1833	43	0	0	4419	766	0	0	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879000																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	996	0	120	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	607	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879336																																																																																																																							0	0	0										50	0	116	0	0	454	0	0	0	0	0	0						0	0	0	0	0	0	150	0	85	0	0	0	0	0	0	0	0	0	0	1868	131	731	255	35	0	0	0	604	0				0	0	0	0	0	36	0	0	0	0	0	0	207	148	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879439																																																																																																																							0	0	0										18	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	21	757	30	0	0	0	0	0	0				0	95	0	0	0	19	32	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879457																																																																																																																							0	0	0	0	0	0	0	0	0	0	177	0	170	54	2340	0	0	143	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	30	177	0	0	0	0	0	0	0	0	0	0	0	0	455	9	834	809	0	21	0	0	4131	0	0	0	0	234	0	0	30	0	3316	297	1657	0	0	6936	811	0	0	0	0	0	0	0	0	0	0	0	120	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879550																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879644																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	401	20	284	334	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	85	0	0	0	0	0	0	0	0	0	0	1031	125	1646	2	266	3	0	0	581	0	0	0	0	0	24	0	0	0	38	48	4	102	0	340	0	132	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
879747																																																																																																																							0	0	0							0	0	0	0	0	0	318	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	388	0	266	0	23	0	0	0	169	0				0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
880332																																																																																																																							0	0	0										2	0	329	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	0	290	114	0	0	0	0	348	0				0	0	0	112	0	25	0	0	0	0	1098	0	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
880855																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	283	0	333	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	199	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881012																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	224	0	37	294	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1472	124	436	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	1069	0	0	0	332	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881441																																																																																																																							0	0	0							0	0	0	11	22	195	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	124	200	27	29	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881478																																																																																																																							0	0	0	0	0	0	0	0	0	854	0	0	98	0	987	521	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1507	0	288	0	0	854	0	0	0	0	0	0	0	0	0	0	261	358	1092	279	152	0	0	0	586	0	0	0	0	0	128	0	377	0	2127	1422	733	0	476	3734	1313	225	0	667	0	0	0	0	0	0	0	0	2936	0	0	2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881544																																																																																																																							0	0	0							0	0	0	56	0	370	9	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	58	0	446	0	101	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881656																																																																																																																							0	0	0										40	0	0	0	0	0	0	0	0	0	0	0						0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881852																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
881900																																																																																																																							0	0	0										457	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	430	253	0	0	0	0	4	0				0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882242																																																																																																																							0	0	0							0	0	0	5	0	0	1967	0	0	0	0	0	0	0	0						0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0				0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882541																																																																																																																							0	0	0							0	0	0	18	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	99	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882701																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	133	0	4384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	1483	2209	0	1376	0	0	0	2948	1258	0	0	0	0	0	0	0	975	0	101	0	0	0	5719	313	1217	0	1333	0	0	0	0	0	0	0	0	873	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
882952																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883137																																																																																																																							0	0	0	109	81	0	0	0	0	0	118	0	2727	496	1874	633	60	2766	0	0	1434	0	0	0	0	0	0	0	0	0	0	0	974	164	1043	124	0	0	0	0	0	0	0	0	0	0	0	0	6637	629	6722	1217	70	324	0	0	5938	0	0	0	0	154	42	0	3435	0	1375	4072	1830	391	0	5817	5340	0	0	1807	0	0	0	0	0	0	1179	0	0	885	0	0	0	0	0	0	0	0	0	13	305	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	839	0	1747	0	0	1340	0	352	390	0	
883351																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883874																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	154	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	47	1334	0	54	0	0	0	726	0	0	0	0	0	9	0	0	0	170	251	0	0	0	399	669	0	0	473	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
883959																																																																																																																							0	0	0							3829	695	57	19	0	0	1414	588	257	0	0	0	0	0	0						0	0	0	0	0	0	699	57	3829	0	0	0	0	0	0	0	0	0	0	29	0	0	246	0	0	0	0	663	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884303																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	165	2	0	0	0	0	4479	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	11	11	0	0	0	0	0	5357	341	1961	0	145	0	0	0	891	0	0	0	0	0	1158	0	0	0	19	164	0	0	0	437	4066	0	0	610	57	0	338	109	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884358																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	84	0	125	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	4	151	0	0	0	0	0	0	0	0	0	0	453	0	495	1	49	0	0	0	234	0	0	0	0	0	104	0	0	0	0	0	24	483	0	682	0	0	0	13	0	0	0	0	0	0	0	484	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884376																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	1525	102	0	0	0	0	191	0				0	4	0	48	0	13	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884442																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	420	1585	0	12	0	0	0	497	0	0	0	0	0	0	0	0	92	0	0	0	0	0	1677	0	90	0	711	0	0	0	0	0	0	0	0	1402	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884648																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
884657																																																																																																																							0	0	0							0	0	0	24	0	70	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	125	0	279	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885225																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	87	7	0	0	0	0	3799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	1	4	0	0	0	0	0	1383	159	1329	0	0	10	0	0	0	0	0	0	0	0	29	0	0	0	349	267	897	0	0	570	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885252																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885430																																																																																																																							0	0	0										0	0	6	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	160	0	28	35	0	0	0	0	223	0				0	0	0	2370	3	0	423	0	0	0	74	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885579																																																																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	402	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	95	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
885869																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	506	73	801	381	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050	263	47	0	0	0	346	0	0	0	0	0	0	0	127	0	0	0	245	0	255	0	0	0	0	0	237	23	37	407	30	86	303	16	0	134	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
886204																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	36	2	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	1194	1210	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535	711	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
886624																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	253	0	989	131	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	133	0	0	0	0	0	0	75	17	0	0	0	0	0	2467	22	5601	0	42	0	0	0	2469	106	0	0	0	0	1118	0	0	0	387	0	1067	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887340																																																																																																																							0	0	0	0	0	0	0	0	0	32	0	0	183	14	60	0	0	867	314	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	32	0	0	0	13	4	0	0	0	0	0	867	89	2288	603	15	8	0	251	42	0	0	0	0	0	0	0	0	0	68	279	0	164	0	0	286	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887555																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	15	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887827																																																																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	68	0				0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887854																																																																																																																							0	0	0							0	0	0	0	9	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	31	4	0	0	0	0	0	0	0	0	0	0	0	0	30	53	320	0	22	0	0	0	0				0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888002																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	138	0	2789	0	0	0	192	0	406	0	0	0	0	0	0	0	0	0	0	0	15	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	11079	576	5770	0	321	0	0	0	3556	0	0	0	0	0	0	0	0	0	0	429	0	0	0	960	664	0	0	0	0	0	0	0	0	0	0	0	2216	0	0	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888141																																																																																																																							0	0	0							0	0	0	485	0	361	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	12	335	50	0	0	0	0	0	0				0	0	0	0	0	1706	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888271																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2119	6	61	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888552																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	139	24	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	76	0	0	0	0	0	28	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
888833																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	60	0	1477	0	21	0	0	0	427	0	0	0	0	0	87	0	8	0	538	164	202	0	0	197	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	21	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	
890050																																																																																																																							0	0	0	0	0	0	0	0	0	0	0	0	2860	311	4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	0	0	0	0	0	69	18	0	0	0	0	0	504	229	406	0	30	0	0	0	3786	0	0	0	0	0	0	0	0	0	0	2065	0	212	0	861	0	0	0	0	0	0	0	0	0	0	140	0	706	70	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
890078																																																																																																																							0	0	0										0	0	0	0	0	3055	0	0	0	0	0	0						0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	754	16	95	0	8	0	0	0	1960	0				0	0	0	0	0	209	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
