"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADFT29	RIADFT30	RIADFT31	RIADFT32	RIADJ447	RIADT047	RIADY923	RIADY924	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	TEXTFT29	TEXTFT31	
548052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
548203					CONF					841		0	0	0	0	false		0	0								105					0	0	0	0									Management Fee											
548267	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	183	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0																
548351	379				CONF				546	126		0	0	0	0	false		0	0		141		303	213			1741			552	309	0	0	0	0								Computer Software Maintenance	Statement Rendering											
548472	17		31		CONF							0	0	0	0	false		0	0				28	67								0	0	0	0																				
548641	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
548771	0	0	182	106	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
548829	0	0	26	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	57	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0																
548856	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
549862	164	154	0	0	CONF	0	0	0	124	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0				Software / Technology												
550279	149				CONF							0	0	0	0	false		0	0		134			277								0	0	0	0																				
550354			15		CONF	37						0	0	0	0	false		0	0		14			103	10		24	8	9		9	0	0	0	0					Investment Center	Card Issue Fees			OREO Expenses											
550448	6	0	6	10	CONF	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	11	8	0	16	2	0	7	3	0	7	3	0	0	0	0	0	0	0	0																
550635	95		47	34	CONF	138	6	102	145			0	0	0	0	false	50	0	0	14	62	13	39	346	33		80	30	73	20	29	0	0	0	0		78		51	Building Rental	Lockbox Fee Income	Miscellaneous fee income	Software												
550653	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
550756	137	0	0	0	CONF	547	116	0	1628	251	297	0	0	0	0	true	0	0	0	0	89	0	0	198	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	Factoring Fees	Management Fees		Management Fees	Software Expenses	Vendor Broker Commissions					Other non-interest expense GT 3 threshold:  119K Donations					
550952	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	118	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0																
551016	0	0	0	0	CONF	0	0	0	0	0	0	39	0	0	0	false	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Treasury stock acquistion by officer to record expense					2016 year end audit adjustment				
551070	353				CONF				136			0	0	0	0	false		0	0		247			443	134		1357	113	164	524	169	0	0	0	0					212 Mastercard Incentive; 1,131 FDIC Recoveries; nonrecurring BOLI 273			Loss on transactions						0						
552059	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
552161	247	0	126	167	CONF	192	0	0	135	0	0	0	0	0	0	false	0	0	0	0	142	0	0	642	0	0	950	0	0	237	113	0	0	0	0	0	0	0	0	Equity in Unconsolidated Subs			Scholarship Expense												
552545	0	0	0	0	CONF	0	0	0	170	0	0	0	0	0	0	false	0	0	0	0	0	0	0	116	0	-249	0	0	0	0	0	0	0	0	0	0	0	0	0				Employee Relations & Employee Education												
552956	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
552974	70	0	58	0	CONF	0	0	0	0	0	0	0	0	-740	0	false	22	0	0	1	21	6	94	189	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0		CEDARS FEE INCOME							Instituion maintains specific res on g/l not to be included in capital							
553038	26	0	39	6	CONF	0	0	0	0	0	0	0	0	0	0	false	11	0	0	4	29	3	66	74	18	0	0	22	0	15	15	0	0	0	0	0	2	0	0																
553926					CONF							0	0	0	0	false		0	0													0	0	0	0								Financial Institutions Tax	Examination Fees	Public Relations										
553944	5	0	0	13	CONF	0	0	0	104	0	0	0	0	0	0	false	29	0	0	0	0	0	0	268	0	0	150	72	19	0	0	0	0	0	0	0	0	0	0				franchise tax												
554268					CONF							0	0	0	0	false		0	0													0	0	0	0																				
554343					CONF							0	0	0	0	false		0	0													0	0	0	0																				
554473	132		232		CONF							1520	0	0	0	false		0	0		378			237								0	0	0	0											Stock options, recognition of ESOP shares committed to be released, restr st expense & misc.									
554857	215		57	-66	CONF	169	110	39	291	61	32	0	0	0	0	false	73	0	0	10	96	13	50	57	75		298	4	54	176	86	0	0	0	0					MORTGAGE FEE INCOME	DATA PROCESSING INCOME	OTHER OPERATING INCOME	MAINTENANCE SERVICE AGREEMENTS	SOFTWARE DEPRECIATION	CORRESPONDENT BANK FEES										
554941	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
555256	16		14	6	CONF				1	13		0	0	0	0	false	8	0	0	2	12	3	19		12		29	6		12	7	0	0	0	0								Auto and Travel	Debit Card Expense											
556011	0	0	0	40	CONF	0	0	0	80	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0				PA SHARES TAX												
556459	127	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	369	0	0	455	0	0	237	0	0	0	0	0	0	0	0	0																
556815	336	0	0	0	CONF	0	0	0	666	0	0	0	0	0	0	false	0	0	0	0	272	0	0	395	0	0	505	0	0	215	204	0	0	0	0	0	0	0	0				Donations												
556936	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	127	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0																
557317			58		CONF				52	80		0	0	0	0	false		0	0		36		59	104				32	36		32	0	0	0	0								shares tax	bank charges											
557438	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
557858	369	0	0	0	CONF	1076	631	0	1775	1174	0	0	0	0	0	false	0	0	0	0	0	0	1031	3320	0	0	1979	0	471	0	0	0	0	0	0	0	0	0	0	Electronic Banking Revenue	Plan Administration and Recordkeeping Fees		Management Fee	Affinity Card Expense											
558574	3		10		CONF				41			-50	0	0	0	false	3	0	0			2	1	41	15			14		1	2	0	0	0	0								2.A FISERV			upstreamed capital from holding co to bank.									
559179					CONF							0	0	0	0	false		0	0					29								0	0	0	0				5												Rounding error Equtiy Capital				
560214	2		6		CONF	1	2		24	13	4	0	0	0	0	false	2	0	0			3	8	23	5					3	1	0	0	0	0				3	COLLECTION FEES	MISC		OUTSIDE SERVICES	OHIO FIT TAX	DUES AND MEMBERSHIPS										
560353	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
560438	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
560830	0	0	25	0	CONF	0	0	0	5	4	0	0	0	0	0	false	6	0	0	0	0	0	0	0	10	0	0	19	0	26	5	0	0	0	0	0	0	0	4				CORRESPONDENT BANK FEES	SUBSCRIPTIONS AND SOFTWARE											
561145	35	2	7	2	CONF	0	0	0	0	0	0	0	0	0	0	false	9	0	0	8	0	9	24	136	34	0	39	0	0	21	40	0	0	0	0	0	4	0	0																
561574	106	0	100	28	CONF	0	0	0	0	0	0	0	0	0	0	false	4	0	0	5	0	1	1	294	31	0	76	49	63	0	12	0	0	0	0	0	0	0	33																
561659	208	0	0	0	CONF	0	0	0	128	0	0	0	0	0	0	false	0	0	0	0	0	0	0	386	0	0	348	0	141	112	0	0	0	0	0	0	0	0	0				Ops Center Expense												
561864					CONF	137						0	0	0	0	false		0	0					324								0	0	0	0					SBA Premium Fees															
562058	0	0	0	0	CONF	133	5	10	23	45	0	0	0	0	0	false	26	0	0	0	0	9	0	185	33	0	0	0	49	0	0	0	0	0	0	0	0	0	0	FISERV FEE ACCT	MERCHANT COMMISSION	DELUXE COMMISSION	SOFTWARE DEPRECIATION	ELECTRONIC SERVICES											
562076				151	CONF							0	0	0	0	false		0	0													0	0	0	0					Miscellanceous Income	Service Charge		Insurance and Surety Bond Premium	Assessment Fees - OCC	Foreclosure Mortgage Loan Expeneses										
562553	24	5	25	12	CONF	2	4		7	24	18	0	0	0	0	false	11	0	0	2	21	7	35	83	32			23	25	66	13	0	0	0	0		7	118	6	online bill pay income	check cashing gees		contributions	inspection fees	loan and compliance review										
563233	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	171	0	0	201	0	0	164	0	0	0	0	0	0	0	0	0																
563336	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
563457	6		8	2	CONF							0	0	0	0	false	4	0	0	1	9	7	23	29	5			6		9	4	0	0	0	0																				
563774	2	0	13	0	CONF	0	0	0	0	-7	-3	0	0	0	0	false	1	0	0	0	0	0	0	9	2	0	0	9	0	0	1	0	0	0	0	0	0	0	0				non-qualified dir ret plan expense	supp.income expense-gossip & boli	dir ret expense new & spears										
563934	8	9	14	0	CONF	1	0	0	4	33	9	0	0	0	0	false	3	0	0	0	0	2	2	22	6	0	3	19	0	7	8	0	0	0	0	0	2	19	0	FEES FOR CASHING CHECKS, CASH ADVANCES AND OTHER			FEDERAL RESERVE AND OTHER BANK CHARGES	ASSESSMENT, COMPLIANCE, TAXES, CREDIT CARD AND OTHER	CONTRIBUTIONS AND EDUCATION										
564052	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
564324	0	0	0	0	CONF	0	0	0	123	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	143	0	0	0	103	0	0	0	0	0	0	0	0				EDP SOFTWARE EXPENSES												
564463	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
564557	190	0	0	0	CONF	243	0	0	139	392	0	0	0	0	0	false	0	0	0	0	143	0	0	419	0	0	425	0	0	0	153	0	0	0	0	0	214	322	0	Foreign Exchange Income			Debit Card Expense	Consulting/third party services											
564678	10	0	20	2	CONF	3	0	0	4	4	11	0	0	0	0	false	2	0	0	0	0	5	3	23	6	0	2	25	11	10	4	0	0	0	0	0	0	0	15	misc. Op. Income			Officer expence account	Organization due and expences	Misi operating expences										
564838					CONF							0	0	0	0	false		0	0													0	0	0	0								Contributions	Collection expenses	Clearing Fees										
564856	0	0	4	0	CONF	0	0	0	0	0	0	0	0	0	0	false	1	0	0	3	0	5	14	20	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0																
564977					CONF	132						-39	0	0	0	false		0	0		226			520	131			197				0	0	0	0					Broker fee income						Offset to compensation exp related to equity incentive plan									
565143					CONF	257						0	0	0	0	false		0	0													0	0	0	0					Computer Service Revenue			Credit Card Expense												
565152			1		CONF				7			0	0	0	0	false	1	0	0			7	1	31	1		9			1		0	0	0	0					EXCHANGE			MANAGEMENT FEES												
565170			38		CONF				75	16	3	0	0	0	0	false		0	0					30				27	17			0	0	0	0				9				Deferred Compensation Expense	OCC Assessment	ORGANIZATIONAL DUES										
565536			35		CONF	4						0	0	0	0	false		0	0		12	3		126								0	0	0	0					Mortgage Servicing Rights															
565750	104	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
565844	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
566056					CONF				127			0	0	0	0	false		0	0	9												0	0	0	0								SOFTWARE MAINTENANCE												
566243	0	0	0	0	CONF	0	0	0	50	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0				Officer and Director Life Ins.												
566551	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
566953					CONF							0	0	-312	0	false		0	0													0	0	0	0													RESULT OF MERGER TRANSACTION/CHANGE IN OWNERSHIP							
567240	12		17	17	CONF				11	9	13	0	0	0	0	false	15	0	0			16	10	65	8		41	41		26	11	0	0	0	0								Club account expense	Correspondent fee expense	Liability insurance										
567679					CONF							7	-774	0	0	false		0	0					191								0	0	0	0											Stock Option and Retention Share Expense	Set up Loan for ESOP								
567736	0	0	0	0	CONF	0	0	0	0	0	0	83	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							Holding Company Stock Sale									
567905	0	0	0	121	CONF	0	160	350	116	278	0	0	0	0	0	false	0	0	0	0	0	0	0	521	0	0	0	0	236	0	0	0	0	0	0	0	0	472	0		Correspondent Banking Application Fees	Platforms Fees	Temp Agency Salary	Treasury Cash Management Direct expense											
568126					CONF							0	0	0	0	false		0	0													0	0	0	0																				
568135	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
568144	0	0	0	236	CONF	0	0	143	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			Gain on sale of mortgage loans in secondary market													
568359	90	0	26	37	CONF	0	0	0	3	20	0	0	0	0	0	false	12	0	0	0	22	2	0	57	20	0	46	0	0	13	43	0	0	0	0	0	2	2	18				IT EXPENSE	SOFTWARE LICENSE											
568377	0	0	0	0	CONF	30	0	0	0	0	31	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	30	25	0	0	0	0	0	0	0	0	EFS Concord					Fiserv										
568470	135	27	82	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	115	0	69	368	0	0	241	64	153	0	76	0	0	0	0	0	0	0	0																
568939	7	4	25	3	CONF	0	0	0	47	0	0	0	0	0	0	false	22	0	0	7	0	13	15	71	25	0	125	21	0	13	25	0	0	0	0	0	4	47	13				Writedowns of Other Real Estate Owned												
569422	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	702	0	0	588	0	0	122	0	206	0	0	0	0	0	0	0	0	0	0																
570558	70	0	17	34	CONF	0	0	0	0	0	0	0	0	0	0	false	13	0	0	2	0	12	0	57	24	0	0	3	0	38	14	0	0	0	0	0	0	0	0																
570651					CONF							0	0	0	0	false		0	0													0	0	0	0								Travel, conventions and meetings	Customer relations											
571135	6	0	11	0	CONF	6	0	0	11	4	0	0	0	0	0	false	8	0	0	1	3	2	5	7	8	0	0	17	0	7	2	0	0	0	0	0	1	1	0	EXCHANGE AND COLLECTION			FIDELITY BOND	BANK ANALYSIS											
571265	0	0	0	0	CONF	0	0	0	182	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0				Software maintenance & amortization												
571443	16	0	16	15	CONF	0	0	0	0	0	0	0	0	0	0	false	6	0	0	2	0	2	3	100	5	0	24	16	11	0	20	0	0	0	0	0	0	0	0																
571920					CONF							0	0	0	0	false		0	0					144								0	0	0	0								-	-											
571957	1		6	1	CONF							0	0	0	0	false	2	0	0	1			1	19	3			6			1	0	0	0	0		1																		
572347				2	CONF							0	0	0	0	false		0	0													0	0	0	0					GAIN ON OREO SALES															
572374	413	9	82	-106	CONF	2150	0	0	1035	0	0	0	0	0	0	false	933	0	0	78	0	79	557	1502	697	0	0	173	163	0	810	0	0	0	0	0	0	1085	0	POS FEE INCOME			OTHER OPERATING EXPENSE												
572459					CONF							0	0	0	0	false		0	0													0	0	0	0																				
572655	7	0	7	25	CONF	6	0	0	0	0	0	0	0	0	0	false	13	0	0	4	0	17	109	0	19	0	0	36	0	46	31	0	0	0	0	0	0	0	0	OTHER INCOME															
573036	74	0	23	-12	CONF	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	57	186	79	30	0	0	29	0	85	0	0	0	0	0	0	0	9	0																
573335	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
574051	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
574079					CONF							0	0	0	0	false		0	0					154								0	0	0	0																				
574556	6		4		CONF		1		17	8	3	0	0	0	0	true	4	0	0				4	19	4				2		10	0	0	0	0						Fee Income (Exchange)		Computer Expense	Surety Bonds, Directors, Offrs L	Account Analysis					Merge of bank					
574949	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
574976					CONF	108	426	236	1236	136	230	0	0	0	0	false		0	0		122			107			638	186	215	367		0	0	0	0					Credit Card Income	Accounts not meeting threshhold	Insurance Commission and Contingency Income	Accounts not meeting threshhold	B&O Taxes	Electronic App/Doc Costs and Credit Card Expenses								0	0	
575133	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
575254	980	0	0	287	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	333	0	0	529	0	0	1847	0	561	590	302	0	0	0	0	0	0	0	0																
575348	21	2	12	12	CONF	3	1	6	35	10	13	0	0	0	0	true	2	0	0			4	4	70	12		43	24	5	51	7	0	0	0	0		1		13	Other Fees on Loans	Credit Life Ins Commissions	Miscellaneous Income	Franchise Taxes	ADP Processing Fee	Examination Fees					ADP Processing Fees totalled $45,483.47 for year 2016.					
575375	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
575647					CONF							0	0	0	0	false		0	0					20								0	0	0	0																				
575656					CONF							0	0	0	0	false		0	0													0	0	0	0								BANK FEES	PROFESSIONAL FEES	TX DEPT BANKING ASSESSMENT										
575759	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
575834	0	0	0	0	CONF	0	0	0	0	13	0	0	0	0	0	false	0	0	0	0	0	0	171	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0											
575955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
576354	0	0	0	0	CONF	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							CAPITAL INJECTION									
576541	0	0	0	0	CONF	0	0	0	139	181	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0				BankCard Expenses	Inter-Company Operations											
576578					CONF							0	0	0	0	false		0	0													0	0	0	0								Electronic Banking Expense												
576608	104	0	77	16	CONF	0	0	0	0	0	0	0	0	0	0	false	51	0	0	23	92	26	28	0	59	0	344	34	46	185	62	0	0	0	0	0	0	0	0																
576644	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
576653	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
576952					CONF							0	0	0	0	false		0	0					275								0	0	0	0																				
577128	280	0	29	528	CONF	85	345	199	550	1121	611	0	0	0	0	false	290	0	0	233	493	93	0	0	264	0	2129	151	784	903	410	0	0	0	0	0	61	0	182	Letter of Credit Fees	Intercompany Management Fees	Residual Income	State Franchise Taxes	Software Expenses	Electronic Banking Expense										
577137	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
577230	8	5	4	11	CONF	0	0	0	10	33	8	0	0	0	0	false	4	0	0	0	0	0	0	46	8	0	3	21	18	3	14	0	0	0	0	0	0	35	0				Dues & Subscriptions	Computer Maint. & Services	Mileage										
577472	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
578116	60	0	58	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	6	0	155	53	0	103	0	0	41	0	0	0	0	0	0	0	0	0																
578237	0	0	5	1	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	5	25	62	5	0	0	32	2	26	3	0	0	0	0	0	0	1	0																
578255	217	0	0	0	CONF	0	0	0	221	114	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	502	0	0	264	117	0	0	0	0	0	0	0	0				Business Promotion	Travel											
578554	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
578741					CONF							0	0	0	0	false		0	0													0	0	0	0																				
578862	3	0	12	1	CONF	0	0	0	0	0	0	0	0	0	0	false	2	0	0	2	0	0	28	34	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0																
579140					CONF							0	0	0	0	false		0	0													0	0	0	0					Other Service Charges	Loan Servicing Income		Software License Fees	Data Transmission Line	Gain / Loss on Foreclosed Properties										
579319	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
579364	23	0	44	64	CONF	0	0	0	0	0	0	200	0	0	0	false	18	0	0	7	20	0	146	342	37	0	-21	72	41	0	44	0	0	0	0	0	0	0	0							Capital contribution									
579636	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
580155	0	0	0	0	CONF	0	0	0	201	363	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			REPO EXPENSE	INTER CO ALLOCATION											
580548	42	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	0	136	0	0	95	50	0	50	38	0	0	0	0	0	0	0	0																
580847	4		16	16	CONF				12			0	0	0	0	false	10	0	0				23	48	13		61					0	0	0	0		1						Other Expenses												
580874	80		37	5	CONF	8			54	43		0	0	0	0	false	16	0	0	8	16	6	26	120	14		75	32	43	58	16	0	0	0	0			15	12	WIRE TRANS FEE INCOME			DEBIT CARD EXPENSE	SOFTWARE MAINTENANCE CONTRACT EXPENSE											
581237	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
581358					CONF							0	0	0	0	false		0	0													0	0	0	0								SERVICE AGREEMENTS												
582177	132	0	0	0	CONF	580	0	0	111	0	0	0	0	0	0	true	0	0	0	0	0	0	0	101	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	INCOME RECOGNIZED ON MORTGAGE DERIVATIVE			EXPENSE RECOGNIZED ON MORTGAGE DERIVATIVE							Huntingdon Valley Bank successfully completed its mutual-to-stock conversion on January 11, 2017 and the shares of the bank's holding company, HV Bancorp Inc, began trading on the Nasdaq Capital Market on January 12, 2017. As a result of the stock offering, Huntingdon Valley Bank received a capital contribution from HV Bancorp Inc equal to 50 of the net proceeds from the stock offering, approximately $10.2 million, which is reflected in Schedule RI-A - Changes in Bank Equity Capital on line 5 as an addition to the bank's equity capital.					
582654	4	0	9	0	CONF	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	7	3	7	11	0	26	10	0	31	3	0	0	0	0	0	0	0	0																
582878					CONF							0	0	0	0	false		0	0													0	0	0	0																				
582953	122	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
582971	165	2	70	14	CONF	75	0	0	348	0	0	0	0	-29	0	false	58	0	0	12	36	0	9	39	74	0	708	45	40	507	58	0	0	0	0	0	0	0	31	Other Miscellaneous Noninterest Income			Other Miscellaneous Noninterest Expense					To reflect Off-Balance Sheet exposures as a liability							
583071	35		19	20	CONF				14	17		0	0	0	0	false	5	0	0			4		48	16			11	43	34	8	0	0	0	0								OCC General assessment	Charitable contribution											
583138	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
583268	16		25	19	CONF							0	0	0	0	false	8	0	0	1	35	4	13	132	20		61	35		47	53	0	0	0	0		7		10																
583352	80	0	53	6	CONF	0	0	0	0	0	0	0	0	0	0	false	41	0	0	0	0	16	41	225	32	0	206	19	27	93	46	0	0	0	0	0	0	0	0																
583754	5		5		CONF							0	0	0	0	false	3	0	0			2	14	24	2			8	1	13	3	0	0	0	0		1																		
583905	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	222	0	0	307	0	0	112	106	0	0	0	0	0	0	0	0																
584377	66	0	0	0	CONF	167	182	0	113	128	0	0	0	0	0	false	67	0	0	0	192	60	44	148	116	0	588	69	0	200	229	0	0	0	0	0	0	0	0	Merchant Discounts Received	BOLI Income		Donations and Sponsorships	Business and Occupation Taxes											
584724	104	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	121	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0																
584920	0	0	0	136	CONF	341	198	0	349	144	0	0	0	0	0	false	0	0	0	0	0	0	0	784	0	0	1363	115	0	144	314	0	0	0	0	0	0	0	0	Commissions on Mortgages	Other Service Charges and Fees		FDR Expense	ATM Expense											
585235	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
